Number of pairs,636792.000000
Number of unique pairs,12495
Average pair frequency,50.963745
Pair entropy,8.473147

Pair,Frequency,Proportion,Entropy Term,Mutual Information
lula fez,26.000000,0.000041,0.000413,0.274383
lula brasil,71.000000,0.000111,0.001015,-0.098508
lula todos,23.000000,0.000036,0.000369,-0.141921
lula nesta,26.000000,0.000041,0.000413,-0.572131
lula bem,17.000000,0.000027,0.000281,0.423767
lula contra,38.000000,0.000060,0.000580,-0.323934
lula julgamento,46.000000,0.000072,0.000689,-0.656096
lula sera,21.000000,0.000033,0.000340,-0.304718
lula vai,43.000000,0.000068,0.000648,0.394594
lula pra,26.000000,0.000041,0.000413,0.513850
lula governo,33.000000,0.000052,0.000511,-0.078159
lula jair,63.000000,0.000099,0.000912,-0.617037
lula processo,17.000000,0.000027,0.000281,-0.266452
lula politica,32.000000,0.000050,0.000497,-0.119212
lula redes,15.000000,0.000024,0.000251,0.008002
lula poder,26.000000,0.000041,0.000413,-0.632423
lula maior,22.000000,0.000035,0.000355,0.408641
lula conta,10.000000,0.000016,0.000174,0.228052
lula pix,17.000000,0.000027,0.000281,-0.191366
lula r,38.000000,0.000060,0.000580,0.537921
lula pl,12.000000,0.000019,0.000205,-1.460799
lula expresidente,45.000000,0.000071,0.000675,-1.143142
lula apos,22.000000,0.000035,0.000355,-0.391349
lula durante,19.000000,0.000030,0.000311,-0.206667
lula entao,10.000000,0.000016,0.000174,-0.097067
lula sobre,68.000000,0.000107,0.000977,0.378976
lula fala,14.000000,0.000022,0.000236,0.623448
lula eleicoes,55.000000,0.000086,0.000808,0.281734
lula nome,13.000000,0.000020,0.000220,0.518043
lula faz,18.000000,0.000028,0.000296,0.666762
lula voto,27.000000,0.000042,0.000427,-0.756026
lula agora,28.000000,0.000044,0.000441,-0.007086
lula apenas,19.000000,0.000030,0.000311,0.417426
lula tse,137.000000,0.000215,0.001817,-0.210171
lula dia,23.000000,0.000036,0.000369,-0.294199
lula ministro,38.000000,0.000060,0.000580,-0.386354
lula pode,39.000000,0.000061,0.000594,-0.151485
lula tornar,15.000000,0.000024,0.000251,-0.798708
lula inelegivel,74.000000,0.000116,0.001053,-0.710163
lula dinheiro,24.000000,0.000038,0.000384,0.837182
lula quer,19.000000,0.000030,0.000311,0.967126
lula video,26.000000,0.000041,0.000413,0.831258
lula vivo,14.000000,0.000022,0.000236,0.334322
lula disse,39.000000,0.000061,0.000594,0.576685
lula stf,40.000000,0.000063,0.000608,0.518463
lula decisao,17.000000,0.000027,0.000281,-0.723048
lula pais,28.000000,0.000044,0.000441,0.035340
lula hoje,25.000000,0.000039,0.000398,-0.096279
lula ter,29.000000,0.000046,0.000455,0.350120
lula gente,11.000000,0.000017,0.000189,0.207701
lula fim,14.000000,0.000022,0.000236,0.548308
lula sociais,17.000000,0.000027,0.000281,0.141950
lula eleitoral,31.000000,0.000049,0.000483,-1.251577
lula direita,17.000000,0.000027,0.000281,-0.217369
lula milhoes,31.000000,0.000049,0.000483,0.670403
lula sempre,16.000000,0.000025,0.000266,0.321151
lula segundo,16.000000,0.000025,0.000266,0.193243
lula ano,17.000000,0.000027,0.000281,0.069629
lula federal,17.000000,0.000027,0.000281,-0.544558
lula democracia,58.000000,0.000091,0.000847,0.630750
lula candidato,19.000000,0.000030,0.000311,0.699922
lula noticias,16.000000,0.000025,0.000266,-0.319226
lula voce,16.000000,0.000025,0.000266,-0.113177
lula inelegibilidade,82.000000,0.000129,0.001153,0.145615
lula ministros,14.000000,0.000022,0.000236,-0.956067
lula diz,50.000000,0.000079,0.000742,0.984758
lula grande,16.000000,0.000025,0.000266,0.103631
lula ainda,23.000000,0.000036,0.000369,-0.311615
lula entrevista,25.000000,0.000039,0.000398,1.278264
lula justica,41.000000,0.000064,0.000621,0.346966
lula politico,14.000000,0.000022,0.000236,-1.175033
lula deputado,14.000000,0.000022,0.000236,0.159968
lula sao,35.000000,0.000055,0.000539,0.282855
lula so,27.000000,0.000042,0.000427,0.119971
lula mil,17.000000,0.000027,0.000281,0.563724
lula paulo,10.000000,0.000016,0.000174,-0.148853
lula ser,56.000000,0.000088,0.000821,0.231074
lula pt,227.000000,0.000356,0.002830,2.827674
lula eleicao,13.000000,0.000020,0.000220,0.264552
lula melhor,12.000000,0.000019,0.000205,0.522722
lula momento,10.000000,0.000016,0.000174,0.074291
lula esquerda,43.000000,0.000068,0.000648,1.229001
lula tribunal,32.000000,0.000050,0.000497,-0.779329
lula superior,23.000000,0.000036,0.000369,-0.808112
lula caso,17.000000,0.000027,0.000281,-0.266452
lula lei,18.000000,0.000028,0.000296,0.512611
lula outros,13.000000,0.000020,0.000220,0.238800
lula palacio,12.000000,0.000019,0.000205,-0.052451
lula acao,59.000000,0.000093,0.000860,0.557850
lula afirmou,29.000000,0.000046,0.000455,0.571407
lula ha,17.000000,0.000027,0.000281,-0.006724
lula estado,13.000000,0.000020,0.000220,-0.238855
lula preso,18.000000,0.000028,0.000296,0.732239
lula rio,13.000000,0.000020,0.000220,0.682046
lula estao,12.000000,0.000019,0.000205,0.069629
lula presidencia,28.000000,0.000044,0.000441,1.257672
lula sendo,14.000000,0.000022,0.000236,0.143737
lula via,11.000000,0.000017,0.000189,-0.040372
lula direitos,13.000000,0.000020,0.000220,-0.016040
lula anos,22.000000,0.000035,0.000355,-1.229173
lula votos,15.000000,0.000024,0.000251,-0.812279
lula tres,12.000000,0.000019,0.000205,0.169407
lula sido,13.000000,0.000020,0.000220,0.596686
lula ministerio,13.000000,0.000020,0.000220,0.649575
lula tudo,21.000000,0.000033,0.000340,0.296100
lula silva,229.000000,0.000360,0.002852,3.364654
lula historia,10.000000,0.000016,0.000174,0.004364
lula veja,18.000000,0.000028,0.000296,0.433342
lula tambem,39.000000,0.000061,0.000594,0.319666
lula fazer,14.000000,0.000022,0.000236,-0.129984
lula sistema,16.000000,0.000025,0.000266,-0.799643
lula relator,15.000000,0.000024,0.000251,-0.805194
lula benedito,16.000000,0.000025,0.000266,-0.630038
lula goncalves,17.000000,0.000027,0.000281,-0.613205
lula janeiro,10.000000,0.000016,0.000174,-0.102955
lula maioria,15.000000,0.000024,0.000251,-1.003334
lula carlos,21.000000,0.000033,0.000340,1.008884
lula ministra,14.000000,0.000022,0.000236,-0.307760
lula nada,21.000000,0.000033,0.000340,1.046406
lula twitter,12.000000,0.000019,0.000205,0.510601
lula condenacao,12.000000,0.000019,0.000205,-1.083050
lula forma,26.000000,0.000041,0.000413,0.452979
lula vida,37.000000,0.000058,0.000567,1.304020
lula condenado,42.000000,0.000066,0.000635,0.932552
lula corrupcao,28.000000,0.000044,0.000441,1.025307
lula impedido,12.000000,0.000019,0.000205,0.513617
lula dois,19.000000,0.000030,0.000311,0.659376
lula nunca,12.000000,0.000019,0.000205,0.091177
lula enquanto,12.000000,0.000019,0.000205,0.492690
apos ver,14.000000,0.000022,0.000236,1.180328
apos presidente,44.000000,0.000069,0.000662,0.002268
apos bolsonaro,287.000000,0.000451,0.003472,-0.028966
apos brasil,10.000000,0.000016,0.000174,-1.516278
apos todos,16.000000,0.000025,0.000266,0.037498
apos contra,20.000000,0.000031,0.000326,-0.423463
apos julgamento,215.000000,0.000338,0.002699,1.428225
apos sera,30.000000,0.000047,0.000469,0.594281
apos moraes,18.000000,0.000028,0.000296,0.009347
apos governo,18.000000,0.000028,0.000296,-0.141970
apos jair,62.000000,0.000097,0.000899,-0.090713
apos processo,11.000000,0.000017,0.000189,-0.159446
apos poder,11.000000,0.000017,0.000189,-0.950300
apos maior,19.000000,0.000030,0.000311,0.804362
apos pix,38.000000,0.000060,0.000580,1.155331
apos pl,19.000000,0.000030,0.000311,-0.458943
apos campanha,15.000000,0.000024,0.000251,1.055338
apos expresidente,112.000000,0.000176,0.001521,0.311019
apos lula,31.000000,0.000049,0.000483,-0.048404
apos oficial,13.000000,0.000020,0.000220,1.077317
apos entao,11.000000,0.000017,0.000189,0.540567
apos sobre,24.000000,0.000038,0.000384,-0.120154
apos eleicoes,21.000000,0.000033,0.000340,-0.138752
apos valor,22.000000,0.000035,0.000355,1.695875
apos abuso,11.000000,0.000017,0.000189,-0.630183
apos voto,131.000000,0.000206,0.001746,1.365659
apos tse,344.000000,0.000540,0.004064,1.252814
apos dia,13.000000,0.000020,0.000220,-0.322420
apos ministro,51.000000,0.000080,0.000755,0.450210
apos tornar,41.000000,0.000064,0.000621,0.749138
apos inelegivel,156.000000,0.000245,0.002037,0.577952
apos video,10.000000,0.000016,0.000174,0.418071
apos disse,15.000000,0.000024,0.000251,0.163498
apos decisao,125.000000,0.000196,0.001676,1.814377
apos pais,10.000000,0.000016,0.000174,-0.451955
apos ter,33.000000,0.000052,0.000511,1.021656
apos resultado,30.000000,0.000047,0.000469,1.726979
apos fim,11.000000,0.000017,0.000189,0.849470
apos mundo,12.000000,0.000019,0.000205,0.517701
apos reuniao,18.000000,0.000028,0.000296,-0.152252
apos eleitoral,155.000000,0.000243,0.002025,0.900186
apos deixar,10.000000,0.000016,0.000174,0.764942
apos federal,13.000000,0.000020,0.000220,-0.270498
apos ficar,70.000000,0.000110,0.001002,2.251748
apos votacao,17.000000,0.000027,0.000281,0.838180
apos inelegibilidade,86.000000,0.000135,0.001203,0.735567
apos ministros,61.000000,0.000096,0.000886,1.058074
apos votar,10.000000,0.000016,0.000174,0.699388
apos sessao,23.000000,0.000036,0.000369,0.580110
apos diz,11.000000,0.000017,0.000189,0.012954
apos ainda,13.000000,0.000020,0.000220,-0.339836
apos justica,17.000000,0.000027,0.000281,0.008931
apos ser,68.000000,0.000107,0.000977,0.967554
apos republica,10.000000,0.000016,0.000174,0.287177
apos tribunal,147.000000,0.000231,0.001933,1.287692
apos superior,137.000000,0.000215,0.001817,1.518699
apos pedido,22.000000,0.000035,0.000355,1.734096
apos marques,13.000000,0.000020,0.000220,-0.147799
apos acao,13.000000,0.000020,0.000220,-0.412413
apos defesa,10.000000,0.000016,0.000174,0.208040
apos direitos,10.000000,0.000016,0.000174,0.263920
apos oito,17.000000,0.000027,0.000281,-0.232605
apos anos,58.000000,0.000091,0.000847,0.282552
apos quatro,93.000000,0.000146,0.001290,2.835015
apos votos,100.000000,0.000157,0.001375,1.627165
apos tres,31.000000,0.000049,0.000483,1.660811
apos sido,13.000000,0.000020,0.000220,1.139010
apos leia,10.000000,0.000016,0.000174,0.335379
apos alem,10.000000,0.000016,0.000174,0.376789
apos veja,12.000000,0.000019,0.000205,0.570202
apos sistema,18.000000,0.000028,0.000296,-0.139536
apos relator,67.000000,0.000105,0.000964,1.233773
apos benedito,49.000000,0.000077,0.000729,1.031518
apos goncalves,46.000000,0.000072,0.000689,0.924547
apos raul,11.000000,0.000017,0.000189,0.122064
apos maioria,48.000000,0.000075,0.000716,0.702141
apos ministra,24.000000,0.000038,0.000384,0.773561
apos policia,12.000000,0.000019,0.000205,0.874124
apos carmen,30.000000,0.000047,0.000469,0.641853
apos lucia,28.000000,0.000044,0.000441,0.529868
apos condenacao,69.000000,0.000108,0.000989,1.208474
apos condenado,24.000000,0.000038,0.000384,0.915261
apos inicio,25.000000,0.000039,0.000398,1.865182
apos ataques,19.000000,0.000030,0.000311,1.147982
apos tornou,12.000000,0.000019,0.000205,0.960906
apos placar,87.000000,0.000137,0.001216,1.960735
durante presidente,36.000000,0.000057,0.000553,0.132883
durante bolsonaro,175.000000,0.000275,0.002253,-0.192377
durante fez,14.000000,0.000022,0.000236,0.528954
durante nesta,12.000000,0.000019,0.000205,-0.471711
durante contra,10.000000,0.000016,0.000174,-0.785325
durante julgamento,64.000000,0.000101,0.000925,0.547756
durante governo,111.000000,0.000174,0.001509,2.008474
durante jair,61.000000,0.000096,0.000886,0.224312
durante processo,14.000000,0.000022,0.000236,0.413002
durante pl,29.000000,0.000046,0.000455,0.295200
durante campanha,41.000000,0.000064,0.000621,2.392145
durante expresidente,60.000000,0.000094,0.000873,0.018150
durante lula,11.000000,0.000017,0.000189,-0.753210
durante entao,19.000000,0.000030,0.000311,1.418397
durante sobre,21.000000,0.000033,0.000340,0.077601
durante eleicoes,32.000000,0.000050,0.000497,0.613747
durante qualquer,21.000000,0.000033,0.000340,1.757497
durante abuso,11.000000,0.000017,0.000189,-0.298897
durante voto,46.000000,0.000072,0.000689,0.650388
durante agora,13.000000,0.000020,0.000220,0.099269
durante tse,49.000000,0.000077,0.000729,-0.364722
durante evento,16.000000,0.000025,0.000266,1.680970
durante disse,15.000000,0.000024,0.000251,0.494784
durante embaixadores,219.000000,0.000344,0.002743,2.881954
durante reuniao,264.000000,0.000415,0.003229,2.864611
durante eleitoral,48.000000,0.000075,0.000716,0.059247
durante ano,118.000000,0.000185,0.001592,2.880710
durante golpe,12.000000,0.000019,0.000205,0.700141
durante noticias,13.000000,0.000020,0.000220,0.346745
durante inelegibilidade,14.000000,0.000022,0.000236,-0.748437
durante sessao,25.000000,0.000039,0.000398,0.994777
durante entrevista,36.000000,0.000057,0.000553,2.516517
durante periodo,16.000000,0.000025,0.000266,1.446343
durante sao,26.000000,0.000041,0.000413,0.859214
durante palacio,44.000000,0.000069,0.000662,2.120442
durante alvorada,44.000000,0.000069,0.000662,2.292185
durante acao,13.000000,0.000020,0.000220,-0.081128
durante afirmou,12.000000,0.000019,0.000205,0.562628
durante presidencia,10.000000,0.000016,0.000174,1.101662
durante oito,17.000000,0.000027,0.000281,0.098681
durante anos,82.000000,0.000129,0.001153,0.960113
durante quatro,23.000000,0.000036,0.000369,1.769196
durante julho,173.000000,0.000272,0.002231,3.284051
durante passado,33.000000,0.000052,0.000511,1.980357
durante sistema,19.000000,0.000030,0.000311,0.245817
durante relator,11.000000,0.000017,0.000189,-0.241738
durante benedito,15.000000,0.000024,0.000251,0.179034
durante janeiro,18.000000,0.000028,0.000296,1.358441
durante estrangeiros,26.000000,0.000041,0.000413,2.121894
durante todo,10.000000,0.000016,0.000174,0.827008
oficial presidente,23.000000,0.000036,0.000369,0.806007
oficial bolsonaro,72.000000,0.000113,0.001027,0.040652
oficial fez,12.000000,0.000019,0.000205,1.495951
oficial governo,113.000000,0.000177,0.001533,3.147480
oficial jair,11.000000,0.000017,0.000189,-0.367518
oficial redes,12.000000,0.000019,0.000205,1.779617
oficial expresidente,17.000000,0.000027,0.000281,-0.121833
oficial eleicoes,11.000000,0.000017,0.000189,0.667055
oficial tse,21.000000,0.000033,0.000340,-0.090871
oficial inelegivel,35.000000,0.000055,0.000539,0.535879
oficial instagram,22.000000,0.000035,0.000355,2.922669
oficial embaixadores,11.000000,0.000017,0.000189,1.011926
oficial sociais,12.000000,0.000019,0.000205,1.788401
oficial reuniao,55.000000,0.000086,0.000808,2.417144
oficial segundo,13.000000,0.000020,0.000220,1.980362
oficial fica,15.000000,0.000024,0.000251,2.453705
oficial federal,34.000000,0.000053,0.000525,2.143348
oficial republica,24.000000,0.000038,0.000384,2.615080
oficial palacio,15.000000,0.000024,0.000251,2.165451
oficial presidencia,18.000000,0.000028,0.000296,2.810598
oficial dessa,12.000000,0.000019,0.000205,2.535943
oficial policia,29.000000,0.000046,0.000455,3.208947
oficial forma,12.000000,0.000019,0.000205,1.674548
oficial inicio,44.000000,0.000069,0.000662,3.882929
entao ver,10.000000,0.000016,0.000174,1.926595
entao presidente,225.000000,0.000353,0.002808,2.716918
entao bolsonaro,101.000000,0.000159,0.001388,0.009411
entao fez,22.000000,0.000035,0.000355,1.732392
entao vai,13.000000,0.000020,0.000220,0.823406
entao jair,60.000000,0.000094,0.000873,0.959236
entao pl,15.000000,0.000024,0.000251,0.387408
entao expresidente,13.000000,0.000020,0.000220,-0.759792
entao lula,16.000000,0.000025,0.000266,0.372936
entao tse,17.000000,0.000027,0.000281,-0.671875
entao ministro,14.000000,0.000022,0.000236,0.240181
entao embaixadores,43.000000,0.000068,0.000648,2.005536
entao gente,12.000000,0.000019,0.000205,1.919776
entao reuniao,15.000000,0.000024,0.000251,0.748166
entao eleitoral,23.000000,0.000036,0.000369,0.074994
entao candidato,45.000000,0.000071,0.000675,3.187209
entao voce,16.000000,0.000025,0.000266,1.511886
entao deputado,19.000000,0.000030,0.000311,2.090413
entao republica,24.000000,0.000038,0.000384,2.245385
entao palacio,23.000000,0.000036,0.000369,2.223199
entao alvorada,11.000000,0.000017,0.000189,1.657344
entao estado,12.000000,0.000019,0.000205,1.306166
entao urnas,16.000000,0.000025,0.000266,1.765452
entao presidencia,11.000000,0.000017,0.000189,1.948426
entao sistema,32.000000,0.000050,0.000497,1.518567
entao estrangeiros,15.000000,0.000024,0.000251,2.323301
entao braga,18.000000,0.000028,0.000296,2.206380
imprensa bolsonaro,49.000000,0.000077,0.000729,-0.226411
imprensa nesta,10.000000,0.000016,0.000174,0.584899
imprensa julgamento,14.000000,0.000022,0.000236,0.266861
imprensa maior,25.000000,0.000039,0.000398,2.649016
imprensa pl,10.000000,0.000016,0.000174,0.469421
imprensa expresidente,13.000000,0.000020,0.000220,-0.272314
imprensa lula,10.000000,0.000016,0.000174,0.390411
imprensa apos,24.000000,0.000038,0.000384,1.808204
imprensa sobre,15.000000,0.000024,0.000251,0.980060
imprensa tse,17.000000,0.000027,0.000281,-0.184397
imprensa desta,13.000000,0.000020,0.000220,1.995090
imprensa estrangeiros,24.000000,0.000038,0.000384,3.280783
sobre presidente,58.000000,0.000091,0.000847,-0.079619
sobre bolsonaro,516.000000,0.000810,0.005768,0.199518
sobre brasileiro,47.000000,0.000074,0.000702,1.047330
sobre brasileiros,35.000000,0.000055,0.000539,1.470042
sobre brasil,73.000000,0.000115,0.001040,0.113455
sobre contra,36.000000,0.000057,0.000553,-0.193817
sobre julgamento,187.000000,0.000294,0.002388,0.930555
sobre sera,24.000000,0.000038,0.000384,0.012997
sobre moraes,13.000000,0.000020,0.000220,-0.674216
sobre vai,17.000000,0.000027,0.000281,-0.349209
sobre governo,43.000000,0.000068,0.000648,0.370717
sobre jair,144.000000,0.000226,0.001898,0.393825
sobre nacional,17.000000,0.000027,0.000281,0.717000
sobre processo,96.000000,0.000151,0.001327,1.648866
sobre confira,12.000000,0.000019,0.000205,0.223276
sobre politica,53.000000,0.000083,0.000782,0.569528
sobre redes,15.000000,0.000024,0.000251,0.192185
sobre poder,13.000000,0.000020,0.000220,-1.141386
sobre pix,21.000000,0.000033,0.000340,0.204127
sobre pl,38.000000,0.000060,0.000580,-0.123936
sobre expresidente,145.000000,0.000228,0.001910,0.211113
sobre lula,84.000000,0.000132,0.001178,0.590285
sobre apos,31.000000,0.000049,0.000483,0.135780
sobre durante,15.000000,0.000024,0.000251,-0.258872
sobre fala,15.000000,0.000024,0.000251,0.876624
sobre eleicoes,63.000000,0.000099,0.000912,0.601720
sobre nome,10.000000,0.000016,0.000174,0.439862
sobre publica,11.000000,0.000017,0.000189,0.638357
sobre voto,42.000000,0.000066,0.000635,-0.130010
sobre agora,10.000000,0.000016,0.000174,-0.852522
sobre tse,231.000000,0.000363,0.002874,0.496449
sobre dia,31.000000,0.000049,0.000483,0.188478
sobre ministro,41.000000,0.000064,0.000621,-0.126184
sobre pode,31.000000,0.000049,0.000483,-0.196876
sobre tornar,28.000000,0.000044,0.000441,0.009630
sobre inelegivel,53.000000,0.000083,0.000782,-0.859752
sobre disse,33.000000,0.000052,0.000511,0.593815
sobre stf,10.000000,0.000016,0.000174,-0.683648
sobre decisao,69.000000,0.000108,0.000989,0.862029
sobre opiniao,13.000000,0.000020,0.000220,0.783905
sobre pais,29.000000,0.000046,0.000455,0.254615
sobre hoje,28.000000,0.000044,0.000441,0.201233
sobre encontro,10.000000,0.000016,0.000174,0.249172
sobre ter,22.000000,0.000035,0.000355,0.258050
sobre embaixadores,34.000000,0.000053,0.000525,0.329817
sobre resultado,16.000000,0.000025,0.000266,0.740229
sobre mundo,13.000000,0.000020,0.000220,0.239603
sobre michelle,32.000000,0.000050,0.000497,1.375956
sobre sociais,10.000000,0.000016,0.000174,-0.204495
sobre reuniao,26.000000,0.000041,0.000413,-0.142668
sobre eleitoral,208.000000,0.000327,0.002622,0.836158
sobre direita,20.000000,0.000031,0.000326,0.129334
sobre primeiro,14.000000,0.000022,0.000236,0.322568
sobre federal,17.000000,0.000027,0.000281,-0.360374
sobre partido,11.000000,0.000017,0.000189,-0.079332
sobre democracia,37.000000,0.000058,0.000567,0.365408
sobre golpe,29.000000,0.000046,0.000455,0.893104
sobre noticias,27.000000,0.000042,0.000427,0.388206
sobre voce,14.000000,0.000022,0.000236,-0.062525
sobre votacao,48.000000,0.000075,0.000716,1.518027
sobre inelegibilidade,157.000000,0.000247,0.002048,0.979325
sobre ministros,16.000000,0.000025,0.000266,-0.638352
sobre sessao,12.000000,0.000019,0.000205,-0.428618
sobre diz,17.000000,0.000027,0.000281,0.090132
sobre ainda,13.000000,0.000020,0.000220,-0.697976
sobre justica,16.000000,0.000025,0.000266,-0.409834
sobre politico,36.000000,0.000057,0.000553,-0.046388
sobre sao,20.000000,0.000031,0.000326,-0.092577
sobre so,10.000000,0.000016,0.000174,-0.689097
sobre ser,47.000000,0.000074,0.000702,0.240053
sobre eleicao,11.000000,0.000017,0.000189,0.281682
sobre vamos,13.000000,0.000020,0.000220,0.397877
sobre tribunal,68.000000,0.000107,0.000977,0.158627
sobre superior,48.000000,0.000075,0.000716,0.111778
sobre pedido,12.000000,0.000019,0.000205,0.769820
sobre caso,62.000000,0.000097,0.000899,1.211653
sobre lei,10.000000,0.000016,0.000174,0.109008
sobre outros,12.000000,0.000019,0.000205,0.342941
sobre politicos,12.000000,0.000019,0.000205,-0.084872
sobre acao,36.000000,0.000057,0.000553,0.248016
sobre afirmou,11.000000,0.000017,0.000189,-0.213810
sobre estado,12.000000,0.000019,0.000205,-0.134714
sobre provas,11.000000,0.000017,0.000189,0.604766
sobre urnas,105.000000,0.000165,0.001436,2.205944
sobre direitos,16.000000,0.000025,0.000266,0.375783
sobre corte,12.000000,0.000019,0.000205,-0.342764
sobre votos,12.000000,0.000019,0.000205,-0.851239
sobre tres,12.000000,0.000019,0.000205,0.353590
sobre sido,15.000000,0.000024,0.000251,0.923970
sobre junho,10.000000,0.000016,0.000174,0.256141
sobre ministerio,12.000000,0.000019,0.000205,0.753716
sobre veja,16.000000,0.000025,0.000266,0.499743
sobre tambem,23.000000,0.000036,0.000369,-0.024217
sobre brasileira,11.000000,0.000017,0.000189,0.067272
sobre retomado,10.000000,0.000016,0.000174,0.282117
sobre sistema,122.000000,0.000192,0.001640,1.415973
sobre relator,21.000000,0.000033,0.000340,-0.284538
sobre benedito,11.000000,0.000017,0.000189,-0.820547
sobre janeiro,31.000000,0.000049,0.000483,1.212631
sobre desta,11.000000,0.000017,0.000189,-0.100322
sobre maioria,15.000000,0.000024,0.000251,-0.819150
sobre cid,13.000000,0.000020,0.000220,0.724890
sobre sextafeira,10.000000,0.000016,0.000174,-0.905698
sobre judiciario,14.000000,0.000022,0.000236,0.858012
sobre condenacao,56.000000,0.000088,0.000821,0.641578
sobre vida,36.000000,0.000057,0.000553,1.460805
sobre tornou,23.000000,0.000036,0.000369,1.253353
sobre placar,17.000000,0.000027,0.000281,-0.030100
fala presidente,17.000000,0.000027,0.000281,0.518074
fala bolsonaro,67.000000,0.000105,0.000964,-0.016974
fala julgamento,26.000000,0.000041,0.000413,0.782465
fala jair,11.000000,0.000017,0.000189,-0.353171
fala expresidente,18.000000,0.000028,0.000296,-0.050327
fala lula,15.000000,0.000024,0.000251,0.692441
fala apos,18.000000,0.000028,0.000296,1.417086
fala durante,10.000000,0.000016,0.000174,1.160585
fala imprensa,15.000000,0.000024,0.000251,2.804982
fala sobre,78.000000,0.000122,0.001103,2.525283
fala voto,16.000000,0.000025,0.000266,0.729832
fala tse,37.000000,0.000058,0.000567,0.489872
fala inelegivel,14.000000,0.000022,0.000236,-0.366065
fala decisao,16.000000,0.000025,0.000266,1.225434
fala democracia,12.000000,0.000019,0.000205,1.064319
fala golpe,16.000000,0.000025,0.000266,2.123319
fala voce,13.000000,0.000020,0.000220,1.688290
fala sao,15.000000,0.000024,0.000251,1.444663
fala ser,15.000000,0.000024,0.000251,0.922878
verdade presidente,17.000000,0.000027,0.000281,0.336234
verdade bolsonaro,90.000000,0.000141,0.001253,0.096303
verdade deus,17.000000,0.000027,0.000281,2.012799
verdade brasil,20.000000,0.000031,0.000326,0.461811
verdade contra,12.000000,0.000019,0.000205,0.350653
verdade sera,11.000000,0.000017,0.000189,0.875921
verdade sobre,15.000000,0.000024,0.000251,0.694785
verdade pode,12.000000,0.000019,0.000205,0.497126
verdade inelegivel,10.000000,0.000016,0.000174,-0.884377
verdade sempre,24.000000,0.000038,0.000384,2.553882
verdade voce,10.000000,0.000016,0.000174,1.244086
verdade justica,27.000000,0.000042,0.000427,1.756497
verdade so,21.000000,0.000033,0.000340,1.695923
verdade ser,10.000000,0.000016,0.000174,0.335573
verdade estao,14.000000,0.000022,0.000236,2.051046
verdade presidencia,16.000000,0.000025,0.000266,2.525322
verdade leia,14.000000,0.000022,0.000236,1.956793
verdade historia,16.000000,0.000025,0.000266,2.301634
verdade vida,12.000000,0.000019,0.000205,2.005275
eleicoes presidente,50.000000,0.000079,0.000742,-0.113106
eleicoes bolsonaro,389.000000,0.000611,0.004521,0.031923
eleicoes povo,12.000000,0.000019,0.000205,-0.483523
eleicoes brasil,73.000000,0.000115,0.001040,0.228388
eleicoes todos,32.000000,0.000050,0.000497,0.487438
eleicoes nesta,28.000000,0.000044,0.000441,-0.198906
eleicoes contra,102.000000,0.000160,0.001400,0.962570
eleicoes julgamento,88.000000,0.000138,0.001228,0.291716
eleicoes sera,37.000000,0.000058,0.000567,0.560794
eleicoes casa,12.000000,0.000019,0.000205,0.821839
eleicoes vai,50.000000,0.000079,0.000742,0.844534
eleicoes governo,18.000000,0.000028,0.000296,-0.385178
eleicoes jair,46.000000,0.000072,0.000689,-0.632414
eleicoes nacional,15.000000,0.000024,0.000251,0.706770
eleicoes processo,19.000000,0.000030,0.000311,0.143890
eleicoes confira,17.000000,0.000027,0.000281,0.686516
eleicoes politica,31.000000,0.000049,0.000483,0.148156
eleicoes poder,35.000000,0.000055,0.000539,-0.036055
eleicoes pl,18.000000,0.000028,0.000296,-0.756217
eleicoes expresidente,131.000000,0.000206,0.001746,0.224509
eleicoes lula,38.000000,0.000060,0.000580,-0.088013
eleicoes apos,77.000000,0.000121,0.001091,1.160531
eleicoes durante,27.000000,0.000042,0.000427,0.443848
eleicoes sobre,29.000000,0.000046,0.000455,-0.174119
eleicoes abuso,27.000000,0.000042,0.000427,0.024551
eleicoes votaram,17.000000,0.000027,0.000281,0.954346
eleicoes voto,72.000000,0.000113,0.001027,0.523920
eleicoes agora,22.000000,0.000035,0.000355,0.050869
eleicoes tse,163.000000,0.000256,0.002117,0.262715
eleicoes dia,42.000000,0.000066,0.000635,0.607093
eleicoes ministro,42.000000,0.000066,0.000635,0.012846
eleicoes pode,30.000000,0.000047,0.000469,-0.114733
eleicoes tornar,14.000000,0.000022,0.000236,-0.568585
eleicoes inelegivel,68.000000,0.000107,0.000977,-0.495603
eleicoes disse,25.000000,0.000039,0.000398,0.431116
eleicoes stf,22.000000,0.000035,0.000355,0.219743
eleicoes decisao,123.000000,0.000193,0.001652,1.555040
eleicoes opiniao,10.000000,0.000016,0.000174,0.636473
eleicoes pais,20.000000,0.000031,0.000326,-0.002016
eleicoes hoje,15.000000,0.000024,0.000251,-0.307988
eleicoes ter,27.000000,0.000042,0.000427,0.577777
eleicoes embaixadores,13.000000,0.000020,0.000220,-0.516662
eleicoes reuniao,50.000000,0.000079,0.000742,0.626192
eleicoes eleitoral,93.000000,0.000146,0.001290,0.146152
eleicoes direita,17.000000,0.000027,0.000281,0.081748
eleicoes milhoes,10.000000,0.000016,0.000174,-0.161883
eleicoes sempre,11.000000,0.000017,0.000189,0.245574
