Number of pairs,636792.000000
Number of unique pairs,12495
Average pair frequency,50.963745
Pair entropy,8.473147

Pair,Frequency,Proportion,Entropy Term,Mutual Information
presidente eleitoral,120.000000,0.000188,0.001616,-0.197602
presidente porque,10.000000,0.000016,0.000174,-0.394627
presidente direita,29.000000,0.000046,0.000455,0.017183
presidente milhoes,25.000000,0.000039,0.000398,0.155761
presidente sempre,30.000000,0.000047,0.000469,0.650230
presidente segundo,20.000000,0.000031,0.000326,0.116856
presidente ano,17.000000,0.000027,0.000281,-0.229901
presidente primeiro,20.000000,0.000031,0.000326,0.195529
presidente fica,23.000000,0.000036,0.000369,0.586860
presidente federal,19.000000,0.000030,0.000311,-0.732862
presidente desde,15.000000,0.000024,0.000251,0.422238
presidente partido,34.000000,0.000053,0.000525,0.565420
presidente democracia,18.000000,0.000028,0.000296,-0.838852
presidente capitao,16.000000,0.000025,0.000266,0.596777
presidente candidato,13.000000,0.000020,0.000220,0.020902
presidente noticias,12.000000,0.000019,0.000205,-0.906438
presidente ficar,23.000000,0.000036,0.000369,0.296892
presidente voce,19.000000,0.000030,0.000311,-0.240857
presidente grupo,18.000000,0.000028,0.000296,0.601588
presidente inelegibilidade,48.000000,0.000075,0.000716,-0.689434
presidente ministros,18.000000,0.000028,0.000296,-1.004283
presidente sessao,14.000000,0.000022,0.000236,-0.758182
presidente diz,17.000000,0.000027,0.000281,-0.393582
presidente grande,14.000000,0.000022,0.000236,-0.329431
presidente uso,24.000000,0.000038,0.000384,-0.346823
presidente ainda,19.000000,0.000030,0.000311,-0.802201
presidente entrevista,11.000000,0.000017,0.000189,0.157753
presidente justica,22.000000,0.000035,0.000355,-0.575094
presidente politico,30.000000,0.000047,0.000469,-0.712423
presidente deputado,33.000000,0.000052,0.000511,0.717888
presidente jairbolsonaro,10.000000,0.000016,0.000174,-0.066013
presidente sao,20.000000,0.000031,0.000326,-0.576291
presidente so,44.000000,0.000069,0.000662,0.308793
presidente mil,11.000000,0.000017,0.000189,-0.171125
presidente ser,62.000000,0.000097,0.000899,0.033326
presidente nunes,20.000000,0.000031,0.000326,-0.110227
presidente pt,140.000000,0.000220,0.001852,2.044836
presidente melhor,15.000000,0.000024,0.000251,0.446336
presidente republica,177.000000,0.000278,0.002276,2.318887
presidente vez,17.000000,0.000027,0.000281,0.255265
presidente esquerda,12.000000,0.000019,0.000205,-0.346823
presidente cada,13.000000,0.000020,0.000220,0.303235
presidente tribunal,182.000000,0.000286,0.002332,0.659412
presidente superior,63.000000,0.000099,0.000912,-0.100002
presidente marques,14.000000,0.000022,0.000236,-0.915545
presidente favor,11.000000,0.000017,0.000189,-0.573596
presidente caso,44.000000,0.000069,0.000662,0.384994
presidente alexandre,226.000000,0.000355,0.002819,1.929858
presidente palacio,29.000000,0.000046,0.000455,0.530408
presidente alvorada,25.000000,0.000039,0.000398,0.553731
presidente acao,31.000000,0.000049,0.000483,-0.385230
presidente afirmou,39.000000,0.000061,0.000594,0.568143
presidente ha,56.000000,0.000088,0.000821,0.885884
presidente defesa,10.000000,0.000016,0.000174,-0.633815
presidente estado,39.000000,0.000061,0.000594,0.560227
presidente preso,10.000000,0.000016,0.000174,-0.155077
presidente rio,10.000000,0.000016,0.000174,0.120151
presidente urnas,32.000000,0.000050,0.000497,0.534005
presidente presidencia,12.000000,0.000019,0.000205,0.110844
presidente sendo,32.000000,0.000050,0.000497,0.670885
presidente direitos,11.000000,0.000017,0.000189,-0.482624
presidente oito,13.000000,0.000020,0.000220,-1.342723
presidente anos,47.000000,0.000074,0.000702,-0.769598
presidente deve,13.000000,0.000020,0.000220,-0.280479
presidente corte,190.000000,0.000298,0.002422,1.935640
presidente quatro,11.000000,0.000017,0.000189,-0.141544
presidente votos,20.000000,0.000031,0.000326,-0.824127
presidente tres,12.000000,0.000019,0.000205,-0.130124
presidente sido,17.000000,0.000027,0.000281,0.565420
presidente tudo,22.000000,0.000035,0.000355,0.043090
presidente silva,139.000000,0.000218,0.001840,2.565876
presidente leia,12.000000,0.000019,0.000205,-0.324154
presidente alem,18.000000,0.000028,0.000296,0.122721
presidente historia,78.000000,0.000122,0.001103,1.758958
presidente veja,34.000000,0.000053,0.000525,0.769801
presidente tambem,52.000000,0.000082,0.000769,0.307818
presidente fazer,12.000000,0.000019,0.000205,-0.583665
presidente brasileira,19.000000,0.000030,0.000311,0.130102
presidente pdt,126.000000,0.000198,0.001687,1.653410
presidente julho,19.000000,0.000030,0.000311,-0.097942
presidente sistema,57.000000,0.000090,0.000834,0.171289
presidente relator,22.000000,0.000035,0.000355,-0.721731
presidente benedito,12.000000,0.000019,0.000205,-1.217250
presidente assim,11.000000,0.000017,0.000189,-0.236224
presidente maioria,28.000000,0.000044,0.000441,-0.678710
presidente carlos,32.000000,0.000050,0.000497,1.130567
presidente julgado,34.000000,0.000053,0.000525,1.311456
presidente ministra,10.000000,0.000016,0.000174,-0.943763
presidente twitter,12.000000,0.000019,0.000205,0.211071
presidente estrangeiros,21.000000,0.000033,0.000340,0.735180
presidente condenacao,33.000000,0.000052,0.000511,-0.370980
presidente todo,10.000000,0.000016,0.000174,-0.346133
presidente condenado,28.000000,0.000044,0.000441,0.227557
presidente corrupcao,34.000000,0.000053,0.000525,0.919932
presidente ficou,15.000000,0.000024,0.000251,0.446336
presidente inicio,12.000000,0.000019,0.000205,0.289358
presidente ataques,14.000000,0.000022,0.000236,0.000746
presidente cargo,13.000000,0.000020,0.000220,0.282118
presidente nunca,49.000000,0.000077,0.000729,1.198561
presidente enquanto,19.000000,0.000030,0.000311,0.652692
presidente votou,11.000000,0.000017,0.000189,-0.563046
presidente placar,18.000000,0.000028,0.000296,-0.456656
bolsonaro ver,86.000000,0.000135,0.001203,0.247237
bolsonaro apoio,75.000000,0.000118,0.001066,0.081474
bolsonaro presidente,648.000000,0.001018,0.007012,-0.056412
bolsonaro povo,205.000000,0.000322,0.002589,-0.150594
bolsonaro brasileiro,100.000000,0.000157,0.001375,-0.587888
bolsonaro brasileiros,84.000000,0.000132,0.001178,-0.044730
bolsonaro deus,133.000000,0.000209,0.001770,0.036612
bolsonaro familia,48.000000,0.000075,0.000716,-0.309162
bolsonaro liberdade,34.000000,0.000053,0.000525,-0.898601
bolsonaro fez,264.000000,0.000415,0.003229,0.386178
bolsonaro brasil,760.000000,0.001193,0.008033,0.066074
bolsonaro todos,282.000000,0.000443,0.003420,0.158435
bolsonaro nesta,542.000000,0.000851,0.006017,0.258982
bolsonaro bem,96.000000,0.000151,0.001327,-0.051156
bolsonaro contra,410.000000,0.000644,0.004731,-0.151420
bolsonaro julgamento,1049.000000,0.001647,0.010557,0.264798
bolsonaro sera,416.000000,0.000653,0.004791,0.475387
bolsonaro moraes,163.000000,0.000256,0.002117,-0.535656
bolsonaro casa,29.000000,0.000046,0.000455,-0.800946
bolsonaro vai,407.000000,0.000639,0.004701,0.436150
bolsonaro pra,191.000000,0.000300,0.002433,0.301970
bolsonaro governo,166.000000,0.000261,0.002151,-0.668736
bolsonaro jair,400.000000,0.000628,0.004631,-0.974765
bolsonaro nacional,49.000000,0.000077,0.000729,-0.614634
bolsonaro processo,148.000000,0.000232,0.001945,-0.308510
bolsonaro confira,130.000000,0.000204,0.001735,0.215663
bolsonaro politica,340.000000,0.000534,0.004023,0.037941
bolsonaro redes,132.000000,0.000207,0.001758,-0.023304
bolsonaro poder,707.000000,0.001110,0.007553,0.464454
bolsonaro publico,65.000000,0.000102,0.000938,-0.382926
bolsonaro maior,135.000000,0.000212,0.001793,0.016817
bolsonaro conta,88.000000,0.000138,0.001228,0.196747
bolsonaro pix,249.000000,0.000391,0.003068,0.286816
bolsonaro r,132.000000,0.000207,0.001758,-0.422921
bolsonaro pl,1964.000000,0.003084,0.017831,1.430975
bolsonaro campanha,83.000000,0.000130,0.001166,0.017747
bolsonaro expresidente,931.000000,0.001462,0.009544,-0.319602
bolsonaro news,52.000000,0.000082,0.000769,-0.591501
bolsonaro lula,577.000000,0.000906,0.006348,0.127070
bolsonaro apos,442.000000,0.000694,0.005048,0.402862
bolsonaro durante,250.000000,0.000393,0.003079,0.164298
bolsonaro oficial,59.000000,0.000093,0.000860,-0.158477
bolsonaro entao,78.000000,0.000122,0.001103,-0.249001
bolsonaro imprensa,71.000000,0.000111,0.001015,0.144449
bolsonaro sobre,453.000000,0.000711,0.005156,0.069303
bolsonaro fala,136.000000,0.000214,0.001805,0.690988
bolsonaro verdade,53.000000,0.000083,0.000782,-0.433215
bolsonaro eleicoes,557.000000,0.000875,0.006159,0.390909
bolsonaro qualquer,74.000000,0.000116,0.001053,-0.062627
bolsonaro valor,56.000000,0.000088,0.000821,-0.118197
bolsonaro messias,54.000000,0.000085,0.000795,-0.830375
bolsonaro nome,55.000000,0.000086,0.000808,-0.245631
bolsonaro antes,111.000000,0.000174,0.001509,0.131767
bolsonaro faz,126.000000,0.000198,0.001687,0.406615
bolsonaro jornal,41.000000,0.000064,0.000621,-0.378684
bolsonaro publica,54.000000,0.000085,0.000795,-0.160795
bolsonaro crime,96.000000,0.000151,0.001327,0.075438
bolsonaro abuso,705.000000,0.001107,0.007535,0.781739
bolsonaro votaram,44.000000,0.000069,0.000662,-0.599852
bolsonaro voto,675.000000,0.001060,0.007260,0.256793
bolsonaro agora,369.000000,0.000579,0.004319,0.365449
bolsonaro parte,41.000000,0.000064,0.000621,-0.917406
bolsonaro apenas,92.000000,0.000144,0.001277,-0.211282
bolsonaro tse,2583.000000,0.004056,0.022340,0.520498
bolsonaro podera,225.000000,0.000353,0.002808,0.824266
bolsonaro dia,276.000000,0.000433,0.003356,-0.015350
bolsonaro brasilia,111.000000,0.000174,0.001509,0.137858
bolsonaro crimes,162.000000,0.000254,0.002106,0.450877
bolsonaro ministro,515.000000,0.000809,0.005758,0.014170
bolsonaro dias,29.000000,0.000046,0.000455,-1.026525
bolsonaro pode,502.000000,0.000788,0.005633,0.197496
bolsonaro tornar,220.000000,0.000345,0.002754,-0.319188
bolsonaro inelegivel,7380.000000,0.011589,0.051661,1.686244
bolsonaro dinheiro,56.000000,0.000088,0.000821,-0.521577
bolsonaro comunicacao,27.000000,0.000042,0.000427,-2.105818
bolsonaro instagram,21.000000,0.000033,0.000340,-1.324667
bolsonaro quer,77.000000,0.000121,0.001091,0.160435
bolsonaro video,165.000000,0.000259,0.002140,0.473050
bolsonaro evento,44.000000,0.000069,0.000662,-0.387096
bolsonaro vivo,130.000000,0.000204,0.001735,0.356742
bolsonaro retoma,77.000000,0.000121,0.001091,-0.040236
bolsonaro disse,283.000000,0.000444,0.003430,0.352513
bolsonaro bolsonaroinelegivel,148.000000,0.000232,0.001945,0.658405
bolsonaro stf,190.000000,0.000298,0.002422,-0.129450
bolsonaro decisao,353.000000,0.000554,0.004156,0.104150
bolsonaro opiniao,97.000000,0.000152,0.001339,0.403425
bolsonaro pais,143.000000,0.000225,0.001887,-0.540077
bolsonaro hoje,303.000000,0.000476,0.003640,0.192520
bolsonaro encontro,52.000000,0.000082,0.000769,-0.492410
bolsonaro tempo,34.000000,0.000053,0.000525,-0.686598
bolsonaro ter,226.000000,0.000355,0.002819,0.197302
bolsonaro embaixadores,442.000000,0.000694,0.005048,0.504525
bolsonaro gente,49.000000,0.000077,0.000729,-0.504431
bolsonaro resultado,70.000000,0.000110,0.001002,-0.174105
bolsonaro aqui,59.000000,0.000093,0.000860,-0.328376
bolsonaro fim,106.000000,0.000166,0.001448,0.366633
bolsonaro mundo,54.000000,0.000085,0.000795,-0.726603
bolsonaro michelle,106.000000,0.000166,0.001448,0.183418
bolsonaro link,43.000000,0.000068,0.000648,-0.445910
bolsonaro sociais,71.000000,0.000111,0.001015,-0.634641
bolsonaro reuniao,460.000000,0.000722,0.005225,0.340222
bolsonaro eleitoral,764.000000,0.001200,0.008069,-0.253053
bolsonaro porque,88.000000,0.000138,0.001228,-0.126402
bolsonaro direita,229.000000,0.000360,0.002852,0.177083
bolsonaro milhoes,151.000000,0.000237,0.001979,0.047638
bolsonaro sempre,130.000000,0.000204,0.001735,0.210040
bolsonaro deixar,39.000000,0.000061,0.000594,-0.622463
bolsonaro segundo,110.000000,0.000173,0.001497,-0.084922
bolsonaro ano,109.000000,0.000171,0.001485,-0.278294
bolsonaro primeiro,157.000000,0.000247,0.002048,0.349516
bolsonaro fica,211.000000,0.000331,0.002655,0.896697
bolsonaro federal,103.000000,0.000162,0.001412,-0.949099
bolsonaro projeto,63.000000,0.000099,0.000912,-0.240906
bolsonaro desde,39.000000,0.000061,0.000594,-0.528777
bolsonaro partido,90.000000,0.000141,0.001253,-0.367658
bolsonaro democracia,265.000000,0.000416,0.003239,-0.056021
bolsonaro capitao,62.000000,0.000097,0.000899,0.044796
bolsonaro golpe,148.000000,0.000232,0.001945,0.132779
bolsonaro saiba,84.000000,0.000132,0.001178,0.134010
bolsonaro candidato,113.000000,0.000177,0.001533,0.276814
bolsonaro noticias,143.000000,0.000225,0.001887,-0.335027
bolsonaro ficar,323.000000,0.000507,0.003848,1.032523
bolsonaro analise,56.000000,0.000088,0.000821,-0.145934
bolsonaro voce,148.000000,0.000232,0.001945,-0.094610
bolsonaro onde,89.000000,0.000140,0.001240,0.033475
bolsonaro grupo,89.000000,0.000140,0.001240,0.293325
bolsonaro votacao,91.000000,0.000143,0.001265,-0.232556
bolsonaro inelegibilidade,813.000000,0.001277,0.008507,0.233570
bolsonaro quintafeira,135.000000,0.000212,0.001793,-0.025310
bolsonaro ministros,320.000000,0.000503,0.003817,-0.032861
bolsonaro votar,57.000000,0.000090,0.000834,-0.308528
bolsonaro sessao,254.000000,0.000399,0.003122,0.233568
bolsonaro diz,323.000000,0.000507,0.003848,0.644330
bolsonaro grande,190.000000,0.000298,0.002422,0.372009
bolsonaro uso,320.000000,0.000503,0.003817,0.336918
bolsonaro pessoas,74.000000,0.000116,0.001053,-0.336464
bolsonaro ainda,297.000000,0.000466,0.003578,0.040566
bolsonaro entrevista,97.000000,0.000152,0.001339,0.428042
bolsonaro justica,252.000000,0.000396,0.003100,-0.043234
bolsonaro politico,550.000000,0.000864,0.006093,0.289771
bolsonaro deputado,107.000000,0.000168,0.001460,-0.012317
bolsonaro jairbolsonaro,144.000000,0.000226,0.001898,0.694688
bolsonaro periodo,211.000000,0.000331,0.002655,0.945945
bolsonaro menos,88.000000,0.000138,0.001228,0.327557
bolsonaro sao,220.000000,0.000345,0.002754,-0.084922
bolsonaro so,324.000000,0.000509,0.003858,0.398820
bolsonaro mil,62.000000,0.000097,0.000899,-0.348413
bolsonaro paulo,64.000000,0.000101,0.000925,-0.498612
bolsonaro ser,534.000000,0.000839,0.005940,0.280061
bolsonaro nunes,64.000000,0.000101,0.000925,-0.853603
bolsonaro pt,83.000000,0.000130,0.001166,-0.384493
bolsonaro eleicao,79.000000,0.000124,0.001116,-0.137007
bolsonaro vamos,111.000000,0.000174,0.001509,0.152217
bolsonaro melhor,102.000000,0.000160,0.001400,0.456731
bolsonaro momento,84.000000,0.000132,0.001178,-0.003534
bolsonaro republica,80.000000,0.000126,0.001128,-0.381763
bolsonaro vez,74.000000,0.000116,0.001053,-0.180410
bolsonaro esquerda,119.000000,0.000187,0.001604,0.040867
bolsonaro cada,40.000000,0.000063,0.000608,-0.479362
bolsonaro tribunal,798.000000,0.001253,0.008374,0.230987
bolsonaro superior,565.000000,0.000887,0.006235,0.187162
bolsonaro pedido,68.000000,0.000107,0.000977,0.114180
bolsonaro marques,80.000000,0.000126,0.001128,-1.079103
bolsonaro favor,88.000000,0.000138,0.001228,-0.400681
bolsonaro tercafeira,70.000000,0.000110,0.001002,-0.345333
bolsonaro caso,159.000000,0.000250,0.002071,-0.236819
bolsonaro partir,73.000000,0.000115,0.001040,-0.194016
bolsonaro lei,71.000000,0.000111,0.001015,-0.321138
bolsonaro outros,61.000000,0.000096,0.000886,-0.421333
bolsonaro alexandre,86.000000,0.000135,0.001203,-0.942857
bolsonaro politicos,107.000000,0.000168,0.001460,-0.287191
bolsonaro palacio,111.000000,0.000174,0.001509,-0.033885
bolsonaro alvorada,41.000000,0.000064,0.000621,-0.858100
bolsonaro acao,245.000000,0.000385,0.003025,-0.224486
bolsonaro afirmou,195.000000,0.000306,0.002478,0.271054
bolsonaro ha,92.000000,0.000144,0.001277,-0.524206
bolsonaro defesa,82.000000,0.000129,0.001153,-0.436207
bolsonaro estado,83.000000,0.000130,0.001166,-0.591021
bolsonaro preso,109.000000,0.000171,0.001485,0.327158
bolsonaro rio,76.000000,0.000119,0.001078,0.241773
bolsonaro foto,61.000000,0.000096,0.000886,-0.183248
bolsonaro provas,45.000000,0.000071,0.000675,-0.376708
bolsonaro estao,82.000000,0.000129,0.001153,-0.214615
bolsonaro meio,45.000000,0.000071,0.000675,-0.311569
bolsonaro urnas,126.000000,0.000198,0.001687,-0.001976
bolsonaro proprio,84.000000,0.000132,0.001178,0.312586
bolsonaro presidencia,94.000000,0.000148,0.001302,0.262705
bolsonaro dessa,103.000000,0.000162,0.001412,0.484949
bolsonaro sendo,216.000000,0.000339,0.002710,0.673901
bolsonaro direito,67.000000,0.000105,0.000964,-0.279783
bolsonaro via,106.000000,0.000166,0.001448,0.019115
bolsonaro direitos,106.000000,0.000166,0.001448,-0.123607
bolsonaro oito,1169.000000,0.001836,0.011566,1.249704
bolsonaro anos,1902.000000,0.002987,0.017364,1.024388
bolsonaro deve,173.000000,0.000272,0.002231,0.401337
bolsonaro corte,127.000000,0.000199,0.001699,-0.373724
bolsonaro quatro,78.000000,0.000122,0.001103,-0.089257
bolsonaro votos,340.000000,0.000534,0.004023,0.102559
bolsonaro tres,57.000000,0.000090,0.000834,-0.478506
bolsonaro sido,48.000000,0.000075,0.000716,-0.303120
bolsonaro junho,80.000000,0.000126,0.001128,-0.054658
bolsonaro ministerio,34.000000,0.000053,0.000525,-0.595071
bolsonaro tudo,103.000000,0.000162,0.001412,-0.319750
bolsonaro pois,64.000000,0.000101,0.000925,0.063343
bolsonaro silva,11.000000,0.000017,0.000189,-1.877230
bolsonaro proximos,169.000000,0.000265,0.002185,0.743404
bolsonaro leia,110.000000,0.000173,0.001497,-0.015107
bolsonaro alem,78.000000,0.000122,0.001103,-0.317468
bolsonaro historia,107.000000,0.000168,0.001460,0.168551
bolsonaro veja,224.000000,0.000352,0.002797,0.748560
bolsonaro tambem,223.000000,0.000350,0.002786,-0.142781
bolsonaro fazer,127.000000,0.000199,0.001699,-0.130911
bolsonaro brasileira,92.000000,0.000144,0.001277,-0.199076
bolsonaro retomado,180.000000,0.000283,0.002310,0.782247
bolsonaro lider,69.000000,0.000108,0.000989,0.141851
bolsonaro pdt,73.000000,0.000115,0.001040,-0.798939
bolsonaro julho,158.000000,0.000248,0.002060,0.113687
bolsonaro passado,52.000000,0.000082,0.000769,-0.644574
bolsonaro tv,38.000000,0.000060,0.000580,-0.806067
bolsonaro atacar,61.000000,0.000096,0.000886,0.002305
bolsonaro sistema,249.000000,0.000391,0.003068,-0.260836
bolsonaro relator,255.000000,0.000400,0.003133,-0.178037
bolsonaro benedito,194.000000,0.000305,0.002467,-0.340825
bolsonaro goncalves,154.000000,0.000242,0.002014,-0.615523
bolsonaro raul,123.000000,0.000193,0.001652,-0.212028
bolsonaro araujo,114.000000,0.000179,0.001545,-0.398285
bolsonaro janeiro,70.000000,0.000110,0.001002,-0.363102
bolsonaro desta,76.000000,0.000119,0.001078,-0.557725
bolsonaro assim,86.000000,0.000135,0.001203,-0.086299
bolsonaro maioria,334.000000,0.000525,0.003962,-0.106300
bolsonaro carlos,57.000000,0.000090,0.000834,-0.198645
bolsonaro primeira,73.000000,0.000115,0.001040,0.188384
bolsonaro julgado,221.000000,0.000347,0.002765,1.276732
bolsonaro indevido,135.000000,0.000212,0.001793,-0.317958
bolsonaro meios,23.000000,0.000036,0.000369,-2.122171
bolsonaro cid,79.000000,0.000124,0.001116,0.139148
bolsonaro ministra,234.000000,0.000367,0.002906,0.302447
bolsonaro sextafeira,267.000000,0.000419,0.003261,-0.011275
bolsonaro judiciario,41.000000,0.000064,0.000621,-0.457714
bolsonaro policia,47.000000,0.000074,0.000702,-0.509017
bolsonaro nada,35.000000,0.000055,0.000539,-0.648826
bolsonaro twitter,21.000000,0.000033,0.000340,-1.135841
bolsonaro estrangeiros,110.000000,0.000173,0.001497,0.484611
bolsonaro carmen,214.000000,0.000336,0.002688,-0.141750
bolsonaro lucia,158.000000,0.000248,0.002060,-0.488123
bolsonaro condenacao,200.000000,0.000314,0.002533,-0.475697
bolsonaro forma,154.000000,0.000242,0.002014,0.025778
bolsonaro sexta,74.000000,0.000116,0.001053,0.141940
bolsonaro torna,103.000000,0.000162,0.001412,0.488060
bolsonaro vida,33.000000,0.000052,0.000511,-1.016447
bolsonaro informacoes,70.000000,0.000110,0.001002,-0.118197
bolsonaro todo,53.000000,0.000083,0.000782,-0.584953
bolsonaro condenar,28.000000,0.000044,0.000441,-0.786027
bolsonaro condenado,406.000000,0.000638,0.004691,0.995179
bolsonaro corrupcao,69.000000,0.000108,0.000989,-0.278849
bolsonaro impedido,78.000000,0.000122,0.001103,0.179362
bolsonaro disputar,110.000000,0.000173,0.001497,0.168273
bolsonaro supremo,92.000000,0.000144,0.001277,-0.163358
bolsonaro ficou,144.000000,0.000226,0.001898,0.801572
bolsonaro dois,72.000000,0.000113,0.001027,-0.214454
bolsonaro inicio,51.000000,0.000080,0.000755,-0.170250
bolsonaro ficara,189.000000,0.000297,0.002411,1.070461
bolsonaro andre,54.000000,0.000085,0.000795,-0.786501
bolsonaro ataques,107.000000,0.000168,0.001460,0.127990
bolsonaro cargo,71.000000,0.000111,0.001015,0.073321
bolsonaro recurso,45.000000,0.000071,0.000675,-0.321138
bolsonaro braga,160.000000,0.000251,0.002083,0.560061
bolsonaro nunca,182.000000,0.000286,0.002332,0.604220
bolsonaro urgente,132.000000,0.000207,0.001758,0.491417
bolsonaro tavares,27.000000,0.000042,0.000427,-1.319667
bolsonaro enquanto,69.000000,0.000108,0.000989,0.035833
bolsonaro azevedo,53.000000,0.000083,0.000782,-0.401388
bolsonaro formou,67.000000,0.000105,0.000964,-0.371045
bolsonaro recorrer,161.000000,0.000253,0.002094,0.947275
bolsonaro netto,134.000000,0.000210,0.001782,0.397928
bolsonaro votou,76.000000,0.000119,0.001078,-0.536734
bolsonaro vota,88.000000,0.000138,0.001228,0.244176
bolsonaro tornou,88.000000,0.000138,0.001228,0.204955
bolsonaro floriano,93.000000,0.000146,0.001290,-0.128627
bolsonaro ramos,19.000000,0.000030,0.000311,-1.535582
