"Date","Profile","Message","Number.of.Likes","Number.of.comments","Total.interactions","Impressions","Interactions.per.impression","Profile.ID","Post.ID","Link","X","Date_BR","Month","ID_month","total_interactions_month","mean_interactions_month","median_interactions_month","num_postagens_month","Interval_Week","ID_week","total_interactions_week","mean_interactions_week","median_interactions_week","num_postagens_week"
NA,"Jair M. Bolsonaro"," Senador das Águas, rogerio.smarinho (Rio Grande do Norte)",334752,5785,340537,NA,NA,324756395,17967022018926240,"https://www.instagram.com/reel/CjyB9JdD8rV/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",558267,12440,570707,NA,NA,324756395,17969579272763738,"https://www.instagram.com/reel/CjxZ_k4jlqW/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Mantenham o foco e continuem empenhados em esclarecer a verdade sobre os valores que defendemos àquelas pessoas que estão dispostas a ouvir e entender! É natural que a gritaria do lado de lá aumente e que os ataques se tornem ainda mais baixos. Estão ficando sem alternativas.- Usem a razão! Eles já estão na fase de tentar associar a nós aquilo que sempre promoveram: sexualização de crianças, aborto, drogas, ataques à religião e todo tipo de degeneração. E por que estão abandonando as próprias pautas? Pra tirar peso do navio deles, que está afundando.- Só que isso não cola. São eles que defendem que criança toque em homem pelado em museu e aprenda sexo nas escolas, são eles que apoiam liberação do aborto até o 6° mês de gestação, são eles que têm o apoio do narcotráfico, foram eles que mataram cinegrafista num ato violento.- Foram eles que tentaram assassinar o candidato que liderava a corrida presidencial em 2018, foram eles que invadiram igrejas, são eles que promovem festas satânicas e performances como a realizada durante a visita do Papa, quando intrudizam objetos sagrados em seus orifícios.- Boa noite a todos!",663421,22426,685847,NA,NA,324756395,17962927600966304,"https://www.instagram.com/p/CjwrXTyjKKg/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",1017577,78082,1095659,NA,NA,324756395,17928526607530740,"https://www.instagram.com/tv/Cjwpi2iItUn/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Sabemos que a situação não é fácil e por isso demos o maior aumento da história para quem tanto batalha pela educação do nosso maior patrimônio, os nossos filhos. Que neste dia Deus abençoe nossos mestres e os ilumine com a certeza de que cumprem integralmente sua vocação!- Jamais esqueceremos da Professora Heley de Abreu, símbolo da doação e do sacrifício no serviço às gerações futuras.",724150,10605,734755,NA,NA,324756395,17974114642806604,"https://www.instagram.com/p/CjwkMgGumjK/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Fortaleza / Ceará (15/10/2022) 🇧🇷👍🏻",666071,22342,688413,NA,NA,324756395,17925843833560888,"https://www.instagram.com/reel/Cjv98ffD9bm/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Autor desconhecido 👍🏻.",1004583,41596,1046179,NA,NA,324756395,18047940640342112,"https://www.instagram.com/reel/CjvzoC4DWbd/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Uma Grande Mulher, Senadora terezacristinams",347722,6417,354139,NA,NA,324756395,17978184229701596,"https://www.instagram.com/reel/CjvDLYmDfta/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Parlamentares do PT votaram contra a redução de ICMS dos combustíveis que hoje barateiam o preço dos alimentos e lula é contra a redução de impostos ao Povo.- E graças ao agronegócio que não parou durante a pandemia mesmo massacrado pela esquerda, os alimentos ganham notória queda de preço nas prateleiras do mercado.- Com deflações seguidas o Brasil caminha no rumo certo enquanto a inflação no mundo dispara. O País alcança resultados com condutas sóbrias e honestas em proteção do povo Brasileiro.",421986,12506,434492,NA,NA,324756395,17909222474642560,"https://www.instagram.com/p/CjuwXYbuEQ_/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Belo Horizonte / MG (14/10/22)",397492,10434,407926,NA,NA,324756395,17963466370950868,"https://www.instagram.com/reel/CjtY1gLDmjy/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Duque de Caxias / RJ (14/10/22)",526308,14761,541069,NA,NA,324756395,18234375460150876,"https://www.instagram.com/reel/CjtRYmmDWj_/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Transposição do São Francisco, mais de 2.237 cisternas perfuradas oferecendo água ao semiárido Nordestino e Mineiro (AL, BA, CE, MG, PB, PE, PI, RN e SE) e máquinas que transformam a umidade do ar em água.- Libertação do Nordeste dos carros pipa! O serviço não pode parar!",586314,17219,603533,NA,NA,324756395,17943656060194750,"https://www.instagram.com/reel/CjtCZfwDniW/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Respeito com o contribuinte! Capitão tarcisiogdf",732121,15348,747469,NA,NA,324756395,17903087216603840,"https://www.instagram.com/reel/CjsMN66jYBm/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","Mesmo que o PT tenha se posicionado contra a redução de ICMS, o Brasil vence sem falsas promessas ou mentiras e os preços continuam caindo dentro da logística até o receptor final que é consumidor, mesmo com os reflexos de uma pandemia e uma guerra que atingem a todo mundo!",779525,18986,798511,NA,NA,324756395,17850402650830866,"https://www.instagram.com/p/Cjq6Wi8Lbfb/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," O verdadeiro PT que determinados tentam proibir que você saiba:. Com Governador de Minas Gerais, romeuzemaoficial",696695,16599,713294,NA,NA,324756395,17928594671435228,"https://www.instagram.com/reel/CjqQEnoj9RA/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","Apreensão de drogas: . Isso explica muita coisa!*COCAINA*2001: 285,22002: 520.12003: 503,32004: 9732005: 2.034,802006: 3.105.402007: 4.250.002008: 3.584.902009: 3.702.002010: 5.133,702011: 5.935.602012: 6.843,702013: 5.863.202014: 7.822.802015: 7.636,902016: 6.680.302017: 9.265,202018: 18.771.302019: 24.064.202020: 30.351.402021: 40.247.902022: 30.070.20*MACONHA*2001: 17.961,702002: 24.515.202003: 33.045.102004: 36.256.402005: 114.618.302006: 46.633.402007: 44.063.502008: 72.562.202009: 61.906,502010: 90.791.402011: 59.835.902012: 88.104,002013: 117.673.002014: 168.966.602015: 164.254,302016: 218.674,402017: 341.832.702018: 307.057.502019: 324.379,902020: 726.117.702021: 582.795.702022: 216.844,90",701413,13558,714971,NA,NA,324756395,18026539531412728,"https://www.instagram.com/p/Cjpo3OMuc1U/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Tão revoltante quanto, é ver que alguns preferem se revoltar mais com uma mulher que corajosamente denuncia e luta contra esquemas de tráfico e exploração sexual do que com os próprios criminosos. Tudo bem não gostar de mim, mas não sacrifiquem as crianças só para me atacar!",958808,31930,990738,NA,NA,324756395,17966513899816928,"https://www.instagram.com/p/CjoK0kdvbx8/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","Redução de impostos (Bolsonaro) x aumento de impostos (lula).",605813,11243,617056,NA,NA,324756395,17858271203817322,"https://www.instagram.com/reel/CjnrQ6Jj88w/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," IPCA cai 0,29% em setembro e tem terceira deflação mensal consecutiva. Sequência não ocorria desde 1998.- Novamente, a queda no preço dos combustíveis (ICMS) puxou a deflação (IBGE). - Impactaram no resultado de setembro: setor de comunicação (-2,08%) e de alimentação (-0,51).- Com os reflexos da pandemia e uma guerra que atinge todo o mundo o 🇧🇷 segue na direção certa em prol do povo!- Graças ao recorde de redução de impostos e a responsabilidade social do Governo, o país respira enquanto o mundo caminha numa recessão e desabastecimento históricos.",797632,14051,811683,NA,NA,324756395,17941381763228140,"https://www.instagram.com/p/CjnFk4OOlGM/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Em 2018, antes de vencermos as eleições, o povo já conhecia parte daqueles que iriam compor o meu governo. Sabiam qual seria o perfil dos meus ministros e que todos seriam escolhidos com independência. Isso é fundamental para trabalhar pelo Brasil e não por interesses sombrios.- Já o candidato do crime organizado não pode anunciar ninguém porque já entregou tudo na mão de grupos e partidos políticos em troca de apoio. É por isso que ele é o candidato do sistema, porque quem é refém pode ser chantageado. Ou alguém acha que ele foi solto por caridade?- O que ele chama de frente pela democracia é, na verdade, a volta da falsa harmonia, aquela em que os companheiros roubam em paz enquanto você paga a conta. Não há compromisso com o povo quando já se está comprometido com outros interesses. Assim nasce a corrupção sistêmica!",847112,11929,859041,NA,NA,324756395,17947595027476686,"https://www.instagram.com/p/Cjl4tJzLZWr/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Pelotas/RS, 11 Out 22",790978,22985,813963,NA,NA,324756395,18027115483413124,"https://www.instagram.com/reel/CjlurakD2SW/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Balneário Camboriú / SC (11/10/22)",456828,11268,468096,NA,NA,324756395,17879630420751068,"https://www.instagram.com/reel/Cjlc9HbjNbj/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",595325,15744,611069,NA,NA,324756395,18324748780025136,"https://www.instagram.com/reel/Cjk_JVfjG7O/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Capitão tarcisiogdf restabelece a verdade:",1080240,34143,1114383,NA,NA,324756395,17937560012434888,"https://www.instagram.com/reel/CjkbSWTDTQA/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," FUGA DO SOCIALISMO E AJUDA HUMANITÁRIA DO BRASIL:- Boa Vista (RR) - Nesta segunda-feira, 10 de outubro, a Operação Acolhida iniciou a ‘Semana da Criança’ com uma programação muito especial, envolvendo todos os abrigos e garantindo assim, conforto e atenção especial às crianças.- Cerca de 30% da população venezuelana acolhida pelo Brasil é criança. Cada uma delas nos toca com sua pureza e sua simplicidade.",565070,8439,573509,NA,NA,324756395,17884498805716896,"https://www.instagram.com/p/CjjPLkrr7Zh/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," BAHIA / Baixio do Irecê, no interior da Bahia, mais uma obra que gera empregos e dignidade aos brasileiros: Uma região com água em abundância e com forte tradição agrícola para o cultivo de grãos.",380511,7476,387987,NA,NA,324756395,17941900193340922,"https://www.instagram.com/reel/CjidiobDY21/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","EMPREGOS (comparação): - BOLSONARO:. Maior número de brasileiros trabalhando na história: 100,2 milhões (junho/2022),. Menor desemprego em 7 anos: 9,1% em julho/2022 (mesmo com pandemia e guerra),. Saldo de mais de 5,5 milhões de empregos após maior crise mundial (desde jul/2020),. Reduções de impostos e apoio a mais de 10 milhões de empresas na pandemia (fique em casa que a economia a gente vê depois),. Último ano e meio de Bolsonaro:. (2021/2022): 4,59 milhões de empregos gerados,. 2021: +2,76 milhões de empregos. 2022: +1,83 milhões de empregos (até agosto)- LULA E PT:. Maior recessão econômica da história do Brasil,. Desemprego recorde antes do Bolsonaro: 13,9% em março/2017,. Resultado das más escolhas e das políticas econômicas erradas do passado,. Corrupção e incompetência destruindo o Brasil,. Agro desprezado e indústrias achacadas por burocracias e impostos,. 2 últimos anos do PT (2015/2016):. 2,87 milhões de empregos perdidos. 2015: -1.55 milhões de empregos. 2016: -1,32 milhões de empregos",1054949,18751,1073700,NA,NA,324756395,17888620550656376,"https://www.instagram.com/p/CjiA0dFLXZJ/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Conversa com a Imprensa no Palácio do Alvorada (09/10/2022)",814579,23182,837761,NA,NA,324756395,17938204379417796,"https://www.instagram.com/tv/Cjgwxz7pO1L/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," MINAS GERAIS: metrô de BH.- Ampliação das linha 1 e a construção da linha 2.- Enquanto governos passados priorizavam obras em países vizinhos e envio do seu dinheiro para patrocinar ditaduras socialistas, o Governo Bolsonaro olha desde 2019 para as necessidades do 🇧🇷.",221415,4947,226362,NA,NA,324756395,17958957305026242,"https://www.instagram.com/reel/CjgMs-YJLsB/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",778054,24477,802531,NA,NA,324756395,18146583529283716,"https://www.instagram.com/reel/CjfeQBgjIsC/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," É preciso estar atento aos sinais. O apoio maciço de presos e de chefe de facção ao Lula não é mera admiração. Eles sabem que o PT no poder representa vida boa para o crime. E essa é a fórmula perfeita para a violência voltar a crescer, porque bandido só respeita o que teme.- Não é a toa que os homicídios caíram mais de 30% nos últimos anos, segundo dados do Sinesp, e que nunca se apreendeu tanta droga e bens do crime como em meu Governo. Por que não era assim? Porque não queriam. Porque se preocupavam mais com os bandidos do que com as vítimas.- Sabemos que ainda não é o ideal. Mesmo com a maior redução de homicídios e o menor índice de toda a série histórica, os números ainda são elevados, pois herdamos do PT um Brasil com mais de 60 mil mortes violentas por ano, nível semelhante a países em guerra civil.",1267972,56095,1324067,NA,NA,324756395,17962111030959736,"https://www.instagram.com/reel/CjeOzInjVWu/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","BRASIL: Recordes de produção do Governo Federal não param de ser batidos. Compartilhe e vamos restabelecer a verdade.",315744,7641,323385,NA,NA,324756395,17994728887556272,"https://www.instagram.com/reel/CjdwyYbDcAd/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",376368,13038,389406,NA,NA,324756395,17953369991304256,"https://www.instagram.com/reel/CjdZ85lD8JJ/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," De dentro de uma sala fechada e confortável é fácil criticar um cidadão indefeso e apavorado, que tenta lutar pela própria vida ou para proteger aqueles que amam. Lamento que no Brasil, diante da covardia do crime, muitos prefiram dar lição naqueles que escolheram viver suas vidas de forma honesta. - Tratar assaltante como vítima da sociedade é isentá-lo de sua responsabilidade. Existem milhões de pessoas humildes que levam a vida honestamente. É o bandido, não essas pessoas, que escolhe ameaçar pais e mães de família e tomar à força o que foi conquistado com muito suor.- Esse é o grande mal da inversão de valores. Enquanto especialistas preferirem falar que um inocente morreu por causa de um celular, ao invés de dizer que um vagabundo escolheu matar um pai ou uma mãe de família por isso, eles se sentirão no direito de fazer o que fazem.",488572,16819,505391,NA,NA,324756395,18320834071008104,"https://www.instagram.com/p/CjdKh3HresD/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Documentário sobre a chegada das Águas do Rio São Francisco no sertão do Nordeste e evolução da Ferrovia TransNordestina.",558398,15924,574322,NA,NA,324756395,17924743349566522,"https://www.instagram.com/reel/Cjc1XuQj0vp/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",739439,15119,754558,NA,NA,324756395,17923024595564644,"https://www.instagram.com/p/Cjb2wHvLFcb/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",1141506,74293,1215799,NA,NA,324756395,17960441204000548,"https://www.instagram.com/p/CjbZpW0vLWX/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro",". Seguem alguns avanços:- Maior redução e menor índice de homicídios de toda a série histórica- Política contínua de redução e zeramento de impostos- Redução de estupros- Inflação menor que EUA e Reino Unido- Menor índice de desemprego desde a recessão causada pelo PT em 2015 (com pandemia e guerra)- Benefício para os mais pobres 3x maior, melhor e mais amplo que o Bolsa família- Fim das invasões de terras pelo MST- Recorde de apreensão de drogas e prejuízos ao crime organizado- Retomada da malha ferroviária- Marco do Saneamento Básico- Lei da Liberdade Econômica- Geração de empregos maior que EUA, Alemanha e Reino Unido juntos nos últimos 12 meses- Crescimento acima de todos os países do G7 em 2022- Estatais que davam prejuízos gerando lucros- Criação da Sec. de Alfabetização- Implementação de modelo que reduz tempo de alfabetização- Implementação do PIX- Contas públicas no azul pela primeira vez em quase 10 anos- Conclusão de obras abandonadas há anos, como a Transposição do São Francisco- Pensão vitalícia para mães de filhos com microcefalia- Maior aumento da história para professores do ensino básico- Reforma da Previdência- Redução recorde do tempo médio para abrir empresa no Brasil- Digitalização recorde de serviços públicos e modernização dos Cartórios- Independência do Banco Central- Independência na indicação de cargos técnicos para ministérios, bancos e estatais- Implementação do esporte no auxílio à educação (volta dos JEBs)- Privatização da Eletrobrás- Concessão de portos e aeroportos- Marco das Start Ups- Disponibilização de imóveis da União para habitação social- Extinção de 90 mil cargos e funções (quase 1BI de economia/ano)- Aumento da pena máxima de 30 para 40 anos- Fim da saída temporária de presos que cometeram crime hediondo com morte da vítima- Criação de banco nacional de perfis genéticos para auxílio na elucidação de crimes graves, como estupro.- Enfim... - Um forte abraço! 👍",927517,64281,991798,NA,NA,324756395,17859673835812236,"https://www.instagram.com/p/CjbRM-gPrAT/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",847799,27318,875117,NA,NA,324756395,18225867475194232,"https://www.instagram.com/reel/Cja0JsKjyPf/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," A esquerda diz se orgulhar de suas bandeiras, mas as esconde em ano de eleição. Sabem que se falassem a verdade sobre o que pregam, jamais seriam aceitos, por isso mentem que nem sentem. Poderiam ser sinceros e deixar o povo decidir, mas a ganância e a ambição falam mais alto.- Não há nada mais vergonhoso do que defender uma ideia contrária a tudo aquilo que você acredita só para ser aceito. É o pior sinal para um líder. Afinal, quem, pelo poder, é capaz de deixar de lado até os próprios valores, jamais moverá uma palha para defender os de uma nação.",1129054,30156,1159210,NA,NA,324756395,17982305977719532,"https://www.instagram.com/p/CjamC0irGla/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Mais um navio com diesel importado da Rússia chegou ao Brasil. São mais cerca de 30 milhões de litros aguardando para descarregar no porto de Paranaguá.- A primeira remessa de 35 milhões de litros de diesel importado da Rússia chegou ao porto de Santos no dia 2 de outubro.- Outras operações de importação de diesel estão em progresso.- Novas cargas são esperadas aumentando a competição e pressionando para a queda dos preços do combustível que por fim acaba gerando deflação e diminuição do preço dos alimentos.- Os interesses do brasileiro são sempre colocados em primeiro lugar, enquanto o mundo passa por uma crise econômica histórica, o Brasil respira com atitudes sensatas e ações governamentais que garantem alívio para o povo.",1102759,24482,1127241,NA,NA,324756395,17929633382389756,"https://www.instagram.com/p/CjaNnDYOPxT/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Aborto é, sobretudo, a destruição do futuro, pois não existe futuro quando não se tem o direito de existir. A vida começa na concepção. Neste momento já somos quem sempre seremos: únicos e com alma. Essa é uma verdade permanente, independente de ser ano eleitoral ou não!",717,25,742,NA,NA,324756395,17941523483357934,"https://www.instagram.com/reel/CjZRnFnD_Y6/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Aborto é, sobretudo, a destruição do futuro, pois não existe futuro quando não se tem o direito de existir. A vida começa na concepção. Neste momento já somos quem sempre seremos: únicos e com alma. Essa é uma verdade permanente, independente de ser ano eleitoral ou não!",801654,13712,815366,NA,NA,324756395,18008487325469582,"https://www.instagram.com/reel/CjZRH7HDm3D/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Está permitido culpar a vítima agora? Absurdo! Chega de inversão de valores! Não foi a atriz que perdeu a vida por não parar o carro, foi o bandido que ESCOLHEU matá-la por isso. Quanto mais tentam justificar uma crueldade dessas, mais eles se sentem no direito de serem cruéis.",916759,28700,945459,NA,NA,324756395,17995260586534800,"https://www.instagram.com/p/CjY_113rQAu/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Faço minhas as sábias e fortes palavras da Tenente silviawaiapi , primeira indígena a se tornar oficial do nosso glorioso exército brasileiro, eleita Deputada Federal. No que depender de nós, daremos a vida para proteger o nosso povo e a nossa soberania. BRASIL ACIMA DE TUDO!",1796248,69319,1865567,NA,NA,324756395,17850475850826948,"https://www.instagram.com/reel/CjY2OAcDcYG/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," O que o PT, com toda a sua corrupção, conseguiu destruir em tempos de paz, nós conseguimos construir em meio a uma pandemia, uma seca extrema e uma guerra de impactos globais. Com eles, o Brasil perdeu o rumo, com nós, o país finalmente entrou de vez no caminho da prosperidade.",746684,14256,760940,NA,NA,324756395,17853465005832376,"https://www.instagram.com/p/CjYuHUlv14y/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," É impossível promover o maior e mais destrutivo esquema de corrupção de nossa história e ao mesmo tempo respeitar a democracia. É como promover o aborto e respeitar a vida, ou encher a cara e respeitar o fígado. Se você faz um, está necessariamente atacando o outro!",812463,18288,830751,NA,NA,324756395,17966765209927678,"https://www.instagram.com/p/CjYNXJfL3Sl/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",33645,1500,35145,NA,NA,324756395,17953034660134864,"https://www.instagram.com/tv/CjYEgIjo2Q3/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","06/10/2022 - Apoio de Parlamentares ao Presidente da República",233907,11010,244917,NA,NA,324756395,17954916239112116,"https://www.instagram.com/tv/CjYANuXIEg1/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Não caiam em narrativas que tentam nos colocar contra nossos irmãos do nordeste. A esquerda divide para conquistar. Já tentaram com negros, mulheres, indígenas, etc. Agora tentam com nordestinos, para abafar conquistas como a Transposição do São Francisco, que nós concluímos.",1072280,27814,1100094,NA,NA,324756395,17968265068750176,"https://www.instagram.com/p/CjX9fAduHR0/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",1668068,78829,1746897,NA,NA,324756395,17981581897714356,"https://www.instagram.com/reel/CjXzzKzDNVd/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," A conversa mole agrada, mas é a coragem e a firmeza que garantem a segurança e o futuro de um povo e de uma nação nos momentos decisivos. São essas virtudes que nos protegem dos ataques à nossa soberania, das chantagens dos poderosos e dos conchavos que massacram o nosso povo.- A malandragem de Lula serviu para enrolar o povo enquanto seu governo o roubava e para enganá-lo sobre a falsa absolvição de seus crimes, nossa firmeza serviu para irmos até a Rússia em meio a uma chuva de críticas negociar fertilizantes e garantir nossa segurança alimentar.",801584,19307,820891,NA,NA,324756395,17948491127213624,"https://www.instagram.com/p/CjXlFiVOYhj/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",944943,34736,979679,NA,NA,324756395,17987936524596040,"https://www.instagram.com/p/CjW03V-uArg/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","LIVE PR JAIR BOLSONARO - ELEIÇÕES 2022 - 05/10/2022.",1111960,55415,1167375,NA,NA,324756395,17973744322758470,"https://www.instagram.com/tv/CjWW6OnIvQg/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Diante de tantas mentiras, ataques e desumanização, essa alegria e esse carinho seguem sendo, depois de Deus, o meu maior combustível para me manter de pé e seguir lutando para libertar o nosso povo das garras da injustiça, do abandono, da demagogia e da escravidão política.- Foi por essas pessoas que jurei defender meu país com o sacrifício de minha própria vida. Assim como elas estiveram ao meu lado, rezando e me dando forças no momento mais crítico de minha vida, onde vi a morte de perto depois do atentado que sofri, sempre estarei ao lado delas.- Um dia disseram que eu estava sozinho. Creio que todos que defendem os nossos valores já ouviram o mesmo e foram humilhados por isso. Foi por acreditarmos em nós mesmos que fomos capazes de chegar até aqui. E será por esse motivo que mudaremos de vez o destino de nossa nação!",1755311,64410,1819721,NA,NA,324756395,17953343906136282,"https://www.instagram.com/reel/CjWBLBmDUrP/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",1163818,48088,1211906,NA,NA,324756395,18062421274335812,"https://www.instagram.com/reel/CjVhKgvjuak/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," CEARÁ: Realizamos mais um leilão de saneamento. Caminhamos para a universalização do acesso à água e esgoto tratados, resultado do Marco Legal do Saneamento aprovado por nosso Governo.- Mais de 4 milhões de cearenses serão atendidos além de geração de emprego, saúde e preservação do meio ambiente.",233281,7993,241274,NA,NA,324756395,17943957347506560,"https://www.instagram.com/reel/CjVF4TIDbdA/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
