Number of pairs,546387.000000
Number of unique pairs,11663
Average pair frequency,46.847895
Pair entropy,8.507256

Pair,Frequency,Proportion,Entropy Term,Mutual Information
federal contra,164.000000,0.000300,0.002435,0.059297
federal via,29.000000,0.000053,0.000522,0.511558
federal dia,30.000000,0.000055,0.000539,-0.732391
federal fez,85.000000,0.000156,0.001364,1.182218
federal brasil,50.000000,0.000092,0.000851,-0.859822
federal michelle,68.000000,0.000124,0.001119,0.252155
federal deputado,54.000000,0.000099,0.000911,0.728551
federal news,16.000000,0.000029,0.000306,-0.524157
federal estado,31.000000,0.000057,0.000555,-0.104451
federal preso,37.000000,0.000068,0.000650,-0.474555
federal dentro,13.000000,0.000024,0.000253,-0.094982
federal so,19.000000,0.000035,0.000357,-0.635148
federal governo,18.000000,0.000033,0.000340,-1.527514
federal ainda,44.000000,0.000081,0.000759,-0.250026
federal prisao,75.000000,0.000137,0.001221,0.176208
federal sobre,120.000000,0.000220,0.001850,0.170080
federal disse,48.000000,0.000088,0.000821,0.152777
federal ter,54.000000,0.000099,0.000911,0.130714
federal tambem,120.000000,0.000220,0.001850,0.397099
federal justica,16.000000,0.000029,0.000306,-0.521181
federal tudo,16.000000,0.000029,0.000306,-0.453358
federal fatos,38.000000,0.000070,0.000666,0.986118
federal sao,42.000000,0.000077,0.000728,-0.650730
federal paulo,15.000000,0.000027,0.000288,-0.907825
federal ser,32.000000,0.000059,0.000571,-0.831336
federal aliados,15.000000,0.000027,0.000288,0.186477
federal estao,33.000000,0.000060,0.000587,-0.068415
federal politico,19.000000,0.000035,0.000357,0.119184
federal vai,36.000000,0.000066,0.000634,-0.294055
federal expresidente,504.000000,0.000922,0.006446,0.818548
federal onde,61.000000,0.000112,0.001016,0.997937
federal daniel,73.000000,0.000134,0.001192,1.554816
federal lado,10.000000,0.000018,0.000200,-0.311361
federal nesta,419.000000,0.000767,0.005501,1.852861
federal pais,25.000000,0.000046,0.000457,-0.652863
federal diz,19.000000,0.000035,0.000357,-0.784649
federal bem,11.000000,0.000020,0.000218,-0.513974
federal supremo,30.000000,0.000055,0.000539,-0.130215
federal tribunal,36.000000,0.000066,0.000634,0.049759
federal stf,474.000000,0.000868,0.006116,2.110777
federal alexandre,169.000000,0.000309,0.002500,1.403708
federal moraes,121.000000,0.000221,0.001864,0.719815
federal defesa,25.000000,0.000046,0.000457,0.183900
federal celular,78.000000,0.000143,0.001264,0.861185
federal decisao,31.000000,0.000057,0.000555,0.690562
federal segundo,45.000000,0.000082,0.000775,-0.102011
federal urgente,10.000000,0.000018,0.000200,-0.430450
federal brasilia,159.000000,0.000291,0.002369,0.982756
federal politica,18.000000,0.000033,0.000340,-0.970438
federal corrupcao,11.000000,0.000020,0.000218,-0.707874
federal sera,20.000000,0.000037,0.000374,-0.186198
federal quer,46.000000,0.000084,0.000790,0.996269
federal grupo,96.000000,0.000176,0.001519,1.090993
federal objetivo,24.000000,0.000044,0.000441,0.396601
federal mulher,13.000000,0.000024,0.000253,-0.434659
federal apos,26.000000,0.000048,0.000474,-0.690851
federal milhoes,16.000000,0.000029,0.000306,-0.123879
federal conta,13.000000,0.000024,0.000253,-0.097787
federal poder,10.000000,0.000018,0.000200,-0.699021
federal sistema,12.000000,0.000022,0.000236,-1.115734
federal parte,23.000000,0.000042,0.000424,-0.074375
federal outros,19.000000,0.000035,0.000357,-0.468603
federal foto,14.000000,0.000026,0.000271,-0.169391
federal assim,25.000000,0.000046,0.000457,0.266359
federal r,30.000000,0.000055,0.000539,-0.207089
federal pode,39.000000,0.000071,0.000681,0.135681
federal redes,12.000000,0.000022,0.000236,-0.526631
federal sociais,10.000000,0.000018,0.000200,-0.684951
federal crimes,27.000000,0.000049,0.000490,-0.168763
federal carlos,13.000000,0.000024,0.000253,-0.781082
federal hoje,69.000000,0.000126,0.001134,0.425347
federal durante,41.000000,0.000075,0.000713,-0.056145
federal anos,12.000000,0.000022,0.000236,-1.591069
federal porque,14.000000,0.000026,0.000271,-0.479223
federal entrevista,10.000000,0.000018,0.000200,-0.290558
federal informacao,12.000000,0.000022,0.000236,-0.437821
federal deve,19.000000,0.000035,0.000357,-0.100143
federal veja,13.000000,0.000024,0.000253,-0.509767
federal momento,10.000000,0.000018,0.000200,-0.376818
federal faz,308.000000,0.000564,0.004217,2.018522
federal desta,327.000000,0.000598,0.004441,2.119450
federal seis,42.000000,0.000077,0.000728,0.316723
federal alvo,30.000000,0.000055,0.000539,-0.255931
federal investigacoes,37.000000,0.000068,0.000650,0.785663
federal inquerito,44.000000,0.000081,0.000759,0.770678
federal crime,15.000000,0.000027,0.000288,-0.443421
federal partido,12.000000,0.000022,0.000236,-0.248129
federal armas,21.000000,0.000038,0.000391,0.329933
federal afirmou,41.000000,0.000075,0.000713,0.503703
federal leia,20.000000,0.000037,0.000374,-0.108236
federal saiba,25.000000,0.000046,0.000457,0.485840
federal militar,10.000000,0.000018,0.000200,-0.957848
federal entao,17.000000,0.000031,0.000323,-0.347049
federal silveira,71.000000,0.000130,0.001163,1.423240
federal saude,10.000000,0.000018,0.000200,-1.879977
federal grande,12.000000,0.000022,0.000236,-0.429144
federal republica,12.000000,0.000022,0.000236,-0.741040
federal noticias,23.000000,0.000042,0.000424,-0.538079
federal acao,30.000000,0.000055,0.000539,0.053753
federal casa,512.000000,0.000937,0.006534,1.642566
federal tres,13.000000,0.000024,0.000253,-0.144307
federal nada,11.000000,0.000020,0.000218,-0.524832
federal manha,351.000000,0.000642,0.004722,2.267851
federal filha,34.000000,0.000062,0.000603,-0.207537
federal caso,35.000000,0.000064,0.000619,-0.186198
federal outro,10.000000,0.000018,0.000200,-0.314298
federal digitais,11.000000,0.000020,0.000218,-0.273209
federal informacoes,40.000000,0.000073,0.000697,0.392134
federal vacinacao,196.000000,0.000359,0.002846,0.084397
federal alem,25.000000,0.000046,0.000457,-0.178166
federal unidos,15.000000,0.000027,0.000288,-0.854597
federal rio,40.000000,0.000073,0.000697,0.053753
federal janeiro,41.000000,0.000075,0.000713,-0.044971
federal busca,288.000000,0.000527,0.003979,1.227315
federal mandato,10.000000,0.000018,0.000200,-0.225419
federal mil,27.000000,0.000049,0.000490,-0.067025
federal relacao,10.000000,0.000018,0.000200,-0.458766
federal estados,16.000000,0.000029,0.000306,-0.855095
federal atos,12.000000,0.000022,0.000236,-0.046297
federal criminosa,28.000000,0.000051,0.000506,0.422521
federal sido,40.000000,0.000073,0.000697,0.387686
federal policia,96.000000,0.000176,0.001519,-0.412115
federal fazer,12.000000,0.000022,0.000236,-0.386869
federal registro,18.000000,0.000033,0.000340,0.144366
federal lei,11.000000,0.000020,0.000218,-0.583549
federal vacinas,14.000000,0.000026,0.000271,0.085736
federal policiais,59.000000,0.000108,0.000986,1.112520
federal exprimeiradama,10.000000,0.000018,0.000200,-0.376818
federal ha,22.000000,0.000040,0.000407,-0.243609
federal dados,166.000000,0.000304,0.002461,0.590680
federal associacao,26.000000,0.000048,0.000474,0.581452
federal ministerio,36.000000,0.000066,0.000634,-0.429870
federal suspeito,68.000000,0.000124,0.001119,1.470928
federal esquema,54.000000,0.000099,0.000911,0.967614
federal acordo,13.000000,0.000024,0.000253,-0.362089
federal suspeita,53.000000,0.000097,0.000896,1.176478
federal depoimento,46.000000,0.000084,0.000790,0.855377
federal apura,94.000000,0.000172,0.001491,1.818123
federal pf,644.000000,0.001179,0.007948,1.266652
federal coronel,35.000000,0.000064,0.000619,0.742069
federal barros,18.000000,0.000033,0.000340,-0.401906
federal agentes,56.000000,0.000102,0.000941,1.261465
federal vacina,74.000000,0.000135,0.001206,-0.290071
federal tomou,10.000000,0.000018,0.000200,-0.376818
federal mauro,110.000000,0.000201,0.001713,0.121069
federal documento,19.000000,0.000035,0.000357,0.419646
federal mulheres,10.000000,0.000018,0.000200,-0.371293
federal ordens,49.000000,0.000090,0.000836,-0.174566
federal prendeu,120.000000,0.000220,0.001850,2.188361
federal familiares,19.000000,0.000035,0.000357,0.452328
federal fraude,138.000000,0.000253,0.002092,1.000217
federal esposa,11.000000,0.000020,0.000218,-0.408129
federal cartao,99.000000,0.000181,0.001561,0.361203
federal quartafeira,584.000000,0.001069,0.007312,2.193485
federal quarta,60.000000,0.000110,0.001001,1.345765
federal suposta,68.000000,0.000124,0.001119,1.286039
federal prende,60.000000,0.000110,0.001001,1.403982
federal investigacao,65.000000,0.000119,0.001075,0.540320
federal operacao,432.000000,0.000791,0.005647,1.089196
federal falsos,44.000000,0.000081,0.000759,-0.280130
federal milicias,16.000000,0.000029,0.000306,0.135386
federal investiga,220.000000,0.000403,0.003148,1.742736
federal passaporte,64.000000,0.000117,0.001060,1.372468
federal celulares,79.000000,0.000145,0.001278,1.182530
federal cartoes,65.000000,0.000119,0.001075,0.817104
federal buscas,339.000000,0.000620,0.004582,2.213370
federal apreensao,232.000000,0.000425,0.003297,1.030790
federal cid,113.000000,0.000207,0.001755,-0.021421
federal exajudante,78.000000,0.000143,0.001264,0.311889
federal max,12.000000,0.000022,0.000236,-0.039887
federal ailton,21.000000,0.000038,0.000391,-0.195677
federal inserir,44.000000,0.000081,0.000759,1.179106
federal indulto,32.000000,0.000059,0.000571,0.756480
federal adulteracao,54.000000,0.000099,0.000911,0.983393
federal falsificacao,52.000000,0.000095,0.000881,0.701655
federal venire,103.000000,0.000189,0.001617,1.215095
federal tenentecoronel,42.000000,0.000077,0.000728,0.207433
federal ajudante,13.000000,0.000024,0.000253,0.059637
federal insercao,33.000000,0.000060,0.000587,0.193836
federal mandados,83.000000,0.000152,0.001336,0.691683
federal certificados,28.000000,0.000051,0.000506,0.409477
federal mandado,143.000000,0.000262,0.002159,1.893710
preventiva bolsonaro,55.000000,0.000101,0.000926,-0.464430
preventiva contra,11.000000,0.000020,0.000218,-0.424400
preventiva tambem,27.000000,0.000049,0.000490,1.123718
preventiva federal,17.000000,0.000031,0.000323,-0.239646
preventiva dois,19.000000,0.000035,0.000357,2.121962
preventiva brasilia,303.000000,0.000555,0.004158,3.845858
preventiva outros,12.000000,0.000022,0.000236,1.290138
preventiva seis,25.000000,0.000046,0.000457,2.016202
preventiva inquerito,12.000000,0.000022,0.000236,1.689669
preventiva menos,10.000000,0.000018,0.000200,2.022125
preventiva digitais,12.000000,0.000022,0.000236,2.032076
preventiva alem,49.000000,0.000090,0.000836,2.713052
preventiva rio,308.000000,0.000564,0.004217,4.313247
preventiva janeiro,299.000000,0.000547,0.004110,4.160174
preventiva busca,10.000000,0.000018,0.000200,0.085214
preventiva criminosa,120.000000,0.000220,0.001850,4.096082
preventiva policia,17.000000,0.000031,0.000323,0.075023
preventiva policiais,17.000000,0.000031,0.000323,2.086470
preventiva ha,11.000000,0.000020,0.000218,1.281518
preventiva dados,121.000000,0.000221,0.001864,2.492757
preventiva associacao,120.000000,0.000220,0.001850,4.329121
preventiva acordo,14.000000,0.000026,0.000271,1.930293
preventiva pf,19.000000,0.000035,0.000357,-0.038334
preventiva mauro,16.000000,0.000029,0.000306,0.411451
preventiva operacao,28.000000,0.000051,0.000506,0.571248
preventiva falsos,116.000000,0.000212,0.001796,2.907545
preventiva milicias,12.000000,0.000022,0.000236,2.065977
preventiva cid,12.000000,0.000022,0.000236,-0.045628
preventiva venire,12.000000,0.000022,0.000236,1.283546
preventiva insercao,116.000000,0.000212,0.001796,3.669192
projeto lula,14.000000,0.000026,0.000271,0.615245
projeto bolsonaro,13.000000,0.000024,0.000253,-1.442001
projeto pl,25.000000,0.000046,0.000457,1.311080
projeto camara,12.000000,0.000022,0.000236,2.125325
projeto brasil,11.000000,0.000020,0.000218,0.309136
projeto news,23.000000,0.000042,0.000424,2.521835
projeto governo,23.000000,0.000042,0.000424,1.400695
projeto ser,13.000000,0.000024,0.000253,0.950964
projeto pais,10.000000,0.000018,0.000200,1.113933
projeto poder,11.000000,0.000020,0.000218,2.079375
projeto salario,16.000000,0.000029,0.000306,2.712250
projeto minimo,10.000000,0.000018,0.000200,2.438620
projeto lei,113.000000,0.000207,0.001755,4.429030
projeto fake,23.000000,0.000042,0.000424,3.192938
projeto mulheres,19.000000,0.000035,0.000357,2.953647
dois lula,18.000000,0.000033,0.000340,0.433855
dois bolsonaro,96.000000,0.000176,0.001519,0.124694
dois jair,45.000000,0.000082,0.000775,0.796090
dois agora,13.000000,0.000024,0.000253,1.116594
dois dias,35.000000,0.000064,0.000619,2.766901
dois sobre,11.000000,0.000020,0.000218,0.030866
dois tambem,17.000000,0.000031,0.000323,0.693203
dois justica,10.000000,0.000018,0.000200,1.259198
dois sao,22.000000,0.000040,0.000407,0.953025
dois estao,11.000000,0.000020,0.000218,1.083355
dois expresidente,57.000000,0.000104,0.000956,0.889405
dois desde,13.000000,0.000024,0.000253,1.821741
dois quer,11.000000,0.000020,0.000218,1.815905
dois apos,14.000000,0.000026,0.000271,0.940492
dois antes,15.000000,0.000027,0.000288,2.140346
dois anos,28.000000,0.000051,0.000506,1.506611
dois leia,10.000000,0.000018,0.000200,1.448999
dois informacoes,11.000000,0.000020,0.000218,1.351532
dois presos,52.000000,0.000095,0.000881,3.224263
dois pf,28.000000,0.000051,0.000506,0.381540
dois mauro,31.000000,0.000057,0.000555,1.104958
dois operacao,10.000000,0.000018,0.000200,-0.426262
dois milicias,10.000000,0.000018,0.000200,1.915764
dois cid,26.000000,0.000048,0.000474,0.759670
dois exajudante,16.000000,0.000029,0.000306,0.978151
dois max,12.000000,0.000022,0.000236,2.210495
dois indulto,10.000000,0.000018,0.000200,1.843711
sao lula,38.000000,0.000070,0.000666,-0.166580
sao bolsonaro,161.000000,0.000295,0.002396,-0.705900
sao sendo,13.000000,0.000024,0.000253,0.196521
sao povo,12.000000,0.000022,0.000236,0.047282
sao jair,41.000000,0.000075,0.000713,-0.644650
sao agrishow,15.000000,0.000027,0.000288,0.688056
sao pessoas,10.000000,0.000018,0.000200,-0.630672
sao agora,15.000000,0.000027,0.000288,-0.087955
sao presidente,66.000000,0.000121,0.001090,0.449520
sao pl,18.000000,0.000033,0.000340,-0.797778
sao nunca,16.000000,0.000029,0.000306,0.481792
sao contra,70.000000,0.000128,0.001148,0.110659
sao dia,39.000000,0.000071,0.000681,0.432707
sao fez,12.000000,0.000022,0.000236,0.127206
sao brasil,28.000000,0.000051,0.000506,-0.536908
sao michelle,13.000000,0.000024,0.000253,-0.499670
sao estado,14.000000,0.000026,0.000271,0.003352
sao dentro,17.000000,0.000031,0.000323,1.076015
sao so,20.000000,0.000037,0.000374,0.318878
sao governo,15.000000,0.000027,0.000288,-0.807103
sao ainda,12.000000,0.000022,0.000236,-0.646576
sao prisao,11.000000,0.000020,0.000218,-0.840652
sao sobre,34.000000,0.000062,0.000603,-0.188318
sao disse,10.000000,0.000018,0.000200,-0.513106
sao fala,11.000000,0.000020,0.000218,0.779055
sao tambem,28.000000,0.000051,0.000506,-0.155455
sao justica,12.000000,0.000022,0.000236,0.093870
sao federal,55.000000,0.000101,0.000926,-0.381067
sao paulo,761.000000,0.001393,0.009160,3.921492
sao ser,10.000000,0.000018,0.000200,-1.091754
sao vai,14.000000,0.000026,0.000271,-0.335784
sao expresidente,61.000000,0.000112,0.001016,-0.390421
sao publico,10.000000,0.000018,0.000200,0.193781
sao tarcisio,73.000000,0.000134,0.001192,2.444613
sao nesta,15.000000,0.000027,0.000288,-0.574227
sao pais,10.000000,0.000018,0.000200,-0.666420
sao diz,24.000000,0.000044,0.000441,0.351699
sao sempre,23.000000,0.000042,0.000424,0.921725
sao bem,11.000000,0.000020,0.000218,0.388759
sao stf,15.000000,0.000027,0.000288,-0.439647
sao email,21.000000,0.000038,0.000391,1.406513
sao seguranca,13.000000,0.000024,0.000253,0.734647
sao segundo,28.000000,0.000051,0.000506,0.326264
sao todos,25.000000,0.000046,0.000457,0.383880
sao neste,28.000000,0.000051,0.000506,1.641794
sao conta,14.000000,0.000026,0.000271,0.879054
sao poder,10.000000,0.000018,0.000200,0.203711
sao assim,12.000000,0.000022,0.000236,0.435123
sao r,12.000000,0.000022,0.000236,-0.220647
sao salario,10.000000,0.000018,0.000200,0.461893
sao crimes,31.000000,0.000057,0.000555,0.872120
sao hoje,16.000000,0.000029,0.000306,-0.133438
sao anos,25.000000,0.000046,0.000457,0.045633
sao nome,47.000000,0.000086,0.000805,1.717905
sao porque,12.000000,0.000022,0.000236,0.269359
sao veja,10.000000,0.000018,0.000200,0.130602
sao seis,39.000000,0.000071,0.000681,1.145348
sao trabalho,15.000000,0.000027,0.000288,1.073210
sao inquerito,34.000000,0.000062,0.000603,1.415582
sao partido,15.000000,0.000027,0.000288,0.877748
sao ano,25.000000,0.000046,0.000457,0.786957
sao saude,12.000000,0.000022,0.000236,-0.794922
sao menos,10.000000,0.000018,0.000200,0.706585
sao nada,19.000000,0.000035,0.000357,0.924444
sao outro,10.000000,0.000018,0.000200,0.588435
sao digitais,22.000000,0.000040,0.000407,1.322671
sao vacinacao,22.000000,0.000040,0.000407,-1.199942
sao apenas,17.000000,0.000031,0.000323,0.781335
sao janeiro,11.000000,0.000020,0.000218,-0.457915
sao busca,51.000000,0.000093,0.000866,0.398913
sao quatro,12.000000,0.000022,0.000236,0.815742
sao mil,11.000000,0.000020,0.000218,-0.062234
sao presos,33.000000,0.000060,0.000587,1.421877
sao policia,50.000000,0.000092,0.000851,-0.161708
sao registro,14.000000,0.000026,0.000271,0.795784
sao medida,20.000000,0.000037,0.000374,1.258393
sao lei,14.000000,0.000026,0.000271,0.560346
sao familia,10.000000,0.000018,0.000200,0.106769
sao dados,15.000000,0.000027,0.000288,-0.910524
sao entrar,35.000000,0.000064,0.000619,1.850035
sao acordo,11.000000,0.000020,0.000218,0.373590
sao pf,64.000000,0.000117,0.001060,-0.139431
sao vacina,23.000000,0.000042,0.000424,-0.555909
sao mauro,28.000000,0.000051,0.000506,-0.344474
sao mulheres,28.000000,0.000051,0.000506,1.561059
sao ordens,26.000000,0.000048,0.000474,0.094443
sao sergio,22.000000,0.000040,0.000407,1.365230
sao fraude,19.000000,0.000035,0.000357,-0.079865
sao suposta,13.000000,0.000024,0.000253,0.534213
sao investigacao,29.000000,0.000053,0.000522,0.635962
sao operacao,39.000000,0.000071,0.000681,-0.412935
sao milicias,22.000000,0.000040,0.000407,1.356572
sao apreensao,49.000000,0.000090,0.000836,0.378606
sao cid,29.000000,0.000053,0.000522,-0.478780
sao exajudante,24.000000,0.000044,0.000441,0.035967
sao mandados,57.000000,0.000104,0.000956,1.218627
paulo lula,44.000000,0.000081,0.000759,0.752549
paulo bolsonaro,96.000000,0.000176,0.001519,-0.450431
paulo sendo,16.000000,0.000029,0.000306,1.176685
paulo jair,25.000000,0.000046,0.000457,-0.366821
paulo agrishow,19.000000,0.000035,0.000357,1.696969
paulo agora,10.000000,0.000018,0.000200,0.279105
paulo presidente,53.000000,0.000097,0.000896,1.002682
paulo pl,13.000000,0.000024,0.000253,-0.350675
paulo nunca,14.000000,0.000026,0.000271,1.120786
paulo contra,25.000000,0.000046,0.000457,-0.146435
paulo dia,54.000000,0.000099,0.000911,1.530654
paulo fez,13.000000,0.000024,0.000253,0.979774
paulo brasil,16.000000,0.000029,0.000306,-0.323999
paulo michelle,11.000000,0.000020,0.000218,0.105801
paulo estado,11.000000,0.000020,0.000218,0.534715
paulo governo,10.000000,0.000018,0.000200,-0.440043
paulo ainda,10.000000,0.000018,0.000200,-0.056372
paulo disse,10.000000,0.000018,0.000200,0.259420
paulo tambem,23.000000,0.000042,0.000424,0.420359
paulo federal,31.000000,0.000057,0.000555,-0.181888
paulo sao,14.000000,0.000026,0.000271,-0.074084
paulo expresidente,33.000000,0.000060,0.000587,-0.232262
paulo tarcisio,77.000000,0.000141,0.001250,3.270484
paulo nesta,21.000000,0.000038,0.000391,0.534770
paulo sempre,13.000000,0.000024,0.000253,1.123705
paulo email,26.000000,0.000048,0.000474,2.392612
paulo politica,11.000000,0.000020,0.000218,0.212344
paulo apos,10.000000,0.000018,0.000200,0.028896
paulo neste,28.000000,0.000051,0.000506,2.414320
paulo conta,10.000000,0.000018,0.000200,1.315107
paulo hoje,11.000000,0.000020,0.000218,0.264394
paulo nome,50.000000,0.000092,0.000851,2.552305
paulo trabalho,10.000000,0.000018,0.000200,1.440270
paulo ano,10.000000,0.000018,0.000200,0.643192
paulo afirmou,15.000000,0.000027,0.000288,1.173439
paulo saude,13.000000,0.000024,0.000253,0.057645
paulo nacional,15.000000,0.000027,0.000288,1.288389
paulo vacinacao,11.000000,0.000020,0.000218,-1.120564
paulo policia,24.000000,0.000044,0.000441,-0.123152
paulo registro,15.000000,0.000027,0.000288,1.637302
paulo acordo,10.000000,0.000018,0.000200,1.050805
paulo pf,17.000000,0.000031,0.000323,-0.692575
paulo vacina,14.000000,0.000026,0.000271,-0.279821
paulo fraude,14.000000,0.000026,0.000271,0.387278
paulo falsificacao,16.000000,0.000029,0.000306,1.198258
ser ministro,15.000000,0.000027,0.000288,-0.248383
ser lula,46.000000,0.000084,0.000790,0.115803
ser bolsonaro,182.000000,0.000333,0.002667,-0.491969
ser jair,33.000000,0.000060,0.000587,-0.770386
ser pessoas,10.000000,0.000018,0.000200,-0.539344
ser agora,20.000000,0.000037,0.000374,0.291055
ser presidente,43.000000,0.000079,0.000744,0.112393
ser pl,12.000000,0.000022,0.000236,-1.111915
ser camara,16.000000,0.000029,0.000306,0.723982
ser deputados,15.000000,0.000027,0.000288,1.059178
ser contra,35.000000,0.000064,0.000619,-0.491160
ser video,18.000000,0.000033,0.000340,0.759073
ser dia,29.000000,0.000053,0.000522,0.227769
ser brasil,43.000000,0.000079,0.000744,-0.016584
ser maior,11.000000,0.000020,0.000218,0.380419
ser preso,209.000000,0.000383,0.003010,2.250922
ser dentro,10.000000,0.000018,0.000200,0.636715
ser so,22.000000,0.000040,0.000407,0.505516
ser governo,38.000000,0.000070,0.000666,0.213761
ser prisao,11.000000,0.000020,0.000218,-0.749324
ser sobre,27.000000,0.000049,0.000490,-0.327514
ser disse,19.000000,0.000035,0.000357,0.220076
ser ter,26.000000,0.000048,0.000474,0.393887
ser tambem,14.000000,0.000026,0.000271,-0.757275
ser justica,15.000000,0.000027,0.000288,0.408342
ser tudo,14.000000,0.000026,0.000271,0.407171
ser federal,78.000000,0.000143,0.001264,0.059637
ser sao,11.000000,0.000020,0.000218,-0.996444
ser brasileiro,10.000000,0.000018,0.000200,0.331629
ser vai,16.000000,0.000029,0.000306,-0.110924
ser vivo,10.000000,0.000018,0.000200,0.648014
ser expresidente,28.000000,0.000051,0.000506,-1.077762
ser primeiro,16.000000,0.000029,0.000306,1.098327
ser publico,10.000000,0.000018,0.000200,0.285109
ser nesta,26.000000,0.000048,0.000474,0.067148
ser pais,16.000000,0.000029,0.000306,-0.105089
ser diz,10.000000,0.000018,0.000200,-0.432442
ser sempre,13.000000,0.000024,0.000253,0.442508
ser bem,10.000000,0.000018,0.000200,0.384776
ser stf,12.000000,0.000022,0.000236,-0.571463
ser segundo,11.000000,0.000020,0.000218,-0.516717
ser cadeia,12.000000,0.000022,0.000236,0.805089
ser todos,29.000000,0.000053,0.000522,0.623628
ser politica,30.000000,0.000055,0.000539,0.534449
ser esquerda,11.000000,0.000020,0.000218,0.726423
ser corrupcao,16.000000,0.000029,0.000306,0.660881
ser ai,10.000000,0.000018,0.000200,0.697515
ser pra,30.000000,0.000055,0.000539,0.914459
ser pt,16.000000,0.000029,0.000306,0.566552
ser apos,19.000000,0.000035,0.000357,-0.010447
ser sistema,28.000000,0.000051,0.000506,0.725625
ser outros,25.000000,0.000046,0.000457,0.799895
ser assim,21.000000,0.000038,0.000391,1.086066
ser meio,11.000000,0.000020,0.000218,0.769225
ser gente,26.000000,0.000048,0.000474,1.422152
ser maio,16.000000,0.000029,0.000306,0.789287
ser r,18.000000,0.000033,0.000340,0.276146
ser pode,22.000000,0.000040,0.000407,0.557222
ser crimes,17.000000,0.000031,0.000323,0.362675
ser durante,14.000000,0.000026,0.000271,-0.136598
ser anos,24.000000,0.000044,0.000441,0.096140
ser porque,20.000000,0.000037,0.000374,0.871513
ser veja,13.000000,0.000024,0.000253,0.484294
ser momento,27.000000,0.000049,0.000490,1.610495
ser eua,14.000000,0.000026,0.000271,0.598143
ser alvo,135.000000,0.000247,0.002052,2.242207
ser investigacoes,19.000000,0.000035,0.000357,1.113245
ser inquerito,11.000000,0.000020,0.000218,0.378445
ser crime,20.000000,0.000037,0.000374,0.838322
ser ano,10.000000,0.000018,0.000200,-0.038005
ser grande,10.000000,0.000018,0.000200,0.382595
ser caso,29.000000,0.000053,0.000522,0.619811
ser vacinacao,16.000000,0.000029,0.000306,-1.427067
ser outras,11.000000,0.000020,0.000218,0.838635
ser busca,35.000000,0.000064,0.000619,0.113764
ser quatro,22.000000,0.000040,0.000407,1.513206
ser forma,10.000000,0.000018,0.000200,0.715588
ser policia,85.000000,0.000156,0.001364,0.460249
ser feito,23.000000,0.000042,0.000424,1.607982
ser policiais,23.000000,0.000042,0.000424,1.164538
ser qualquer,36.000000,0.000066,0.000634,1.776422
ser ha,17.000000,0.000031,0.000323,0.492623
ser dados,18.000000,0.000033,0.000340,-0.636875
ser pf,81.000000,0.000148,0.001307,0.187464
ser vacina,20.000000,0.000037,0.000374,-0.604343
ser mauro,15.000000,0.000027,0.000288,-0.877300
ser marielle,15.000000,0.000027,0.000288,0.712553
ser morte,11.000000,0.000020,0.000218,0.829303
ser fraude,26.000000,0.000048,0.000474,0.325120
ser cartao,22.000000,0.000040,0.000407,-0.148813
ser quartafeira,10.000000,0.000018,0.000200,-0.879770
ser investigacao,15.000000,0.000027,0.000288,0.068044
ser operacao,60.000000,0.000110,0.001001,0.109176
ser apreensao,23.000000,0.000042,0.000424,-0.286392
ser cid,17.000000,0.000031,0.000323,-0.921534
ser apreendido,12.000000,0.000022,0.000236,0.656096
brasileiro lula,23.000000,0.000042,0.000424,0.754711
brasileiro bolsonaro,94.000000,0.000172,0.001491,0.179374
brasileiro povo,17.000000,0.000031,0.000323,1.818972
brasileiro jair,17.000000,0.000031,0.000323,-0.101626
brasileiro agora,11.000000,0.000020,0.000218,1.025273
brasileiro presidente,17.000000,0.000031,0.000323,0.516461
brasileiro brasil,27.000000,0.000049,0.000490,0.850107
brasileiro governo,14.000000,0.000026,0.000271,0.547287
brasileiro sobre,13.000000,0.000024,0.000253,0.273654
brasileiro ter,10.000000,0.000018,0.000200,0.770430
brasileiro ser,19.000000,0.000035,0.000357,0.973483
brasileiro estao,14.000000,0.000026,0.000271,1.400251
brasileiro vai,13.000000,0.000024,0.000253,1.013491
brasileiro onde,10.000000,0.000018,0.000200,1.515763
brasileiro pais,15.000000,0.000027,0.000288,1.162427
brasileiro diz,12.000000,0.000022,0.000236,1.081935
brasileiro policia,13.000000,0.000024,0.000253,-0.085399
brasileiro fazer,12.000000,0.000022,0.000236,1.939247
brasileiro operacao,13.000000,0.000024,0.000253,-0.088165
brasileiro mandados,13.000000,0.000024,0.000253,1.163908
aliados lula,15.000000,0.000027,0.000288,0.770711
aliados bolsonaro,109.000000,0.000199,0.001700,0.770871
aliados jair,20.000000,0.000037,0.000374,0.504337
aliados pl,29.000000,0.000053,0.000522,1.545973
aliados federal,11.000000,0.000020,0.000218,-0.123678
aliados estao,11.000000,0.000020,0.000218,1.602533
aliados expresidente,38.000000,0.000070,0.000666,1.003118
aliados alexandre,15.000000,0.000027,0.000288,1.751420
aliados moraes,18.000000,0.000033,0.000340,1.583956
aliados apos,11.000000,0.000020,0.000218,1.218508
aliados hoje,15.000000,0.000027,0.000288,1.668851
aliados policia,13.000000,0.000024,0.000253,0.358046
aliados pf,33.000000,0.000060,0.000587,1.065021
aliados mauro,10.000000,0.000018,0.000200,0.492733
aliados fraude,10.000000,0.000018,0.000200,1.145108
aliados operacao,13.000000,0.000024,0.000253,0.355280
