Number of pairs,500350.000000
Number of unique pairs,14656
Average pair frequency,34.139602
Pair entropy,8.895257

Pair,Frequency,Proportion,Entropy Term,Mutual Information
governo assinou,27.000000,0.000054,0.000530,0.693391
governo neste,30.000000,0.000060,0.000583,-0.196902
governo domingo,20.000000,0.000040,0.000405,-0.914695
governo logo,23.000000,0.000046,0.000459,0.616995
governo apos,56.000000,0.000112,0.001018,-0.234209
governo medidas,64.000000,0.000128,0.001147,0.967209
governo area,12.000000,0.000024,0.000255,-0.187744
governo ministros,48.000000,0.000096,0.000888,0.952902
governo programa,51.000000,0.000102,0.000937,1.038456
governo medida,104.000000,0.000208,0.001762,1.255852
governo petrobras,32.000000,0.000064,0.000618,0.707286
governo processo,19.000000,0.000038,0.000387,0.144634
governo sob,24.000000,0.000048,0.000477,0.588680
governo uniao,21.000000,0.000042,0.000423,-0.285535
governo deve,48.000000,0.000096,0.000888,0.669491
governo brasileira,16.000000,0.000032,0.000331,-0.472394
governo nacional,71.000000,0.000142,0.001257,-0.107428
governo entao,31.000000,0.000062,0.000600,0.433899
governo ministro,69.000000,0.000138,0.001226,-0.110854
governo apoiadores,16.000000,0.000032,0.000331,-1.023386
governo apenas,10.000000,0.000020,0.000216,-0.706191
governo acao,16.000000,0.000032,0.000331,-0.042032
governo deste,10.000000,0.000020,0.000216,-0.700988
governo sigilo,50.000000,0.000100,0.000920,0.642747
governo haddad,19.000000,0.000038,0.000387,0.306275
governo armas,22.000000,0.000044,0.000441,-0.742031
governo povo,50.000000,0.000100,0.000920,0.011475
governo brasileiro,57.000000,0.000114,0.001034,0.674836
governo lei,10.000000,0.000020,0.000216,-0.862811
governo decreto,64.000000,0.000128,0.001147,0.344187
governo voces,13.000000,0.000026,0.000274,0.078016
governo durante,74.000000,0.000148,0.001304,0.388734
governo sobre,71.000000,0.000142,0.001257,-0.169747
governo informacoes,25.000000,0.000050,0.000495,0.103529
governo administracao,38.000000,0.000076,0.000720,1.245380
governo publica,54.000000,0.000108,0.000986,0.457344
governo moraes,18.000000,0.000036,0.000368,-0.165711
governo quer,22.000000,0.000044,0.000441,0.348270
governo novo,68.000000,0.000136,0.001210,0.177658
governo diz,49.000000,0.000098,0.000904,0.433578
governo menos,28.000000,0.000056,0.000548,0.551775
governo impostos,39.000000,0.000078,0.000737,0.772136
governo vai,131.000000,0.000262,0.002159,0.701973
governo atos,39.000000,0.000078,0.000737,-0.318664
governo seguranca,78.000000,0.000156,0.001367,0.571023
governo fazer,26.000000,0.000052,0.000513,-0.084430
governo santos,13.000000,0.000026,0.000274,0.054961
governo eua,47.000000,0.000094,0.000871,0.550666
governo politica,76.000000,0.000152,0.001335,0.389875
governo messias,17.000000,0.000034,0.000350,0.170296
governo toda,15.000000,0.000030,0.000312,0.057433
governo poder,13.000000,0.000026,0.000274,-0.924800
governo estao,37.000000,0.000074,0.000703,-0.069142
governo direita,12.000000,0.000024,0.000255,-0.450294
governo deu,16.000000,0.000032,0.000331,0.220753
governo dias,57.000000,0.000114,0.001034,0.318040
governo leia,29.000000,0.000058,0.000565,0.281943
governo grande,56.000000,0.000112,0.001018,0.894572
governo fim,26.000000,0.000052,0.000513,0.103110
governo ainda,85.000000,0.000170,0.001475,0.342207
governo frente,40.000000,0.000080,0.000754,0.342643
governo desta,14.000000,0.000028,0.000293,-0.057517
governo alguns,11.000000,0.000022,0.000236,-0.148461
governo enquanto,19.000000,0.000038,0.000387,0.199412
governo outros,12.000000,0.000024,0.000255,-0.636642
governo casa,28.000000,0.000056,0.000548,0.049684
governo grupo,40.000000,0.000080,0.000754,0.314643
governo pessoas,46.000000,0.000092,0.000854,0.100254
governo estado,31.000000,0.000062,0.000600,-0.129946
governo brasilia,45.000000,0.000090,0.000838,-0.589273
governo disse,46.000000,0.000092,0.000854,-0.241739
governo sao,73.000000,0.000146,0.001289,0.090596
governo petista,56.000000,0.000112,0.001018,1.090151
governo hora,14.000000,0.000028,0.000293,0.202957
governo nome,23.000000,0.000046,0.000459,0.669180
governo foto,13.000000,0.000026,0.000274,-0.268402
governo cargo,27.000000,0.000054,0.000530,0.118676
governo republica,28.000000,0.000056,0.000548,-0.203530
governo tempo,13.000000,0.000026,0.000274,-0.360897
governo lado,10.000000,0.000020,0.000216,-0.204551
governo ai,12.000000,0.000024,0.000255,0.030569
governo acoes,25.000000,0.000050,0.000495,0.308182
governo presidencia,28.000000,0.000056,0.000548,0.202957
governo sociedade,14.000000,0.000028,0.000293,0.149213
governo civil,15.000000,0.000030,0.000312,0.052494
governo quatro,19.000000,0.000038,0.000387,0.088660
governo janeiro,32.000000,0.000064,0.000618,0.135679
governo politicas,41.000000,0.000082,0.000771,0.776511
governo publicas,14.000000,0.000028,0.000293,0.137652
governo parte,34.000000,0.000068,0.000652,-0.028595
governo acabar,63.000000,0.000126,0.001131,1.750929
governo novos,13.000000,0.000026,0.000274,0.049279
governo pandemia,32.000000,0.000064,0.000618,0.984651
governo todo,29.000000,0.000058,0.000565,0.167013
governo pais,44.000000,0.000088,0.000821,-0.324928
governo diante,29.000000,0.000058,0.000565,1.001066
governo oficial,15.000000,0.000030,0.000312,-0.110763
governo volta,19.000000,0.000038,0.000387,0.144634
governo ter,69.000000,0.000138,0.001226,0.522712
governo verdade,18.000000,0.000036,0.000368,0.485427
governo social,12.000000,0.000024,0.000255,-0.520404
governo apoio,10.000000,0.000020,0.000216,-0.514134
governo atual,36.000000,0.000072,0.000686,0.843006
governo planalto,27.000000,0.000054,0.000530,-0.601870
governo dois,11.000000,0.000022,0.000236,-0.539166
governo primeiro,48.000000,0.000096,0.000888,0.385739
governo faixa,13.000000,0.000026,0.000274,-0.328420
governo camara,16.000000,0.000032,0.000331,0.136934
governo deputados,10.000000,0.000020,0.000216,-0.610016
governo deixou,25.000000,0.000050,0.000495,0.656170
governo faz,28.000000,0.000056,0.000548,0.474412
governo militar,16.000000,0.000032,0.000331,-0.498020
governo eleicao,10.000000,0.000020,0.000216,-0.532826
governo instituicoes,28.000000,0.000056,0.000548,0.930429
governo eleicoes,26.000000,0.000052,0.000513,-0.091837
governo via,26.000000,0.000052,0.000513,0.372524
governo fala,19.000000,0.000038,0.000387,0.414703
governo sigilos,38.000000,0.000076,0.000720,1.032546
governo federais,15.000000,0.000030,0.000312,-0.083190
governo secretaria,24.000000,0.000048,0.000477,0.213493
governo cultura,12.000000,0.000024,0.000255,0.033586
governo esquerda,13.000000,0.000026,0.000274,-0.399611
governo sera,77.000000,0.000154,0.001351,0.602861
governo fundo,12.000000,0.000024,0.000255,-0.158257
governo amazonia,10.000000,0.000020,0.000216,-0.213086
governo meio,22.000000,0.000044,0.000441,-0.117775
governo ato,13.000000,0.000026,0.000274,-0.270462
governo df,47.000000,0.000094,0.000871,0.841371
governo acesso,28.000000,0.000056,0.000548,0.462412
governo mercado,12.000000,0.000024,0.000255,-0.036414
governo so,45.000000,0.000090,0.000838,0.114300
governo vao,14.000000,0.000028,0.000293,0.049684
governo antes,39.000000,0.000078,0.000737,0.259755
governo mandato,21.000000,0.000042,0.000423,-0.029549
governo alexandre,18.000000,0.000036,0.000368,-0.083190
governo salario,20.000000,0.000040,0.000405,0.208803
governo minimo,12.000000,0.000024,0.000255,-0.053174
governo desoneracao,32.000000,0.000064,0.000618,1.109423
governo combustiveis,35.000000,0.000070,0.000669,0.449376
governo justica,35.000000,0.000070,0.000669,-0.167124
governo ultimo,11.000000,0.000022,0.000236,-0.289178
governo havia,57.000000,0.000114,0.001034,1.375255
governo sido,17.000000,0.000034,0.000350,0.003994
governo assim,25.000000,0.000050,0.000495,0.248905
governo sempre,23.000000,0.000046,0.000459,0.064669
governo sendo,24.000000,0.000048,0.000477,-0.006390
governo bolsonaristas,20.000000,0.000040,0.000405,-0.627013
governo ano,41.000000,0.000082,0.000771,0.154616
governo politico,14.000000,0.000028,0.000293,-0.303565
governo uso,24.000000,0.000048,0.000477,0.510258
governo decisao,24.000000,0.000048,0.000477,0.593957
governo todas,18.000000,0.000036,0.000368,-0.145710
governo podem,20.000000,0.000040,0.000405,0.565786
governo dezembro,22.000000,0.000044,0.000441,0.048249
governo ministerios,27.000000,0.000054,0.000530,0.316913
governo nunca,21.000000,0.000042,0.000423,0.180712
governo governador,35.000000,0.000070,0.000669,0.419985
governo deixa,15.000000,0.000030,0.000312,0.134592
governo situacao,11.000000,0.000022,0.000236,0.015351
governo gestao,78.000000,0.000156,0.001367,0.862691
governo afirmou,35.000000,0.000070,0.000669,0.012489
governo saude,22.000000,0.000044,0.000441,-0.100632
governo forma,18.000000,0.000036,0.000368,-0.185319
governo deixar,11.000000,0.000022,0.000236,0.031665
governo eleito,110.000000,0.000220,0.001852,2.001544
governo vez,22.000000,0.000044,0.000441,-0.010209
governo nova,44.000000,0.000088,0.000821,0.430573
governo milhoes,33.000000,0.000066,0.000635,0.521156
governo precisa,22.000000,0.000044,0.000441,0.618794
governo bem,31.000000,0.000062,0.000600,0.298624
governo crime,11.000000,0.000022,0.000236,-0.025859
governo eduardo,11.000000,0.000022,0.000236,-0.131840
governo caso,36.000000,0.000072,0.000686,0.585177
governo palacio,26.000000,0.000052,0.000513,-0.704326
governo escolas,14.000000,0.000028,0.000293,0.155044
governo direitos,12.000000,0.000024,0.000255,0.051879
governo equipe,27.000000,0.000054,0.000530,0.741272
governo melhor,18.000000,0.000036,0.000368,0.352291
governo outras,19.000000,0.000038,0.000387,0.296300
governo educacao,46.000000,0.000092,0.000854,0.515030
governo pasta,26.000000,0.000052,0.000513,0.681968
governo segundo,85.000000,0.000170,0.001475,0.744194
governo tres,15.000000,0.000030,0.000312,-0.723344
governo acordo,13.000000,0.000026,0.000274,-0.243349
governo aumento,47.000000,0.000094,0.000871,1.414048
governo numero,19.000000,0.000038,0.000387,0.558664
governo ha,35.000000,0.000070,0.000669,0.152708
governo congresso,48.000000,0.000096,0.000888,-0.373891
governo tera,44.000000,0.000088,0.000821,1.398415
governo deputado,32.000000,0.000064,0.000618,0.444921
governo intervencao,10.000000,0.000020,0.000216,-0.728433
governo serao,24.000000,0.000048,0.000477,0.549965
governo pouco,10.000000,0.000020,0.000216,-0.063645
governo r,119.000000,0.000238,0.001984,0.722603
governo inicio,16.000000,0.000032,0.000331,0.204492
governo policia,11.000000,0.000022,0.000236,-1.074593
governo relacao,18.000000,0.000036,0.000368,0.418123
governo secretario,59.000000,0.000118,0.001067,1.140476
governo forcas,54.000000,0.000108,0.000986,0.841499
governo armadas,13.000000,0.000026,0.000274,-0.075718
governo comando,12.000000,0.000024,0.000255,-0.150748
governo pra,10.000000,0.000020,0.000216,-1.120841
governo passado,19.000000,0.000038,0.000387,0.514493
governo gente,26.000000,0.000052,0.000513,0.272068
governo campanha,15.000000,0.000030,0.000312,-0.054835
governo voce,10.000000,0.000020,0.000216,-0.654716
governo ultimos,18.000000,0.000036,0.000368,0.335807
governo forca,36.000000,0.000072,0.000686,0.717710
governo terroristas,28.000000,0.000056,0.000548,0.272827
governo flavio,11.000000,0.000022,0.000236,-0.397637
governo onde,20.000000,0.000040,0.000405,-0.324237
governo maior,31.000000,0.000062,0.000600,0.586306
governo historia,38.000000,0.000076,0.000720,0.962518
governo cerimonia,27.000000,0.000054,0.000530,0.670283
governo violencia,10.000000,0.000020,0.000216,-0.079959
governo esplanada,11.000000,0.000022,0.000236,-0.479818
governo invasao,18.000000,0.000036,0.000368,-0.113201
governo bilhoes,57.000000,0.000114,0.001034,1.130450
governo desde,24.000000,0.000048,0.000477,-0.245373
governo fonte,11.000000,0.000022,0.000236,-0.380358
governo chegou,45.000000,0.000090,0.000838,1.163498
governo local,14.000000,0.000028,0.000293,0.126224
governo pois,11.000000,0.000022,0.000236,-0.347132
governo dinheiro,19.000000,0.000038,0.000387,0.331657
governo publicos,12.000000,0.000024,0.000255,-0.216385
governo bolsonarista,20.000000,0.000040,0.000405,0.508799
governo distrito,170.000000,0.000340,0.002714,1.851963
governo exministro,26.000000,0.000052,0.000513,0.739597
governo anderson,38.000000,0.000076,0.000720,1.133312
governo torres,43.000000,0.000086,0.000805,1.057558
governo periodo,14.000000,0.000028,0.000293,0.234113
governo populacao,16.000000,0.000032,0.000331,0.141972
governo militares,14.000000,0.000028,0.000293,-0.218735
governo ministra,20.000000,0.000040,0.000405,0.098487
governo semana,24.000000,0.000048,0.000477,0.662383
governo preco,32.000000,0.000064,0.000618,0.903030
governo mil,50.000000,0.000100,0.000920,0.810771
brasil governo,218.000000,0.000436,0.003372,0.184278
brasil florida,27.000000,0.000054,0.000530,0.882780
brasil presidente,270.000000,0.000540,0.004060,0.506872
brasil bolsonaro,677.000000,0.001353,0.008937,0.342299
brasil brasileiros,53.000000,0.000106,0.000970,0.936061
brasil veja,24.000000,0.000048,0.000477,0.418474
brasil porque,33.000000,0.000066,0.000635,0.538370
brasil alem,26.000000,0.000052,0.000513,0.115930
brasil tambem,60.000000,0.000120,0.001083,-0.100745
brasil posse,114.000000,0.000228,0.001911,0.465424
brasil lula,495.000000,0.000989,0.006845,0.662063
brasil noticias,66.000000,0.000132,0.001178,1.042628
brasil pode,27.000000,0.000054,0.000530,0.096851
brasil ser,118.000000,0.000236,0.001970,0.479242
brasil preso,17.000000,0.000034,0.000350,0.344786
brasil general,19.000000,0.000038,0.000387,0.208347
brasil alvorada,19.000000,0.000038,0.000387,0.467791
brasil tudo,77.000000,0.000154,0.001351,1.052547
brasil manifestantes,52.000000,0.000104,0.000953,0.523835
brasil tv,30.000000,0.000060,0.000583,1.191902
brasil fez,18.000000,0.000036,0.000368,-0.204404
brasil discurso,36.000000,0.000072,0.000686,0.735144
brasil direito,23.000000,0.000046,0.000459,0.592384
brasil todos,121.000000,0.000242,0.002014,0.836354
brasil agora,89.000000,0.000178,0.001536,0.693714
brasil decretos,16.000000,0.000032,0.000331,0.225054
brasil dia,83.000000,0.000166,0.001444,0.423997
brasil anos,62.000000,0.000124,0.001115,0.056812
brasil valor,20.000000,0.000040,0.000405,0.206247
brasil aqui,29.000000,0.000058,0.000565,0.789324
brasil conta,12.000000,0.000024,0.000255,0.069327
brasil redes,22.000000,0.000044,0.000441,-0.301897
brasil sociais,30.000000,0.000060,0.000583,-0.077093
brasil twitter,50.000000,0.000100,0.000920,1.220799
brasil psol,18.000000,0.000036,0.000368,0.040364
brasil nesta,38.000000,0.000076,0.000720,0.278385
brasil prisao,21.000000,0.000042,0.000423,-0.398335
brasil expresidente,119.000000,0.000238,0.001984,0.135183
brasil jair,173.000000,0.000346,0.002756,0.197877
brasil pl,50.000000,0.000100,0.000920,-0.314031
brasil junto,12.000000,0.000024,0.000255,0.342837
brasil supremo,12.000000,0.000024,0.000255,-0.950711
brasil tribunal,14.000000,0.000028,0.000293,-0.844441
brasil federal,25.000000,0.000050,0.000495,-1.363235
brasil stf,35.000000,0.000070,0.000669,-0.304034
brasil partido,26.000000,0.000052,0.000513,0.183967
brasil contra,58.000000,0.000116,0.001051,0.069240
brasil democracia,69.000000,0.000138,0.001226,0.784957
brasil economia,18.000000,0.000036,0.000368,0.513308
brasil paulo,19.000000,0.000038,0.000387,-0.132295
brasil ministerio,31.000000,0.000062,0.000600,-0.204033
brasil deus,67.000000,0.000134,0.001194,1.628864
brasil vida,11.000000,0.000022,0.000236,-0.375869
brasil primeira,19.000000,0.000038,0.000387,0.201061
brasil michelle,22.000000,0.000044,0.000441,0.545717
brasil familia,49.000000,0.000098,0.000904,0.994033
brasil vamos,44.000000,0.000088,0.000821,0.827517
brasil estados,61.000000,0.000122,0.001099,0.992122
brasil unidos,43.000000,0.000086,0.000805,0.855666
brasil hoje,46.000000,0.000092,0.000854,0.425330
brasil exercito,25.000000,0.000050,0.000495,0.233299
brasil luiz,49.000000,0.000098,0.000904,0.248621
brasil inacio,45.000000,0.000090,0.000838,0.232192
brasil silva,58.000000,0.000116,0.001051,0.193952
brasil pt,38.000000,0.000076,0.000720,-0.334147
brasil assinou,16.000000,0.000032,0.000331,0.387702
brasil neste,34.000000,0.000068,0.000652,0.145820
brasil domingo,32.000000,0.000064,0.000618,-0.227132
brasil apos,98.000000,0.000196,0.001672,0.542967
brasil medidas,14.000000,0.000028,0.000293,-0.335058
brasil ministros,15.000000,0.000030,0.000312,0.007311
brasil programa,21.000000,0.000042,0.000423,0.368713
brasil medida,13.000000,0.000026,0.000274,-0.606030
brasil petrobras,16.000000,0.000032,0.000331,0.231698
brasil processo,20.000000,0.000040,0.000405,0.413486
brasil sob,16.000000,0.000032,0.000331,0.400774
brasil uniao,11.000000,0.000022,0.000236,-0.714602
brasil deve,43.000000,0.000086,0.000805,0.777049
brasil empresa,29.000000,0.000058,0.000565,1.176751
brasil brasileira,63.000000,0.000126,0.001131,1.115711
brasil nacional,33.000000,0.000066,0.000635,-0.656041
brasil entao,20.000000,0.000040,0.000405,0.213204
brasil ministro,68.000000,0.000136,0.001210,0.092107
brasil carlos,15.000000,0.000030,0.000312,0.352151
brasil defesa,11.000000,0.000022,0.000236,-0.180077
brasil apoiadores,52.000000,0.000104,0.000953,0.372829
brasil apenas,71.000000,0.000142,0.001257,1.471463
brasil acao,10.000000,0.000020,0.000216,-0.294476
brasil sigilo,12.000000,0.000024,0.000255,-0.566810
brasil haddad,12.000000,0.000024,0.000255,0.064302
brasil armas,26.000000,0.000052,0.000513,-0.357417
brasil povo,83.000000,0.000166,0.001444,0.735853
brasil brasileiro,50.000000,0.000100,0.000920,0.761367
brasil desse,10.000000,0.000020,0.000216,0.039060
brasil decreto,22.000000,0.000044,0.000441,-0.506094
brasil voces,22.000000,0.000044,0.000441,0.821669
brasil durante,31.000000,0.000062,0.000600,-0.263785
brasil sobre,41.000000,0.000082,0.000771,-0.501295
brasil informacoes,32.000000,0.000064,0.000618,0.567948
brasil publica,14.000000,0.000028,0.000293,-0.675023
brasil moraes,20.000000,0.000040,0.000405,0.157209
brasil quer,22.000000,0.000044,0.000441,0.565830
brasil novo,79.000000,0.000158,0.001382,0.545157
brasil diz,41.000000,0.000082,0.000771,0.472890
brasil vai,79.000000,0.000158,0.001382,0.413783
brasil atos,40.000000,0.000080,0.000754,-0.075787
brasil seguranca,33.000000,0.000066,0.000635,-0.071619
brasil fazer,18.000000,0.000036,0.000368,-0.234595
brasil eua,44.000000,0.000088,0.000821,0.702268
brasil politica,97.000000,0.000194,0.001657,0.851412
brasil messias,41.000000,0.000082,0.000771,1.268214
brasil toda,22.000000,0.000044,0.000441,0.657985
brasil poder,21.000000,0.000042,0.000423,-0.227667
brasil estao,33.000000,0.000066,0.000635,0.034007
brasil direita,28.000000,0.000056,0.000548,0.614563
brasil deu,16.000000,0.000032,0.000331,0.438312
brasil dias,35.000000,0.000070,0.000669,0.047896
brasil cada,13.000000,0.000026,0.000274,0.355654
brasil leia,20.000000,0.000040,0.000405,0.127939
brasil grande,23.000000,0.000046,0.000459,0.222274
brasil fim,27.000000,0.000054,0.000530,0.358410
brasil ainda,48.000000,0.000096,0.000888,-0.011684
brasil frente,46.000000,0.000092,0.000854,0.699964
brasil alguns,16.000000,0.000032,0.000331,0.443792
brasil enquanto,24.000000,0.000048,0.000477,0.650586
brasil outros,14.000000,0.000028,0.000293,-0.264932
brasil casa,18.000000,0.000036,0.000368,-0.174590
brasil grupo,21.000000,0.000042,0.000423,-0.112154
brasil pessoas,17.000000,0.000034,0.000350,-0.677614
brasil estado,29.000000,0.000058,0.000565,0.020922
brasil brasilia,95.000000,0.000190,0.001627,0.375501
brasil disse,62.000000,0.000124,0.001115,0.274314
brasil sao,54.000000,0.000108,0.000986,0.006680
brasil petista,12.000000,0.000024,0.000255,-0.232734
brasil hora,16.000000,0.000032,0.000331,0.554048
brasil foto,34.000000,0.000068,0.000652,0.910569
brasil news,13.000000,0.000026,0.000274,0.008623
brasil cargo,23.000000,0.000046,0.000459,0.175893
brasil republica,15.000000,0.000030,0.000312,-0.610124
brasil momento,22.000000,0.000044,0.000441,0.360450
brasil sistema,11.000000,0.000022,0.000236,0.146169
brasil lado,14.000000,0.000028,0.000293,0.349481
brasil sociedade,11.000000,0.000022,0.000236,0.125611
brasil quatro,17.000000,0.000034,0.000350,0.194994
brasil janeiro,46.000000,0.000092,0.000854,0.716144
brasil politicas,10.000000,0.000020,0.000216,-0.416916
brasil parte,65.000000,0.000130,0.001163,0.836991
brasil novos,18.000000,0.000036,0.000368,0.592261
brasil todo,26.000000,0.000052,0.000513,0.275373
brasil pais,94.000000,0.000188,0.001612,0.651737
brasil volta,62.000000,0.000124,0.001115,1.544889
brasil ter,27.000000,0.000054,0.000530,-0.197998
brasil social,13.000000,0.000026,0.000274,-0.222801
brasil apoio,51.000000,0.000102,0.000937,1.332666
brasil atual,15.000000,0.000030,0.000312,0.185097
brasil planalto,18.000000,0.000036,0.000368,-0.789775
brasil liberdade,31.000000,0.000062,0.000600,1.099711
brasil dois,18.000000,0.000036,0.000368,0.170870
brasil primeiro,66.000000,0.000132,0.001178,0.921752
brasil faixa,14.000000,0.000028,0.000293,-0.036753
brasil camara,11.000000,0.000022,0.000236,-0.020200
brasil deputados,11.000000,0.000022,0.000236,-0.297146
brasil deixou,27.000000,0.000054,0.000530,0.950691
brasil faz,16.000000,0.000032,0.000331,0.132356
brasil militar,18.000000,0.000036,0.000368,-0.162677
brasil eleicao,13.000000,0.000026,0.000274,-0.052902
brasil golpe,31.000000,0.000062,0.000600,0.785738
brasil instituicoes,22.000000,0.000044,0.000441,0.906827
brasil eleicoes,15.000000,0.000030,0.000312,-0.424324
brasil via,17.000000,0.000034,0.000350,0.165201
brasil fala,20.000000,0.000040,0.000405,0.683556
brasil secretaria,10.000000,0.000020,0.000216,-0.444416
brasil cultura,15.000000,0.000030,0.000312,0.474289
brasil esquerda,49.000000,0.000098,0.000904,1.144819
brasil sera,40.000000,0.000080,0.000754,0.165494
brasil meio,21.000000,0.000042,0.000423,0.053264
brasil ambiente,13.000000,0.000026,0.000274,0.298496
brasil jornal,110.000000,0.000220,0.001852,2.016933
brasil mercado,19.000000,0.000038,0.000387,0.640678
brasil so,60.000000,0.000120,0.001083,0.619542
brasil vao,34.000000,0.000068,0.000652,1.154546
brasil antes,36.000000,0.000072,0.000686,0.397272
brasil imprensa,22.000000,0.000044,0.000441,0.939088
brasil mandato,26.000000,0.000052,0.000513,0.401584
brasil alexandre,26.000000,0.000052,0.000513,0.502095
brasil salario,12.000000,0.000024,0.000255,-0.084463
brasil justica,46.000000,0.000092,0.000854,0.323729
brasil manifestacoes,15.000000,0.000030,0.000312,0.371045
brasil resultado,10.000000,0.000020,0.000216,-0.218103
brasil havia,15.000000,0.000030,0.000312,0.257814
brasil assim,23.000000,0.000046,0.000459,0.383083
brasil sempre,39.000000,0.000078,0.000737,0.810296
brasil sendo,13.000000,0.000026,0.000274,-0.401935
brasil bolsonaristas,45.000000,0.000090,0.000838,0.401476
brasil ano,32.000000,0.000064,0.000618,0.124340
brasil politico,13.000000,0.000026,0.000274,-0.160113
brasil decisao,12.000000,0.000024,0.000255,0.118369
brasil podem,24.000000,0.000048,0.000477,0.965667
brasil dezembro,14.000000,0.000028,0.000293,-0.186176
brasil ministerios,13.000000,0.000026,0.000274,-0.196415
brasil nunca,25.000000,0.000050,0.000495,0.572625
brasil video,24.000000,0.000048,0.000477,0.041996
brasil governador,15.000000,0.000030,0.000312,-0.209754
brasil situacao,12.000000,0.000024,0.000255,0.319922
brasil gestao,25.000000,0.000050,0.000495,-0.057583
brasil afirmou,34.000000,0.000068,0.000652,0.201061
brasil saude,14.000000,0.000028,0.000293,-0.335058
brasil forma,15.000000,0.000030,0.000312,-0.150081
brasil la,10.000000,0.000020,0.000216,-0.006794
brasil eleito,16.000000,0.000032,0.000331,0.291212
brasil vez,42.000000,0.000084,0.000788,0.853978
brasil nova,17.000000,0.000034,0.000350,-0.302844
brasil milhoes,34.000000,0.000068,0.000652,0.768568
brasil precisa,39.000000,0.000078,0.000737,1.408873
brasil bem,33.000000,0.000066,0.000635,0.578704
brasil crime,15.000000,0.000030,0.000312,0.501856
brasil eduardo,10.000000,0.000020,0.000216,-0.009591
brasil caso,30.000000,0.000060,0.000583,0.620415
brasil noticia,18.000000,0.000036,0.000368,0.659636
brasil informacao,13.000000,0.000026,0.000274,0.261189
brasil palacio,29.000000,0.000058,0.000565,-0.377568
brasil melhor,31.000000,0.000062,0.000600,1.113466
brasil outras,12.000000,0.000024,0.000255,0.054327
brasil educacao,33.000000,0.000066,0.000635,0.400456
brasil segundo,28.000000,0.000056,0.000548,-0.148693
brasil tres,20.000000,0.000040,0.000405,-0.218103
brasil acordo,18.000000,0.000036,0.000368,0.299633
