Number of pairs,500350.000000
Number of unique pairs,14656
Average pair frequency,34.139602
Pair entropy,8.895257

Pair,Frequency,Proportion,Entropy Term,Mutual Information
federal lei,11.000000,0.000022,0.000236,-0.149394
federal decreto,25.000000,0.000050,0.000495,0.022286
federal durante,35.000000,0.000070,0.000669,0.258123
federal sobre,71.000000,0.000142,0.001257,0.448360
federal informacoes,17.000000,0.000034,0.000350,0.335972
federal publica,85.000000,0.000170,0.001475,1.529118
federal moraes,54.000000,0.000108,0.000986,1.551008
federal novo,29.000000,0.000058,0.000565,-0.056448
federal impostos,13.000000,0.000026,0.000274,0.291630
federal vai,22.000000,0.000044,0.000441,-0.464075
federal atos,102.000000,0.000204,0.001732,1.260854
federal dados,66.000000,0.000132,0.001178,2.202721
federal seguranca,155.000000,0.000310,0.002503,1.875846
federal fazer,22.000000,0.000044,0.000441,0.366623
federal politica,31.000000,0.000062,0.000600,0.111235
federal poder,23.000000,0.000046,0.000459,0.263851
federal estao,36.000000,0.000072,0.000686,0.521565
federal dias,29.000000,0.000058,0.000565,0.260391
federal leia,18.000000,0.000036,0.000368,0.423125
federal grande,15.000000,0.000030,0.000312,0.195377
federal fim,31.000000,0.000062,0.000600,0.897107
federal ainda,18.000000,0.000036,0.000368,-0.591966
federal frente,28.000000,0.000056,0.000548,0.604074
federal grupo,18.000000,0.000036,0.000368,0.134242
federal pessoas,24.000000,0.000048,0.000477,0.067773
federal estado,24.000000,0.000048,0.000477,0.232227
federal brasilia,86.000000,0.000172,0.001490,0.676518
federal disse,42.000000,0.000084,0.000788,0.285396
federal sao,37.000000,0.000074,0.000703,0.029160
federal foto,10.000000,0.000020,0.000216,0.087340
federal republica,14.000000,0.000028,0.000293,-0.278571
federal acoes,29.000000,0.000058,0.000565,1.074708
federal janeiro,99.000000,0.000198,0.001687,1.883169
federal parte,31.000000,0.000062,0.000600,0.497138
federal pandemia,10.000000,0.000020,0.000216,0.439606
federal todo,18.000000,0.000036,0.000368,0.308195
federal pais,18.000000,0.000036,0.000368,-0.600639
federal diante,30.000000,0.000060,0.000583,1.653073
federal ter,29.000000,0.000058,0.000565,0.274008
federal planalto,103.000000,0.000206,0.001747,1.355129
federal dois,14.000000,0.000028,0.000293,0.320103
federal camara,10.000000,0.000020,0.000216,0.285037
federal deputados,11.000000,0.000022,0.000236,0.103401
federal antidemocraticos,16.000000,0.000032,0.000331,0.833410
federal militar,46.000000,0.000092,0.000854,1.176140
federal eleicoes,17.000000,0.000034,0.000350,0.101386
federal via,10.000000,0.000020,0.000216,0.035119
federal sigilos,14.000000,0.000028,0.000293,0.652124
federal secretaria,22.000000,0.000044,0.000441,0.744588
federal sera,27.000000,0.000054,0.000530,0.172999
federal fundo,15.000000,0.000030,0.000312,0.682993
federal meio,12.000000,0.000024,0.000255,-0.105805
federal ato,22.000000,0.000044,0.000441,0.873738
federal df,124.000000,0.000248,0.002058,2.429611
federal tarde,59.000000,0.000118,0.001067,1.847963
federal so,19.000000,0.000038,0.000387,-0.129817
federal antes,16.000000,0.000032,0.000331,-0.013112
federal alexandre,56.000000,0.000112,0.001018,1.669897
federal salario,14.000000,0.000028,0.000293,0.470234
federal combustiveis,16.000000,0.000032,0.000331,0.284723
federal justica,88.000000,0.000176,0.001521,1.372971
federal ultimo,13.000000,0.000026,0.000274,0.495982
federal sido,17.000000,0.000034,0.000350,0.622100
federal assim,18.000000,0.000036,0.000368,0.538507
federal sempre,13.000000,0.000026,0.000274,0.112231
federal sendo,14.000000,0.000028,0.000293,0.072720
federal bolsonaristas,39.000000,0.000078,0.000737,0.658922
federal ano,32.000000,0.000064,0.000618,0.524886
federal eleitoral,23.000000,0.000046,0.000459,0.899840
federal todas,22.000000,0.000044,0.000441,0.673067
federal dezembro,11.000000,0.000022,0.000236,-0.026792
federal ministerios,14.000000,0.000028,0.000293,0.278240
federal governador,63.000000,0.000126,0.001131,1.625878
federal gestao,10.000000,0.000020,0.000216,-0.573327
federal afirmou,27.000000,0.000054,0.000530,0.371084
federal publico,16.000000,0.000032,0.000331,0.337918
federal eleito,24.000000,0.000048,0.000477,1.097224
federal bem,14.000000,0.000028,0.000293,0.121800
federal eduardo,59.000000,0.000118,0.001067,2.165908
federal caso,24.000000,0.000048,0.000477,0.797819
federal palacio,113.000000,0.000226,0.001896,1.383071
federal gas,15.000000,0.000030,0.000312,0.853908
federal segundo,29.000000,0.000058,0.000565,0.286945
federal tres,21.000000,0.000042,0.000423,0.231234
federal acordo,11.000000,0.000022,0.000236,0.207704
federal ha,22.000000,0.000044,0.000441,0.306508
federal congresso,74.000000,0.000148,0.001304,0.677079
federal intervencao,42.000000,0.000084,0.000788,1.324757
federal r,53.000000,0.000106,0.000970,0.531878
federal filho,13.000000,0.000026,0.000274,0.678781
federal policia,94.000000,0.000188,0.001612,1.688912
federal secretario,44.000000,0.000088,0.000821,1.465235
federal forcas,66.000000,0.000132,0.001178,1.660276
federal armadas,14.000000,0.000028,0.000293,0.616497
federal comando,32.000000,0.000064,0.000618,1.448188
federal passado,14.000000,0.000028,0.000293,0.827218
federal forca,24.000000,0.000048,0.000477,0.930352
federal terroristas,32.000000,0.000064,0.000618,1.024465
federal onde,18.000000,0.000036,0.000368,0.188509
federal violencia,18.000000,0.000036,0.000368,1.125934
federal esplanada,13.000000,0.000026,0.000274,0.305342
federal invasao,81.000000,0.000162,0.001413,2.008983
federal bilhoes,23.000000,0.000046,0.000459,0.841000
federal executivo,18.000000,0.000036,0.000368,0.862823
federal desde,12.000000,0.000024,0.000255,-0.320413
federal chegou,22.000000,0.000044,0.000441,1.065985
federal local,10.000000,0.000020,0.000216,0.407858
federal outro,11.000000,0.000022,0.000236,0.643214
federal poderes,10.000000,0.000020,0.000216,-0.235789
federal bolsonarista,17.000000,0.000034,0.000350,0.964387
federal distrito,127.000000,0.000254,0.002101,2.178458
federal exministro,56.000000,0.000112,0.001018,2.124959
federal anderson,90.000000,0.000180,0.001551,2.613642
federal torres,85.000000,0.000170,0.001475,2.357116
federal rio,12.000000,0.000024,0.000255,0.694909
federal militares,11.000000,0.000022,0.000236,0.158209
federal golpistas,30.000000,0.000060,0.000583,0.986595
federal mil,16.000000,0.000032,0.000331,0.289444
federal ordem,25.000000,0.000050,0.000495,1.164332
federal policiais,20.000000,0.000040,0.000405,1.089705
federal invadiram,35.000000,0.000070,0.000669,1.107520
federal predios,31.000000,0.000062,0.000600,1.447054
stf governo,21.000000,0.000042,0.000423,-1.032419
stf brasil,26.000000,0.000052,0.000513,-0.601285
stf presidente,56.000000,0.000112,0.001018,0.057077
stf bolsonaro,271.000000,0.000542,0.004074,0.550022
stf veja,10.000000,0.000020,0.000216,0.666281
stf tambem,35.000000,0.000070,0.000669,0.483535
stf posse,10.000000,0.000020,0.000216,-0.844914
stf lula,68.000000,0.000136,0.001210,-0.199711
stf noticias,13.000000,0.000026,0.000274,0.541199
stf pode,13.000000,0.000026,0.000274,0.489239
stf ser,20.000000,0.000040,0.000405,-0.172434
stf preso,10.000000,0.000020,0.000216,0.937434
stf general,24.000000,0.000048,0.000477,1.565238
stf manifestantes,51.000000,0.000102,0.000937,1.627692
stf todos,31.000000,0.000062,0.000600,0.597826
stf agora,32.000000,0.000064,0.000618,0.794089
stf dia,12.000000,0.000024,0.000255,-0.386661
stf redes,28.000000,0.000056,0.000548,1.062541
stf sociais,13.000000,0.000026,0.000274,0.209935
stf psol,31.000000,0.000062,0.000600,1.707255
stf nesta,26.000000,0.000052,0.000513,1.022172
stf segundafeira,18.000000,0.000036,0.000368,1.180087
stf pedido,88.000000,0.000176,0.001521,2.866351
stf prisao,219.000000,0.000438,0.003385,3.069491
stf preventiva,137.000000,0.000274,0.002246,3.595457
stf expresidente,150.000000,0.000300,0.002432,1.489971
stf jair,116.000000,0.000232,0.001940,0.921452
stf pl,17.000000,0.000034,0.000350,-0.269565
stf supremo,96.000000,0.000192,0.001642,2.252007
stf tribunal,102.000000,0.000204,0.001732,2.264750
stf federal,115.000000,0.000230,0.001926,1.286097
stf partido,27.000000,0.000054,0.000530,1.344983
stf contra,70.000000,0.000140,0.001242,1.380569
stf democracia,13.000000,0.000026,0.000274,0.239076
stf vamos,10.000000,0.000020,0.000216,0.469188
stf neste,47.000000,0.000094,0.000871,1.592883
stf domingo,68.000000,0.000136,0.001210,1.649915
stf apos,53.000000,0.000106,0.000970,1.051567
stf deve,10.000000,0.000020,0.000216,0.441710
stf nacional,26.000000,0.000052,0.000513,0.228824
stf ministro,17.000000,0.000034,0.000350,-0.170912
stf apoiadores,52.000000,0.000104,0.000953,1.496104
stf acao,25.000000,0.000050,0.000495,1.745091
stf deste,34.000000,0.000068,0.000652,1.863623
stf sigilo,15.000000,0.000030,0.000312,0.779610
stf anistia,23.000000,0.000046,0.000459,1.980688
stf sobre,23.000000,0.000046,0.000459,0.043903
stf moraes,71.000000,0.000142,0.001257,2.547433
stf vai,15.000000,0.000030,0.000312,-0.124338
stf atos,29.000000,0.000058,0.000565,0.725906
stf seguranca,28.000000,0.000056,0.000548,0.887354
stf politica,13.000000,0.000026,0.000274,-0.035074
stf estao,14.000000,0.000028,0.000293,0.299833
stf dias,10.000000,0.000020,0.000216,-0.081591
stf ainda,35.000000,0.000070,0.000669,0.795739
stf estado,10.000000,0.000020,0.000216,0.079487
stf brasilia,60.000000,0.000120,0.001083,1.039245
stf disse,25.000000,0.000050,0.000495,0.489331
stf sao,14.000000,0.000028,0.000293,-0.219971
stf ter,10.000000,0.000020,0.000216,-0.067974
stf planalto,112.000000,0.000224,0.001881,2.161628
stf militar,22.000000,0.000044,0.000441,1.161270
stf eleicao,13.000000,0.000026,0.000274,1.070374
stf ato,13.000000,0.000026,0.000274,1.070374
stf df,11.000000,0.000022,0.000236,0.729954
stf tarde,36.000000,0.000072,0.000686,2.076673
stf so,14.000000,0.000028,0.000293,0.287530
stf alexandre,69.000000,0.000138,0.001226,2.601380
stf justica,23.000000,0.000046,0.000459,0.753857
stf bolsonaristas,37.000000,0.000074,0.000703,1.329008
stf ano,14.000000,0.000028,0.000293,0.420937
stf eleitoral,19.000000,0.000038,0.000387,1.431514
stf governador,11.000000,0.000022,0.000236,0.603367
stf publico,11.000000,0.000022,0.000236,0.685954
stf palacio,93.000000,0.000186,0.001597,1.911012
stf segundo,10.000000,0.000020,0.000216,-0.055037
stf tres,13.000000,0.000026,0.000274,0.474390
stf ha,19.000000,0.000038,0.000387,0.882634
stf congresso,71.000000,0.000142,0.001257,1.358423
stf intervencao,16.000000,0.000032,0.000331,1.082406
stf policia,36.000000,0.000072,0.000686,1.451866
stf terroristas,18.000000,0.000036,0.000368,1.171830
stf onde,16.000000,0.000032,0.000331,0.793455
stf invasao,51.000000,0.000102,0.000937,2.269088
stf executivo,17.000000,0.000034,0.000350,1.528394
stf poderes,13.000000,0.000026,0.000274,0.749305
stf distrito,20.000000,0.000040,0.000405,1.052732
stf exministro,11.000000,0.000022,0.000236,1.220231
stf anderson,18.000000,0.000036,0.000368,1.726933
stf torres,19.000000,0.000038,0.000387,1.581633
stf golpistas,11.000000,0.000022,0.000236,0.706022
stf predios,11.000000,0.000022,0.000236,1.133691
partido governo,20.000000,0.000040,0.000405,-0.295957
partido brasil,30.000000,0.000060,0.000583,0.327068
partido presidente,66.000000,0.000132,0.001178,1.006632
partido bolsonaro,188.000000,0.000376,0.002963,0.969597
partido tambem,18.000000,0.000036,0.000368,0.603810
partido lula,23.000000,0.000046,0.000459,-0.498472
partido fez,23.000000,0.000046,0.000459,1.949246
partido psol,34.000000,0.000068,0.000652,2.584880
partido pedido,23.000000,0.000046,0.000459,2.309760
partido prisao,30.000000,0.000060,0.000583,1.866868
partido expresidente,78.000000,0.000156,0.001367,1.621297
partido jair,48.000000,0.000096,0.000888,0.824314
partido pl,70.000000,0.000140,0.001242,1.930969
partido tribunal,14.000000,0.000028,0.000293,1.064087
partido federal,12.000000,0.000024,0.000255,-0.188676
partido stf,15.000000,0.000030,0.000312,0.757196
partido contra,50.000000,0.000100,0.000920,1.829348
partido democracia,37.000000,0.000074,0.000703,2.070297
partido luiz,14.000000,0.000028,0.000293,0.904386
partido inacio,11.000000,0.000022,0.000236,0.731953
partido pt,25.000000,0.000050,0.000495,1.155670
partido deve,26.000000,0.000052,0.000513,2.182474
partido nacional,12.000000,0.000024,0.000255,0.240886
partido acao,13.000000,0.000026,0.000274,1.876416
partido sigilo,12.000000,0.000024,0.000255,1.341718
partido brasileiro,20.000000,0.000040,0.000405,1.753604
partido quer,11.000000,0.000022,0.000236,1.781210
partido novo,25.000000,0.000050,0.000495,1.303113
partido vai,14.000000,0.000028,0.000293,0.591921
partido atos,17.000000,0.000034,0.000350,0.977075
partido liberdade,34.000000,0.000068,0.000652,3.100612
partido camara,18.000000,0.000036,0.000368,2.380805
partido deputados,10.000000,0.000020,0.000216,1.516072
partido eleicoes,18.000000,0.000036,0.000368,1.666526
partido fala,13.000000,0.000026,0.000274,2.161301
partido esquerda,10.000000,0.000020,0.000216,1.464112
partido salario,20.000000,0.000040,0.000405,2.334890
partido politico,20.000000,0.000040,0.000405,2.179198
partido maior,10.000000,0.000020,0.000216,1.580991
partido costa,47.000000,0.000094,0.000871,3.384233
partido pois,13.000000,0.000026,0.000274,1.946010
contra governo,117.000000,0.000234,0.001955,0.553412
contra brasil,62.000000,0.000124,0.001115,0.135932
contra presidente,89.000000,0.000178,0.001536,0.388541
contra bolsonaro,332.000000,0.000664,0.004856,0.621218
contra brasileiros,27.000000,0.000054,0.000530,1.253061
contra veja,10.000000,0.000020,0.000216,0.534461
contra alem,17.000000,0.000034,0.000350,0.682502
contra tambem,27.000000,0.000054,0.000530,0.092203
contra posse,31.000000,0.000062,0.000600,0.154668
contra lula,178.000000,0.000356,0.002825,0.630744
contra pode,10.000000,0.000020,0.000216,0.095054
contra ser,28.000000,0.000056,0.000548,0.032218
contra tudo,14.000000,0.000028,0.000293,0.339255
contra manifestantes,22.000000,0.000044,0.000441,0.655089
contra direito,55.000000,0.000110,0.001002,2.455678
contra todos,33.000000,0.000066,0.000635,0.528526
contra agora,22.000000,0.000044,0.000441,0.287575
contra dia,10.000000,0.000020,0.000216,-0.700803
contra anos,18.000000,0.000036,0.000368,-0.188496
contra qualquer,14.000000,0.000028,0.000293,1.130444
contra aqui,10.000000,0.000020,0.000216,0.716068
contra psol,17.000000,0.000034,0.000350,0.974661
contra nesta,11.000000,0.000022,0.000236,0.030150
contra prisao,34.000000,0.000068,0.000652,1.074959
contra expresidente,95.000000,0.000190,0.001627,0.901392
contra jair,106.000000,0.000212,0.001792,0.699480
contra pl,56.000000,0.000112,0.001018,0.790753
contra supremo,10.000000,0.000020,0.000216,-0.141577
contra tribunal,15.000000,0.000030,0.000312,0.216007
contra federal,44.000000,0.000088,0.000821,0.193534
contra stf,54.000000,0.000108,0.000986,1.121057
contra democracia,201.000000,0.000402,0.003141,2.845611
contra deus,11.000000,0.000022,0.000236,0.813522
contra vida,12.000000,0.000024,0.000255,0.702597
contra familia,17.000000,0.000034,0.000350,0.926881
contra vamos,12.000000,0.000024,0.000255,0.519689
contra exercito,12.000000,0.000024,0.000255,0.490785
contra luiz,35.000000,0.000070,0.000669,0.903604
contra inacio,29.000000,0.000058,0.000565,0.784281
contra silva,21.000000,0.000042,0.000423,0.169487
contra pt,24.000000,0.000048,0.000477,0.197776
contra domingo,10.000000,0.000020,0.000216,-0.398828
contra apos,15.000000,0.000030,0.000312,-0.342495
contra deve,16.000000,0.000032,0.000331,0.779893
contra brasileira,17.000000,0.000034,0.000350,0.797245
contra nacional,10.000000,0.000020,0.000216,-0.858508
contra ministro,47.000000,0.000094,0.000871,0.714202
contra defesa,10.000000,0.000020,0.000216,0.716068
contra apoiadores,43.000000,0.000086,0.000805,1.174240
contra acao,29.000000,0.000058,0.000565,1.761690
contra sigilo,10.000000,0.000020,0.000216,0.242324
contra anistia,11.000000,0.000022,0.000236,1.111269
contra crimes,22.000000,0.000044,0.000441,1.205135
contra armas,19.000000,0.000038,0.000387,0.320380
contra povo,54.000000,0.000108,0.000986,1.297451
contra brasileiro,41.000000,0.000082,0.000771,1.554371
contra decreto,23.000000,0.000046,0.000459,0.529813
contra durante,25.000000,0.000050,0.000495,0.512559
contra sobre,37.000000,0.000074,0.000703,0.387506
contra novo,12.000000,0.000024,0.000255,-0.347929
contra diz,12.000000,0.000024,0.000255,0.235680
contra vai,10.000000,0.000020,0.000216,-0.661624
contra atos,28.000000,0.000056,0.000548,0.558994
contra politica,18.000000,0.000036,0.000368,0.158528
contra toda,11.000000,0.000022,0.000236,0.956293
contra poder,17.000000,0.000034,0.000350,0.552479
contra estao,16.000000,0.000032,0.000331,0.301543
contra direita,17.000000,0.000034,0.000350,1.107027
contra leia,11.000000,0.000022,0.000236,0.521557
contra ainda,29.000000,0.000058,0.000565,0.475866
contra outros,20.000000,0.000040,0.000405,1.083198
contra grupo,31.000000,0.000062,0.000600,1.268766
contra pessoas,14.000000,0.000028,0.000293,0.119685
contra estado,74.000000,0.000148,0.001304,1.949146
contra brasilia,21.000000,0.000042,0.000423,-0.142398
contra disse,24.000000,0.000048,0.000477,0.316689
contra sao,15.000000,0.000030,0.000312,-0.282799
contra petista,12.000000,0.000024,0.000255,0.758721
contra news,13.000000,0.000026,0.000274,1.000078
contra republica,13.000000,0.000026,0.000274,0.238230
contra sistema,19.000000,0.000038,0.000387,1.684168
contra acoes,25.000000,0.000050,0.000495,1.517196
contra presidencia,26.000000,0.000052,0.000513,1.337864
contra parte,13.000000,0.000026,0.000274,0.219008
contra todo,10.000000,0.000020,0.000216,0.311317
contra pais,25.000000,0.000050,0.000495,0.318773
contra ter,11.000000,0.000022,0.000236,-0.104484
contra atual,12.000000,0.000024,0.000255,0.953409
contra deputados,13.000000,0.000026,0.000274,0.861363
contra antidemocraticos,10.000000,0.000020,0.000216,0.954314
contra militar,10.000000,0.000020,0.000216,0.240992
contra eleicao,21.000000,0.000042,0.000423,1.418126
contra golpe,12.000000,0.000024,0.000255,0.828113
contra instituicoes,23.000000,0.000046,0.000459,1.942734
contra eleicoes,35.000000,0.000070,0.000669,1.414429
contra sera,34.000000,0.000068,0.000652,0.994431
contra ato,26.000000,0.000052,0.000513,1.631700
contra so,15.000000,0.000030,0.000312,0.224702
contra justica,35.000000,0.000070,0.000669,1.041891
contra resultado,42.000000,0.000084,0.000788,2.208437
contra bolsonaristas,20.000000,0.000040,0.000405,0.582001
contra eleitoral,10.000000,0.000020,0.000216,0.657840
contra todas,15.000000,0.000030,0.000312,0.880983
contra deixa,17.000000,0.000034,0.000350,1.468770
contra afirmou,14.000000,0.000028,0.000293,0.305213
contra saude,35.000000,0.000070,0.000669,1.572688
contra publico,17.000000,0.000034,0.000350,0.989451
contra eleito,10.000000,0.000020,0.000216,0.812664
contra crime,16.000000,0.000032,0.000331,1.557849
contra eduardo,30.000000,0.000060,0.000583,2.080477
contra direitos,11.000000,0.000022,0.000236,1.173882
contra segundo,18.000000,0.000036,0.000368,0.400929
contra congresso,21.000000,0.000042,0.000423,0.008445
contra deputado,14.000000,0.000028,0.000293,0.827258
contra grupos,10.000000,0.000020,0.000216,0.995929
contra policia,11.000000,0.000022,0.000236,0.134421
contra mulher,11.000000,0.000022,0.000236,1.134662
contra terroristas,10.000000,0.000020,0.000216,0.452222
contra flavio,15.000000,0.000030,0.000312,1.121533
contra dino,12.000000,0.000024,0.000255,0.779418
contra maior,11.000000,0.000022,0.000236,0.759229
contra mundo,13.000000,0.000026,0.000274,0.880595
contra poderes,13.000000,0.000026,0.000274,0.617484
contra publicos,11.000000,0.000022,0.000236,0.905618
contra exministro,33.000000,0.000066,0.000635,2.187023
contra populacao,18.000000,0.000036,0.000368,1.468770
contra golpistas,24.000000,0.000048,0.000477,1.354359
contra ordem,15.000000,0.000030,0.000312,1.244415
contra predios,12.000000,0.000024,0.000255,1.088881
democracia governo,18.000000,0.000036,0.000368,-0.776337
democracia brasil,71.000000,0.000142,0.001257,0.813531
democracia presidente,53.000000,0.000106,0.000970,0.412250
democracia bolsonaro,91.000000,0.000182,0.001566,-0.131004
democracia tambem,30.000000,0.000060,0.000583,0.739617
democracia posse,17.000000,0.000034,0.000350,0.095947
democracia lula,47.000000,0.000094,0.000871,-0.158838
democracia ser,37.000000,0.000074,0.000703,0.852984
democracia direito,62.000000,0.000124,0.001115,3.117533
democracia todos,18.000000,0.000036,0.000368,0.464443
democracia dia,10.000000,0.000020,0.000216,-0.158750
democracia anos,12.000000,0.000024,0.000255,-0.051908
democracia sociais,11.000000,0.000022,0.000236,0.453114
democracia psol,14.000000,0.000028,0.000293,1.322558
democracia prisao,13.000000,0.000026,0.000274,0.655601
democracia expresidente,20.000000,0.000040,0.000405,-0.114699
democracia jair,22.000000,0.000044,0.000441,-0.330863
democracia federal,10.000000,0.000020,0.000216,-0.746017
democracia contra,34.000000,0.000068,0.000652,1.068667
democracia estados,13.000000,0.000026,0.000274,0.979706
democracia apos,11.000000,0.000022,0.000236,-0.110597
democracia deve,18.000000,0.000036,0.000368,1.439729
democracia brasileira,76.000000,0.000152,0.001335,2.836818
democracia nacional,24.000000,0.000048,0.000477,0.559014
democracia ministro,18.000000,0.000036,0.000368,0.296479
democracia acao,21.000000,0.000042,0.000423,1.980970
democracia anistia,14.000000,0.000028,0.000293,1.894484
democracia povo,19.000000,0.000038,0.000387,0.794960
democracia brasileiro,11.000000,0.000022,0.000236,0.780748
democracia diz,13.000000,0.000026,0.000274,0.857776
democracia atos,13.000000,0.000026,0.000274,0.333792
democracia seguranca,16.000000,0.000032,0.000331,0.737971
democracia politica,19.000000,0.000038,0.000387,0.754648
democracia poder,28.000000,0.000056,0.000548,1.593524
democracia grande,19.000000,0.000038,0.000387,1.564727
democracia ainda,24.000000,0.000048,0.000477,0.828678
democracia outros,10.000000,0.000020,0.000216,0.932104
democracia pessoas,18.000000,0.000036,0.000368,0.913053
democracia estado,45.000000,0.000090,0.000838,1.993797
democracia brasilia,13.000000,0.000026,0.000274,-0.079918
democracia disse,15.000000,0.000030,0.000312,0.388738
democracia sao,17.000000,0.000034,0.000350,0.384418
democracia foto,10.000000,0.000020,0.000216,1.220302
democracia republica,31.000000,0.000062,0.000600,1.649321
democracia acoes,20.000000,0.000040,0.000405,1.836106
democracia presidencia,20.000000,0.000040,0.000405,1.617553
democracia pais,25.000000,0.000050,0.000495,0.860827
democracia verdade,10.000000,0.000020,0.000216,1.648708
democracia social,13.000000,0.000026,0.000274,1.310707
democracia liberdade,68.000000,0.000136,0.001210,3.418740
democracia primeiro,10.000000,0.000020,0.000216,0.568191
democracia deputados,13.000000,0.000026,0.000274,1.403417
democracia instituicoes,44.000000,0.000088,0.000821,3.133483
democracia eleicoes,14.000000,0.000028,0.000293,1.040192
democracia sera,11.000000,0.000022,0.000236,0.408019
democracia so,11.000000,0.000022,0.000236,0.456601
democracia justica,16.000000,0.000032,0.000331,0.801185
democracia resultado,23.000000,0.000046,0.000459,2.148315
democracia sempre,33.000000,0.000066,0.000635,2.176751
democracia bolsonaristas,13.000000,0.000026,0.000274,0.693272
democracia todas,11.000000,0.000022,0.000236,1.112882
democracia afirmou,18.000000,0.000036,0.000368,1.098581
democracia congresso,12.000000,0.000024,0.000255,-0.009118
democracia deputado,10.000000,0.000020,0.000216,1.032839
democracia publicos,54.000000,0.000108,0.000986,3.038760
democracia golpistas,20.000000,0.000040,0.000405,1.714091
democracia semana,11.000000,0.000022,0.000236,1.633293
democracia constituicao,16.000000,0.000032,0.000331,2.030910
democracia predios,55.000000,0.000110,0.001002,3.153361
economia governo,17.000000,0.000034,0.000350,0.238590
economia brasil,25.000000,0.000050,0.000495,0.841812
economia bolsonaro,43.000000,0.000086,0.000805,0.191422
economia lula,26.000000,0.000052,0.000513,0.321196
economia paulo,26.000000,0.000052,0.000513,2.786957
economia ministro,12.000000,0.000024,0.000255,0.963100
economia haddad,14.000000,0.000028,0.000293,2.824047
economia vai,13.000000,0.000026,0.000274,1.214879
economia tempo,10.000000,0.000020,0.000216,2.199893
economia r,10.000000,0.000020,0.000216,1.069218
paulo governo,30.000000,0.000060,0.000583,0.106904
paulo brasil,21.000000,0.000042,0.000423,-0.032212
paulo presidente,19.000000,0.000038,0.000387,-0.241188
paulo bolsonaro,52.000000,0.000104,0.000953,-0.318205
paulo tambem,19.000000,0.000038,0.000387,0.655273
paulo posse,16.000000,0.000032,0.000331,0.407738
paulo lula,32.000000,0.000064,0.000618,-0.170835
paulo discurso,12.000000,0.000024,0.000255,1.542455
paulo anos,15.000000,0.000030,0.000312,0.543651
paulo redes,25.000000,0.000050,0.000495,1.731861
paulo sociais,30.000000,0.000060,0.000583,1.828831
paulo nesta,16.000000,0.000032,0.000331,1.319312
paulo expresidente,10.000000,0.000020,0.000216,-0.435431
paulo jair,19.000000,0.000038,0.000387,-0.105052
paulo pt,15.000000,0.000030,0.000312,0.642241
paulo domingo,12.000000,0.000024,0.000255,0.697962
paulo apos,10.000000,0.000020,0.000216,0.166508
paulo ministro,21.000000,0.000042,0.000423,0.823045
paulo acao,10.000000,0.000020,0.000216,1.611448
paulo novo,26.000000,0.000052,0.000513,1.339730
paulo vai,10.000000,0.000020,0.000216,0.252844
paulo santos,14.000000,0.000028,0.000293,2.252552
paulo disse,31.000000,0.000062,0.000600,1.487090
paulo sao,21.000000,0.000042,0.000423,0.968142
paulo janeiro,15.000000,0.000030,0.000312,1.501476
paulo secretaria,11.000000,0.000022,0.000236,1.556818
paulo afirmou,13.000000,0.000026,0.000274,1.145574
paulo tres,11.000000,0.000022,0.000236,1.089984
paulo r,20.000000,0.000040,0.000405,1.062695
paulo filho,12.000000,0.000024,0.000255,2.104115
paulo passado,10.000000,0.000020,0.000216,1.996122
paulo onde,10.000000,0.000020,0.000216,1.106100
ministerio governo,94.000000,0.000188,0.001612,0.687715
ministerio brasil,22.000000,0.000044,0.000441,-0.546978
ministerio presidente,58.000000,0.000116,0.001051,0.313530
ministerio bolsonaro,131.000000,0.000262,0.002159,0.044462
ministerio alem,10.000000,0.000020,0.000216,0.505056
ministerio tambem,27.000000,0.000054,0.000530,0.445385
ministerio posse,11.000000,0.000022,0.000236,-0.528242
ministerio lula,64.000000,0.000128,0.001147,-0.038974
ministerio ser,12.000000,0.000024,0.000255,-0.461898
ministerio agora,26.000000,0.000052,0.000513,0.807811
ministerio trabalho,30.000000,0.000060,0.000583,1.954618
ministerio nesta,17.000000,0.000034,0.000350,0.818650
ministerio expresidente,15.000000,0.000030,0.000312,-0.591253
ministerio jair,65.000000,0.000130,0.001163,0.563610
ministerio federal,46.000000,0.000092,0.000854,0.591168
ministerio economia,61.000000,0.000122,0.001099,3.078448
ministerio primeira,10.000000,0.000020,0.000216,0.903845
ministerio luiz,11.000000,0.000022,0.000236,0.099333
ministerio inacio,10.000000,0.000020,0.000216,0.072752
ministerio pt,15.000000,0.000030,0.000312,0.080954
ministerio apos,15.000000,0.000030,0.000312,0.010687
ministerio deve,14.000000,0.000028,0.000293,0.999544
ministerio nacional,14.000000,0.000028,0.000293,-0.168854
ministerio entao,32.000000,0.000064,0.000618,2.027845
ministerio ministro,44.000000,0.000088,0.000821,1.001426
ministerio defesa,28.000000,0.000056,0.000548,2.098870
ministerio haddad,11.000000,0.000022,0.000236,1.321928
ministerio crimes,10.000000,0.000020,0.000216,0.769860
ministerio decreto,13.000000,0.000026,0.000274,0.312450
ministerio durante,19.000000,0.000038,0.000387,0.591305
ministerio publica,45.000000,0.000090,0.000838,1.837219
ministerio novo,11.000000,0.000022,0.000236,-0.081758
ministerio diz,12.000000,0.000024,0.000255,0.588862
ministerio vai,21.000000,0.000042,0.000423,0.433495
ministerio seguranca,42.000000,0.000084,0.000788,1.514181
ministerio poder,16.000000,0.000032,0.000331,0.845037
