Number of pairs,25409.000000
Number of unique pairs,2270
Average pair frequency,11.193392
Pair entropy,7.063166

Pair,Frequency,Proportion,Entropy Term,Mutual Information
hoje eduardo,6.000000,0.000236,0.001972,0.801186
hoje tarcisio,4.000000,0.000157,0.001378,1.488024
hoje presidente,3.000000,0.000118,0.001068,1.325819
hoje gilmar,9.000000,0.000354,0.002814,2.644905
hoje mendes,8.000000,0.000315,0.002539,2.617776
hoje esquerda,4.000000,0.000157,0.001378,2.259642
hoje voce,5.000000,0.000197,0.001679,2.698306
hoje sendo,4.000000,0.000157,0.001378,2.874318
todos pode,8.000000,0.000315,0.002539,1.968769
todos bolsonaro,4.000000,0.000157,0.001378,-1.358698
todos eduardo,4.000000,0.000157,0.001378,-0.260613
todos sao,10.000000,0.000394,0.003086,1.434686
todos professores,12.000000,0.000472,0.003617,0.995320
todos esquerda,20.000000,0.000787,0.005626,3.212747
todos noticias,3.000000,0.000118,0.001068,1.543886
todos dia,3.000000,0.000118,0.001068,1.543886
todos crimes,3.000000,0.000118,0.001068,1.200114
todos politica,8.000000,0.000315,0.002539,1.781557
todos estao,11.000000,0.000433,0.003353,2.545917
todos direita,10.000000,0.000394,0.003086,1.771849
todos votos,6.000000,0.000236,0.001972,2.642498
mundo bolsonaro,5.000000,0.000197,0.001679,-0.733209
mundo professor,44.000000,0.001732,0.011011,3.768161
mundo talvez,44.000000,0.001732,0.011011,5.037273
mundo brasil,6.000000,0.000236,0.001972,1.350640
mundo vai,3.000000,0.000118,0.001068,1.014672
mundo crime,60.000000,0.002361,0.014283,4.545082
so pode,3.000000,0.000118,0.001068,1.530514
so bolsonaro,5.000000,0.000197,0.001679,-0.592980
so odio,6.000000,0.000236,0.001972,2.511343
so professores,3.000000,0.000118,0.001068,0.151600
so pra,5.000000,0.000197,0.001679,2.571968
so ser,3.000000,0.000118,0.001068,1.031523
so lula,3.000000,0.000118,0.001068,0.769846
so vai,3.000000,0.000118,0.001068,1.154902
so ministro,4.000000,0.000157,0.001378,1.279812
so estao,3.000000,0.000118,0.001068,1.789209
so justica,4.000000,0.000157,0.001378,1.618863
so direita,3.000000,0.000118,0.001068,1.110450
neste bolsonaro,7.000000,0.000275,0.002258,-0.477498
neste durante,7.000000,0.000275,0.002258,1.746466
neste proarmas,4.000000,0.000157,0.001378,1.604585
neste brasilia,10.000000,0.000394,0.003086,2.227654
neste deputado,3.000000,0.000118,0.001068,0.361392
neste federal,3.000000,0.000118,0.001068,0.033914
neste eduardo,3.000000,0.000118,0.001068,-0.226711
neste tarcisio,3.000000,0.000118,0.001068,0.865592
neste professores,5.000000,0.000197,0.001679,0.441435
neste domingo,79.000000,0.003109,0.017950,4.462576
neste evento,10.000000,0.000394,0.003086,2.402270
neste doutrinadores,3.000000,0.000118,0.001068,1.568218
neste armamentista,10.000000,0.000394,0.003086,3.348614
neste apos,7.000000,0.000275,0.002258,2.000572
neste ato,11.000000,0.000433,0.003353,2.886732
neste grupo,4.000000,0.000157,0.001378,2.140412
neste comparar,7.000000,0.000275,0.002258,2.991939
neste semana,5.000000,0.000197,0.001679,2.638659
neste sempre,5.000000,0.000197,0.001679,2.189709
neste ano,9.000000,0.000354,0.002814,3.058111
decisao bolsonaro,3.000000,0.000118,0.001068,-1.205935
decisao brasilia,19.000000,0.000748,0.005383,2.988369
decisao federal,36.000000,0.001417,0.009293,2.637682
decisao tarcisio,3.000000,0.000118,0.001068,0.984453
decisao sobre,12.000000,0.000472,0.003617,1.968432
decisao gilmar,8.000000,0.000315,0.002539,2.311233
decisao mendes,7.000000,0.000275,0.002258,2.268356
decisao investigacao,14.000000,0.000551,0.004134,3.110800
decisao deve,3.000000,0.000118,0.001068,2.315688
decisao ter,3.000000,0.000118,0.001068,1.613652
decisao republica,8.000000,0.000315,0.002539,2.706748
decisao stf,13.000000,0.000512,0.003877,2.776939
decisao ministro,8.000000,0.000315,0.002539,1.870830
decisao justica,37.000000,0.001456,0.009512,3.741357
pl expresidente,6.000000,0.000236,0.001972,0.657493
pl bolsonaro,21.000000,0.000826,0.005867,0.008728
pl durante,9.000000,0.000354,0.002814,1.385395
pl proarmas,3.000000,0.000118,0.001068,0.704518
pl eduardo,5.000000,0.000197,0.001679,-0.328271
pl comparou,13.000000,0.000512,0.003877,2.554341
pl traficantes,7.000000,0.000275,0.002258,0.787209
pl governador,3.000000,0.000118,0.001068,0.936964
pl sobre,3.000000,0.000118,0.001068,-0.149109
pl pf,3.000000,0.000118,0.001068,0.711953
pl professores,16.000000,0.000630,0.004641,0.992200
pl contra,8.000000,0.000315,0.002539,0.776491
pl ser,3.000000,0.000118,0.001068,0.198146
pl acao,3.000000,0.000118,0.001068,1.435405
pl camara,3.000000,0.000118,0.001068,0.682539
pl neste,3.000000,0.000118,0.001068,0.856202
pl presidente,3.000000,0.000118,0.001068,0.378684
pl gilmar,3.000000,0.000118,0.001068,0.599157
pl vai,3.000000,0.000118,0.001068,0.321525
pl partido,6.000000,0.000236,0.001972,1.728229
pl discurso,4.000000,0.000157,0.001378,0.927661
pl afirmou,6.000000,0.000236,0.001972,1.738591
pl caso,3.000000,0.000118,0.001068,0.891293
pl ter,4.000000,0.000157,0.001378,1.170087
pl evento,4.000000,0.000157,0.001378,0.873594
pl doutrinadores,8.000000,0.000315,0.002539,1.936661
pl jair,7.000000,0.000275,0.002258,0.866103
pl saude,5.000000,0.000197,0.001679,1.677967
pl pandemia,5.000000,0.000197,0.001679,1.178976
pl apos,6.000000,0.000236,0.001972,1.234035
pl ato,4.000000,0.000157,0.001378,1.262745
pl redes,6.000000,0.000236,0.001972,1.825603
pl sociais,6.000000,0.000236,0.001972,1.814303
pl reforma,6.000000,0.000236,0.001972,1.155445
pl nesta,3.000000,0.000118,0.001068,1.240344
pl novo,3.000000,0.000118,0.001068,1.333126
pl depoimento,4.000000,0.000157,0.001378,1.946231
pt expresidente,3.000000,0.000118,0.001068,0.797722
pt bolsonaro,4.000000,0.000157,0.001378,-0.816123
pt fala,4.000000,0.000157,0.001378,1.713571
pt sao,3.000000,0.000118,0.001068,0.773288
pt educacao,3.000000,0.000118,0.001068,1.206727
pt contra,3.000000,0.000118,0.001068,0.629038
pt pl,4.000000,0.000157,0.001378,1.364875
pt jair,4.000000,0.000157,0.001378,1.139864
pt paulo,3.000000,0.000118,0.001068,1.770340
presidente bolsonaro,34.000000,0.001338,0.008854,0.625434
presidente nacional,3.000000,0.000118,0.001068,1.400854
presidente deputado,5.000000,0.000197,0.001679,0.394699
presidente brasil,4.000000,0.000157,0.001378,0.386895
presidente pra,3.000000,0.000118,0.001068,1.362633
presidente camara,7.000000,0.000275,0.002258,1.664704
presidente lula,38.000000,0.001496,0.009729,2.610310
presidente pais,3.000000,0.000118,0.001068,0.892629
presidente pl,3.000000,0.000118,0.001068,0.378684
presidente pt,5.000000,0.000197,0.001679,1.722886
presidente partido,4.000000,0.000157,0.001378,1.457631
presidente luiz,19.000000,0.000748,0.005383,3.620195
presidente republica,18.000000,0.000708,0.005138,2.921299
presidente jair,13.000000,0.000512,0.003877,1.620010
presidente disse,4.000000,0.000157,0.001378,1.625623
presidente direita,10.000000,0.000394,0.003086,1.615914
presidente sistema,10.000000,0.000394,0.003086,2.373922
presidente tao,10.000000,0.000394,0.003086,2.448823
news bolsonaro,6.000000,0.000236,0.001972,0.132957
news vai,6.000000,0.000236,0.001972,2.391664
news segundafeira,4.000000,0.000157,0.001378,3.214023
news direita,10.000000,0.000394,0.003086,2.858038
gilmar eduardo,3.000000,0.000118,0.001068,-0.483756
gilmar sobre,5.000000,0.000197,0.001679,0.717057
gilmar tribunal,21.000000,0.000826,0.005867,3.541595
gilmar contra,7.000000,0.000275,0.002258,0.998300
gilmar acao,3.000000,0.000118,0.001068,1.790746
gilmar decisao,11.000000,0.000433,0.003353,2.629687
gilmar mendes,123.000000,0.004841,0.025805,4.758724
gilmar investigacao,23.000000,0.000905,0.006343,3.231330
gilmar pgr,7.000000,0.000275,0.002258,2.058841
gilmar leia,12.000000,0.000472,0.003617,2.818828
gilmar stf,10.000000,0.000394,0.003086,2.138668
gilmar ministro,6.000000,0.000236,0.001972,1.207242
gilmar supremo,26.000000,0.001023,0.007045,3.820552
mendes bolsonaro,3.000000,0.000118,0.001068,-1.491187
mendes federal,22.000000,0.000866,0.006106,1.859953
mendes sobre,3.000000,0.000118,0.001068,0.296886
mendes tribunal,25.000000,0.000984,0.006813,3.806603
mendes contra,12.000000,0.000472,0.003617,1.627951
mendes acao,15.000000,0.000590,0.004389,3.490838
mendes decisao,13.000000,0.000512,0.003877,2.887396
mendes investigacao,19.000000,0.000748,0.005383,3.130929
mendes pgr,6.000000,0.000236,0.001972,1.995344
mendes republica,3.000000,0.000118,0.001068,1.440667
mendes leia,12.000000,0.000472,0.003617,2.909482
mendes stf,11.000000,0.000433,0.003353,2.324632
mendes ministro,7.000000,0.000275,0.002258,1.452047
mendes supremo,27.000000,0.001063,0.007276,3.948947
mendes justica,6.000000,0.000236,0.001972,1.636947
investigacao expresidente,8.000000,0.000315,0.002539,1.540466
investigacao bolsonaro,42.000000,0.001653,0.010588,1.297167
investigacao deputado,6.000000,0.000236,0.001972,1.037445
investigacao sobre,53.000000,0.002086,0.012875,3.317862
investigacao gestao,5.000000,0.000197,0.001679,2.572775
investigacao governo,4.000000,0.000157,0.001378,0.920612
investigacao pf,3.000000,0.000118,0.001068,1.307244
investigacao contra,22.000000,0.000866,0.006106,2.383383
investigacao vai,4.000000,0.000157,0.001378,1.204499
investigacao caso,5.000000,0.000197,0.001679,1.997410
investigacao luiz,3.000000,0.000118,0.001068,2.234792
investigacao omissao,23.000000,0.000905,0.006343,4.147621
investigacao pandemia,3.000000,0.000118,0.001068,1.263441
investigacao senador,3.000000,0.000118,0.001068,2.061949
investigacao ministerio,3.000000,0.000118,0.001068,2.197751
vai bolsonaro,12.000000,0.000472,0.003617,-0.473178
vai eduardo,15.000000,0.000590,0.004389,0.848050
vai professor,10.000000,0.000394,0.003086,1.671118
vai fala,4.000000,0.000157,0.001378,0.957904
vai ainda,4.000000,0.000157,0.001378,0.998450
vai brasil,3.000000,0.000118,0.001068,0.042054
vai pf,4.000000,0.000157,0.001378,1.077344
vai pra,15.000000,0.000590,0.004389,2.914913
vai contra,10.000000,0.000394,0.003086,1.077344
vai ser,3.000000,0.000118,0.001068,0.275855
vai acao,6.000000,0.000236,0.001972,2.206261
vai investigacao,3.000000,0.000118,0.001068,0.916817
vai discurso,4.000000,0.000157,0.001378,1.005370
vai ter,14.000000,0.000551,0.004134,2.500559
vai crimes,3.000000,0.000118,0.001068,0.987021
vai conselho,7.000000,0.000275,0.002258,1.991504
vai vez,3.000000,0.000118,0.001068,1.644450
vai dentro,21.000000,0.000826,0.005867,3.644427
vai alem,3.000000,0.000118,0.001068,1.293052
vai novo,4.000000,0.000157,0.001378,1.698517
publica dino,14.000000,0.000551,0.004134,3.736656
publica flavio,14.000000,0.000551,0.004134,3.912843
publica crime,5.000000,0.000197,0.001679,2.820981
publica determinou,5.000000,0.000197,0.001679,3.604279
partido expresidente,6.000000,0.000236,0.001972,1.448758
partido bolsonaro,18.000000,0.000708,0.005138,0.645843
partido sobre,4.000000,0.000157,0.001378,0.929838
partido camara,6.000000,0.000236,0.001972,2.166951
partido so,3.000000,0.000118,0.001068,1.868458
partido pl,4.000000,0.000157,0.001378,1.322763
partido jair,6.000000,0.000236,0.001972,1.503218
partido reforma,3.000000,0.000118,0.001068,1.253563
partido deputados,5.000000,0.000197,0.001679,2.014043
partido direita,10.000000,0.000394,0.003086,2.272311
partido sistema,10.000000,0.000394,0.003086,3.030319
partido tao,10.000000,0.000394,0.003086,3.105221
discurso bolsonaro,17.000000,0.000669,0.004891,0.193582
discurso durante,8.000000,0.000315,0.002539,1.663774
discurso proarmas,15.000000,0.000590,0.004389,2.710118
discurso brasilia,3.000000,0.000118,0.001068,0.807458
discurso deputado,22.000000,0.000866,0.006106,2.137599
discurso federal,11.000000,0.000433,0.003353,1.116974
discurso eduardo,30.000000,0.001181,0.007960,1.859651
discurso tambem,3.000000,0.000118,0.001068,0.995320
discurso odio,23.000000,0.000905,0.006343,3.417864
discurso professores,13.000000,0.000512,0.003877,1.180723
discurso contra,11.000000,0.000433,0.003353,1.491108
discurso parlamentar,3.000000,0.000118,0.001068,1.161768
discurso evento,16.000000,0.000630,0.004641,2.656051
discurso ato,12.000000,0.000472,0.003617,2.757520
discurso redes,4.000000,0.000157,0.001378,1.816300
discurso sociais,4.000000,0.000157,0.001378,1.805001
discurso grupo,4.000000,0.000157,0.001378,1.924189
discurso disse,4.000000,0.000157,0.001378,1.886918
vamos link,9.000000,0.000354,0.002814,3.839550
vamos conselho,6.000000,0.000236,0.001972,2.951233
esquerda bolsonaro,3.000000,0.000118,0.001068,-1.156173
esquerda brasil,11.000000,0.000433,0.003353,2.044637
esquerda lula,4.000000,0.000157,0.001378,1.005160
esquerda news,10.000000,0.000394,0.003086,3.605790
esquerda discurso,4.000000,0.000157,0.001378,1.708670
esquerda redes,4.000000,0.000157,0.001378,2.201146
esquerda estao,10.000000,0.000394,0.003086,2.940813
esquerda direita,4.000000,0.000157,0.001378,1.345764
esquerda fazer,10.000000,0.000394,0.003086,3.500429
esquerda votos,10.000000,0.000394,0.003086,3.643530
noticias bolsonaro,3.000000,0.000118,0.001068,-0.927915
noticias federal,3.000000,0.000118,0.001068,0.430795
noticias brasil,4.000000,0.000157,0.001378,1.261295
noticias policia,3.000000,0.000118,0.001068,1.994087
noticias mundo,3.000000,0.000118,0.001068,1.946231
noticias neste,4.000000,0.000157,0.001378,2.153151
noticias dia,11.000000,0.000433,0.003353,3.561634
noticias pgr,3.000000,0.000118,0.001068,1.865469
noticias politica,10.000000,0.000394,0.003086,2.723166
noticias analise,6.000000,0.000236,0.001972,3.286855
dia brasilia,8.000000,0.000315,0.002539,2.401392
dia deputado,5.000000,0.000197,0.001679,1.269099
dia federal,4.000000,0.000157,0.001378,0.718477
dia policia,3.000000,0.000118,0.001068,1.994087
dia saude,3.000000,0.000118,0.001068,2.176408
dia analise,5.000000,0.000197,0.001679,3.104533
afirmou bolsonaro,3.000000,0.000118,0.001068,-1.135554
afirmou durante,4.000000,0.000157,0.001378,1.376092
afirmou professor,11.000000,0.000433,0.003353,2.490347
afirmou doutrinador,6.000000,0.000236,0.001972,2.177314
afirmou tarcisio,3.000000,0.000118,0.001068,1.054834
afirmou pf,3.000000,0.000118,0.001068,1.513580
afirmou sao,12.000000,0.000472,0.003617,2.127834
afirmou professores,10.000000,0.000394,0.003086,1.323824
afirmou ser,3.000000,0.000118,0.001068,0.999774
afirmou policia,4.000000,0.000157,0.001378,2.074129
afirmou parlamentar,6.000000,0.000236,0.001972,2.260380
afirmou neste,3.000000,0.000118,0.001068,1.657830
afirmou vai,4.000000,0.000157,0.001378,1.410835
afirmou piores,8.000000,0.000315,0.002539,3.129570
afirmou domingo,3.000000,0.000118,0.001068,1.380982
afirmou evento,3.000000,0.000118,0.001068,1.387540
afirmou determinou,3.000000,0.000118,0.001068,2.441128
afirmou segundafeira,3.000000,0.000118,0.001068,2.350977
afirmou diferenca,12.000000,0.000472,0.003617,3.415688
afirmou alem,3.000000,0.000118,0.001068,2.016971
afirmou nesta,3.000000,0.000118,0.001068,2.041972
afirmou sempre,5.000000,0.000197,0.001679,2.378951
piores deputado,3.000000,0.000118,0.001068,0.852302
piores traficantes,54.000000,0.002125,0.013078,3.933579
piores ser,3.000000,0.000118,0.001068,1.301442
piores parlamentar,7.000000,0.000275,0.002258,2.716199
piores discurso,5.000000,0.000197,0.001679,2.254101
piores drogas,12.000000,0.000472,0.003617,2.963584
piores flavio,4.000000,0.000157,0.001378,2.309423
piores criminosos,10.000000,0.000394,0.003086,3.874010
piores diferenca,3.000000,0.000118,0.001068,2.331062
drogas expresidente,3.000000,0.000118,0.001068,0.194523
drogas bolsonaro,6.000000,0.000236,0.001972,-1.013857
drogas durante,7.000000,0.000275,0.002258,1.364258
drogas brasilia,6.000000,0.000236,0.001972,1.334620
drogas deputado,4.000000,0.000157,0.001378,0.266866
drogas eduardo,8.000000,0.000315,0.002539,0.371910
drogas professor,18.000000,0.000708,0.005138,2.411374
drogas doutrinador,17.000000,0.000669,0.004891,2.647317
drogas fala,5.000000,0.000197,0.001679,1.333516
drogas ainda,3.000000,0.000118,0.001068,0.863236
drogas dino,4.000000,0.000157,0.001378,1.260118
drogas sao,3.000000,0.000118,0.001068,0.170089
drogas neste,4.000000,0.000157,0.001378,1.374062
drogas discurso,8.000000,0.000315,0.002539,1.850986
drogas flavio,6.000000,0.000236,0.001972,1.841769
drogas domingo,6.000000,0.000236,0.001972,1.502679
drogas evento,4.000000,0.000157,0.001378,1.103771
drogas armamentista,4.000000,0.000157,0.001378,2.050115
drogas filho,5.000000,0.000197,0.001679,1.632297
drogas levar,45.000000,0.001771,0.011222,4.596776
drogas filhos,15.000000,0.000590,0.004389,2.844238
drogas ato,8.000000,0.000315,0.002539,2.186070
drogas grupo,4.000000,0.000157,0.001378,1.758204
drogas diferenca,17.000000,0.000669,0.004891,3.192544
drogas tenta,54.000000,0.002125,0.013078,4.587207
drogas sequestrar,54.000000,0.002125,0.013078,4.399608
flavio bolsonaro,14.000000,0.000551,0.004134,0.277891
flavio fala,4.000000,0.000157,0.001378,1.554823
flavio tarcisio,3.000000,0.000118,0.001068,0.927834
flavio dino,92.000000,0.003621,0.020353,4.840062
flavio pf,20.000000,0.000787,0.005626,3.283701
flavio agora,7.000000,0.000275,0.002258,2.413219
flavio policia,14.000000,0.000551,0.004134,3.199893
flavio investigacao,4.000000,0.000157,0.001378,1.801418
flavio vai,7.000000,0.000275,0.002258,1.843451
flavio afirmou,10.000000,0.000394,0.003086,2.924045
flavio determinou,12.000000,0.000472,0.003617,3.700423
flavio ministro,4.000000,0.000157,0.001378,1.121064
flavio redes,4.000000,0.000157,0.001378,2.094766
flavio nesta,5.000000,0.000197,0.001679,2.425798
caso bolsonaro,6.000000,0.000236,0.001972,-0.596557
caso tarcisio,3.000000,0.000118,0.001068,0.900683
caso tambem,8.000000,0.000315,0.002539,2.227463
caso sera,3.000000,0.000118,0.001068,1.672302
caso luiz,3.000000,0.000118,0.001068,2.286978
caso voce,5.000000,0.000197,0.001679,2.398647
caso pgr,4.000000,0.000157,0.001378,1.791361
caso republica,4.000000,0.000157,0.001378,1.929831
caso novo,14.000000,0.000551,0.004134,3.521048
luiz expresidente,3.000000,0.000118,0.001068,1.360030
luiz federal,8.000000,0.000315,0.002539,1.798042
luiz lula,23.000000,0.000905,0.006343,3.369035
luiz decisao,3.000000,0.000118,0.001068,2.370747
luiz vai,3.000000,0.000118,0.001068,1.717209
luiz conselho,11.000000,0.000433,0.003353,3.761465
luiz silva,25.000000,0.000984,0.006813,4.951353
pessoas durante,3.000000,0.000118,0.001068,1.463104
pessoas brasilia,3.000000,0.000118,0.001068,1.587617
pessoas brasil,3.000000,0.000118,0.001068,1.140667
pessoas professores,3.000000,0.000118,0.001068,0.494544
pessoas neste,3.000000,0.000118,0.001068,2.032523
pessoas crimes,3.000000,0.000118,0.001068,2.085633
pessoas pandemia,3.000000,0.000118,0.001068,1.844471
pessoas politica,4.000000,0.000157,0.001378,1.973929
domingo expresidente,5.000000,0.000197,0.001679,0.810709
domingo bolsonaro,10.000000,0.000394,0.003086,-0.397671
domingo durante,17.000000,0.000669,0.004891,2.356922
domingo proarmas,8.000000,0.000315,0.002539,2.020885
domingo brasilia,39.000000,0.001535,0.009945,3.311783
domingo deputado,15.000000,0.000590,0.004389,1.693982
domingo federal,9.000000,0.000354,0.002814,0.855679
domingo eduardo,12.000000,0.000472,0.003617,0.882735
domingo comparou,3.000000,0.000118,0.001068,1.423542
domingo tarcisio,3.000000,0.000118,0.001068,0.588744
domingo sao,5.000000,0.000197,0.001679,0.786275
domingo professores,19.000000,0.000748,0.005383,1.499588
domingo policia,4.000000,0.000157,0.001378,1.608040
domingo parlamentar,5.000000,0.000197,0.001679,1.611969
domingo discurso,6.000000,0.000236,0.001972,1.668664
domingo dia,3.000000,0.000118,0.001068,1.588622
domingo afirmou,3.000000,0.000118,0.001068,1.380982
domingo flavio,3.000000,0.000118,0.001068,1.253983
domingo evento,13.000000,0.000512,0.003877,2.387787
domingo doutrinadores,6.000000,0.000236,0.001972,1.984517
domingo realizado,18.000000,0.000708,0.005138,3.805264
domingo armamentista,16.000000,0.000630,0.004641,3.541769
domingo filho,5.000000,0.000197,0.001679,1.737657
domingo jair,3.000000,0.000118,0.001068,0.354343
domingo apos,10.000000,0.000394,0.003086,2.080399
domingo ministro,3.000000,0.000118,0.001068,0.494292
domingo ato,21.000000,0.000826,0.005867,3.256512
domingo comparar,7.000000,0.000275,0.002258,2.715091
domingo diferenca,3.000000,0.000118,0.001068,1.563304
domingo relacao,3.000000,0.000118,0.001068,1.902279
assim todos,7.000000,0.000275,0.002258,2.796649
assim ministro,3.000000,0.000118,0.001068,1.573486
voce pode,16.000000,0.000630,0.004641,3.367642
voce bolsonaro,5.000000,0.000197,0.001679,-0.429828
voce tambem,11.000000,0.000433,0.003353,2.894968
voce agora,4.000000,0.000157,0.001378,2.175504
voce familia,4.000000,0.000157,0.001378,2.603543
voce pais,3.000000,0.000118,0.001068,1.754290
voce so,3.000000,0.000118,0.001068,2.073721
voce vai,5.000000,0.000197,0.001679,1.828879
voce onde,3.000000,0.000118,0.001068,2.617336
voce fazer,6.000000,0.000236,0.001972,3.205123
deve sobre,4.000000,0.000157,0.001378,1.479197
deve ser,21.000000,0.000826,0.005867,3.484681
deve ter,4.000000,0.000157,0.001378,2.510711
ter bolsonaro,6.000000,0.000236,0.001972,-0.605446
ter federal,5.000000,0.000197,0.001679,0.570942
ter professor,13.000000,0.000512,0.003877,2.494362
ter doutrinador,12.000000,0.000472,0.003617,2.707421
ter professores,5.000000,0.000197,0.001679,0.467637
ter policia,6.000000,0.000236,0.001972,2.316555
ter doutrinadores,3.000000,0.000118,0.001068,1.594420
ter mandato,4.000000,0.000157,0.001378,2.179354
ter porque,3.000000,0.000118,0.001068,2.089497
ter justica,5.000000,0.000197,0.001679,1.647218
evento bolsonaro,21.000000,0.000826,0.005867,0.350824
evento proarmas,54.000000,0.002125,0.013078,3.936985
evento brasilia,31.000000,0.001220,0.008185,3.088766
evento deputado,9.000000,0.000354,0.002814,1.189714
evento federal,6.000000,0.000236,0.001972,0.456771
evento eduardo,27.000000,0.001063,0.007276,1.700223
evento odio,4.000000,0.000157,0.001378,1.614597
evento professores,3.000000,0.000118,0.001068,-0.339681
evento parlamentar,3.000000,0.000118,0.001068,1.107701
evento neste,14.000000,0.000551,0.004134,2.738743
evento discurso,3.000000,0.000118,0.001068,0.982075
evento dia,3.000000,0.000118,0.001068,1.595179
evento domingo,12.000000,0.000472,0.003617,2.307744
evento realizado,20.000000,0.000787,0.005626,3.917182
evento armamentista,24.000000,0.000945,0.006579,3.953792
evento filho,3.000000,0.000118,0.001068,1.233389
evento armas,5.000000,0.000197,0.001679,2.020062
evento grupo,6.000000,0.000236,0.001972,2.275587
pgr bolsonaro,16.000000,0.000630,0.004641,0.349180
pgr durante,3.000000,0.000118,0.001068,0.899168
pgr deputado,6.000000,0.000236,0.001972,1.054539
pgr federal,5.000000,0.000197,0.001679,0.544740
pgr eduardo,11.000000,0.000433,0.003353,1.072572
pgr todo,6.000000,0.000236,0.001972,2.496485
pgr tambem,4.000000,0.000157,0.001378,1.499225
pgr contra,19.000000,0.000748,0.005383,2.253874
pgr policia,3.000000,0.000118,0.001068,1.597205
pgr republica,3.000000,0.000118,0.001068,1.607058
pgr filho,3.000000,0.000118,0.001068,1.503679
pgr stf,7.000000,0.000275,0.002258,2.039038
pgr omissao,8.000000,0.000315,0.002539,3.108663
pgr conselho,5.000000,0.000197,0.001679,2.189709
pgr etica,5.000000,0.000197,0.001679,2.376295
pgr analise,6.000000,0.000236,0.001972,2.889974
pgr processo,14.000000,0.000551,0.004134,3.198275
pgr ha,9.000000,0.000354,0.002814,3.177656
republica bolsonaro,8.000000,0.000315,0.002539,-0.205497
republica deputado,3.000000,0.000118,0.001068,0.499862
republica governo,3.000000,0.000118,0.001068,0.788494
republica tambem,4.000000,0.000157,0.001378,1.637695
republica contra,7.000000,0.000275,0.002258,1.393815
republica decisao,4.000000,0.000157,0.001378,2.013601
republica pl,5.000000,0.000197,0.001679,1.505497
republica pgr,30.000000,0.001181,0.007960,3.909643
republica jair,8.000000,0.000315,0.002539,1.750490
republica sistema,10.000000,0.000394,0.003086,2.989910
republica tao,10.000000,0.000394,0.003086,3.064811
republica processo,14.000000,0.000551,0.004134,3.336745
doutrinadores bolsonaro,4.000000,0.000157,0.001378,-0.937484
doutrinadores durante,9.000000,0.000354,0.002814,2.097410
doutrinadores deputado,3.000000,0.000118,0.001068,0.461022
doutrinadores eduardo,5.000000,0.000197,0.001679,0.383744
doutrinadores traficantes,76.000000,0.002991,0.017384,3.884048
doutrinadores traficante,4.000000,0.000157,0.001378,2.045142
doutrinadores sao,19.000000,0.000748,0.005383,2.497754
doutrinadores piores,17.000000,0.000669,0.004891,3.793729
doutrinadores drogas,32.000000,0.001259,0.008409,3.553133
doutrinadores ato,7.000000,0.000275,0.002258,2.534377
doutrinadores diferenca,7.000000,0.000275,0.002258,2.787079
doutrinadores sequestrar,3.000000,0.000118,0.001068,1.991075
realizado bolsonaro,4.000000,0.000157,0.001378,-0.215349
realizado proarmas,4.000000,0.000157,0.001378,2.426350
realizado brasilia,32.000000,0.001259,0.008409,4.212569
realizado federal,3.000000,0.000118,0.001068,0.855679
realizado eduardo,4.000000,0.000157,0.001378,0.882735
realizado brasil,3.000000,0.000118,0.001068,1.398496
realizado professores,3.000000,0.000118,0.001068,0.752374
realizado neste,6.000000,0.000236,0.001972,2.983500
realizado domingo,11.000000,0.000433,0.003353,3.312788
realizado segundo,5.000000,0.000197,0.001679,3.460424
realizado grupo,6.000000,0.000236,0.001972,3.367642
armamentista bolsonaro,5.000000,0.000197,0.001679,-0.137918
armamentista brasilia,29.000000,0.001141,0.007733,3.968417
armamentista deputado,7.000000,0.000275,0.002258,1.884743
armamentista federal,3.000000,0.000118,0.001068,0.709967
armamentista eduardo,6.000000,0.000236,0.001972,1.142489
armamentista odio,6.000000,0.000236,0.001972,2.966405
armamentista contra,4.000000,0.000157,0.001378,1.371782
armamentista domingo,6.000000,0.000236,0.001972,2.560940
armamentista realizado,14.000000,0.000551,0.004134,4.506850
armamentista ministro,4.000000,0.000157,0.001378,1.734875
crime bolsonaro,6.000000,0.000236,0.001972,-0.631649
crime professor,44.000000,0.001732,0.011011,3.687400
crime doutrinador,41.000000,0.001614,0.010374,3.909884
crime talvez,44.000000,0.001732,0.011011,4.956512
crime ainda,4.000000,0.000157,0.001378,1.533126
crime odio,3.000000,0.000118,0.001068,1.597205
crime professores,5.000000,0.000197,0.001679,0.441435
crime contra,4.000000,0.000157,0.001378,0.695730
crime parlamentar,4.000000,0.000157,0.001378,1.665673
crime caso,3.000000,0.000118,0.001068,1.503679
crime justica,3.000000,0.000118,0.001068,1.110190
onde bolsonaro,6.000000,0.000236,0.001972,0.132957
onde sobre,3.000000,0.000118,0.001068,1.227883
onde tambem,5.000000,0.000197,0.001679,2.486975
onde pessoas,3.000000,0.000118,0.001068,2.797130
onde voce,6.000000,0.000236,0.001972,3.310484
filho expresidente,57.000000,0.002243,0.013684,3.556262
filho bolsonaro,43.000000,0.001692,0.010800,1.372883
filho comparou,7.000000,0.000275,0.002258,2.582779
filho professores,10.000000,0.000394,0.003086,1.169673
filho familia,7.000000,0.000275,0.002258,2.814108
filho pl,3.000000,0.000118,0.001068,0.891293
filho republica,7.000000,0.000275,0.002258,2.489447
