Number of pairs,25409.000000
Number of unique pairs,2270
Average pair frequency,11.193392
Pair entropy,7.063166

Pair,Frequency,Proportion,Entropy Term,Mutual Information
ainda hoje,6.000000,0.000236,0.001972,2.273341
ainda vai,21.000000,0.000826,0.005867,2.656678
ainda discurso,4.000000,0.000157,0.001378,1.316903
ainda pessoas,3.000000,0.000118,0.001068,1.809380
ainda voce,5.000000,0.000197,0.001679,2.140412
ainda filho,3.000000,0.000118,0.001068,1.280536
ainda jair,4.000000,0.000157,0.001378,0.695730
ainda porque,23.000000,0.000905,0.006343,3.877033
ainda disse,9.000000,0.000354,0.002814,2.690928
pior expresidente,5.000000,0.000197,0.001679,1.446698
pior eduardo,4.000000,0.000157,0.001378,0.420112
pior traficante,10.000000,0.000394,0.003086,3.220944
pior parlamentar,3.000000,0.000118,0.001068,1.737132
pior vai,22.000000,0.000866,0.006106,3.285482
pior discurso,3.000000,0.000118,0.001068,1.611506
pior filho,5.000000,0.000197,0.001679,2.373646
pior porque,21.000000,0.000826,0.005867,4.368346
pior disse,11.000000,0.000433,0.003353,3.473883
pior povo,3.000000,0.000118,0.001068,2.199293
traficante bolsonaro,6.000000,0.000236,0.001972,-0.442407
traficante professor,6.000000,0.000236,0.001972,1.884212
traficante familia,4.000000,0.000157,0.001378,2.408643
traficante drogas,68.000000,0.002676,0.015852,4.396517
traficante levar,4.000000,0.000157,0.001378,2.747859
traficante tenta,55.000000,0.002165,0.013281,5.177006
traficante sequestrar,55.000000,0.002165,0.013281,4.989408
governador expresidente,5.000000,0.000197,0.001679,1.168318
governador bolsonaro,3.000000,0.000118,0.001068,-1.244035
governador tarcisio,30.000000,0.001181,0.007960,3.248938
governador sao,48.000000,0.001889,0.011848,3.405647
governador mendes,4.000000,0.000157,0.001378,1.670641
governador apos,4.000000,0.000157,0.001378,1.521717
governador mauro,5.000000,0.000197,0.001679,2.483032
governador paulo,47.000000,0.001850,0.011640,4.381646
governador freitas,5.000000,0.000197,0.001679,2.537099
tarcisio expresidente,6.000000,0.000236,0.001972,0.666882
tarcisio bolsonaro,41.000000,0.001614,0.010374,0.687168
tarcisio fala,11.000000,0.000433,0.003353,1.901185
tarcisio diz,11.000000,0.000433,0.003353,2.429829
tarcisio governador,12.000000,0.000472,0.003617,2.332648
tarcisio sao,5.000000,0.000197,0.001679,0.460127
tarcisio sera,6.000000,0.000236,0.001972,1.727362
tarcisio ser,5.000000,0.000197,0.001679,0.718362
tarcisio lula,3.000000,0.000118,0.001068,-0.054141
tarcisio esquerda,4.000000,0.000157,0.001378,1.321897
tarcisio afirmou,5.000000,0.000197,0.001679,1.565660
tarcisio jair,4.000000,0.000157,0.001378,0.315877
tarcisio apos,7.000000,0.000275,0.002258,1.397576
tarcisio ministro,4.000000,0.000157,0.001378,0.455826
tarcisio sendo,4.000000,0.000157,0.001378,1.936572
tarcisio reforma,6.000000,0.000236,0.001972,1.164835
tarcisio outros,4.000000,0.000157,0.001378,1.829327
tarcisio alem,5.000000,0.000197,0.001679,1.735559
tarcisio relacao,7.000000,0.000275,0.002258,2.423429
tarcisio freitas,70.000000,0.002755,0.016239,4.492399
tarcisio sempre,10.000000,0.000394,0.003086,2.279860
sobre expresidente,4.000000,0.000157,0.001378,-0.140898
sobre bolsonaro,50.000000,0.001968,0.012261,0.483303
sobre durante,4.000000,0.000157,0.001378,0.181539
sobre deputado,7.000000,0.000275,0.002258,0.203378
sobre federal,6.000000,0.000236,0.001972,-0.278250
sobre eduardo,4.000000,0.000157,0.001378,-0.944341
sobre governador,3.000000,0.000118,0.001068,0.544038
sobre tarcisio,4.000000,0.000157,0.001378,0.147962
sobre gestao,5.000000,0.000197,0.001679,1.584557
sobre governo,11.000000,0.000433,0.003353,0.943996
sobre brasil,5.000000,0.000197,0.001679,0.082245
sobre educacao,4.000000,0.000157,0.001378,0.268107
sobre professores,24.000000,0.000945,0.006579,1.004739
sobre lula,6.000000,0.000236,0.001972,0.236690
sobre presidente,5.000000,0.000197,0.001679,0.496584
sobre gilmar,3.000000,0.000118,0.001068,0.206231
sobre investigacao,3.000000,0.000118,0.001068,0.446182
sobre partido,5.000000,0.000197,0.001679,1.152981
sobre vamos,10.000000,0.000394,0.003086,2.246452
sobre afirmou,3.000000,0.000118,0.001068,0.652518
sobre caso,8.000000,0.000315,0.002539,1.479197
sobre jair,4.000000,0.000157,0.001378,-0.086438
sobre leia,11.000000,0.000433,0.003353,1.983550
sobre omissao,16.000000,0.000630,0.004641,2.796498
sobre pandemia,8.000000,0.000315,0.002539,1.256053
sobre armas,5.000000,0.000197,0.001679,1.285041
sobre politica,9.000000,0.000354,0.002814,1.215612
sobre apos,3.000000,0.000118,0.001068,0.147962
sobre estao,3.000000,0.000118,0.001068,0.562906
sobre reforma,35.000000,0.001377,0.009074,2.526108
sobre tributaria,20.000000,0.000787,0.005626,2.277705
sobre relacao,3.000000,0.000118,0.001068,1.173815
sobre novo,3.000000,0.000118,0.001068,0.940200
sobre senador,4.000000,0.000157,0.001378,1.361414
sobre janeiro,3.000000,0.000118,0.001068,1.042479
gestao expresidente,6.000000,0.000236,0.001972,1.880334
gestao bolsonaro,18.000000,0.000708,0.005138,1.077419
gestao federal,4.000000,0.000157,0.001378,0.932052
gestao educacao,15.000000,0.000590,0.004389,3.205630
gestao decisao,6.000000,0.000236,0.001972,2.891052
gestao jair,7.000000,0.000275,0.002258,2.088945
gestao saude,16.000000,0.000630,0.004641,4.063959
gestao pandemia,18.000000,0.000708,0.005138,3.682751
gestao trabalho,16.000000,0.000630,0.004641,4.574784
governo pode,5.000000,0.000197,0.001679,1.001785
governo expresidente,3.000000,0.000118,0.001068,-0.241833
governo bolsonaro,90.000000,0.003542,0.019988,1.257838
governo durante,19.000000,0.000748,0.005383,1.926431
governo federal,19.000000,0.000748,0.005383,1.061177
governo gestao,4.000000,0.000157,0.001378,1.548162
governo sao,8.000000,0.000315,0.002539,0.714563
governo lula,54.000000,0.002125,0.013078,2.620663
governo hoje,3.000000,0.000118,0.001068,0.984774
governo pl,10.000000,0.000394,0.003086,1.241611
governo pt,3.000000,0.000118,0.001068,0.871015
governo presidente,7.000000,0.000275,0.002258,1.019804
governo luiz,3.000000,0.000118,0.001068,1.433322
governo jair,17.000000,0.000669,0.004891,1.547228
governo pandemia,19.000000,0.000748,0.005383,2.307799
governo apos,3.000000,0.000118,0.001068,0.334710
governo ministro,3.000000,0.000118,0.001068,-0.047424
governo reforma,3.000000,0.000118,0.001068,0.256120
governo discursos,3.000000,0.000118,0.001068,1.343171
governo paulo,3.000000,0.000118,0.001068,0.730785
governo processo,4.000000,0.000157,0.001378,1.126948
todo nacional,5.000000,0.000197,0.001679,2.723948
todo fala,4.000000,0.000157,0.001378,1.827330
todo governo,4.000000,0.000157,0.001378,1.272456
todo brasil,23.000000,0.000905,0.006343,2.948363
todo lula,3.000000,0.000118,0.001068,0.883604
todo pais,9.000000,0.000354,0.002814,2.803510
todo vai,5.000000,0.000197,0.001679,1.779486
todo discurso,3.000000,0.000118,0.001068,1.587114
todo afirmou,5.000000,0.000197,0.001679,2.503405
todo relacao,14.000000,0.000551,0.004134,4.054322
todo processo,4.000000,0.000157,0.001378,2.280262
todo ano,5.000000,0.000197,0.001679,2.805073
brasil pode,3.000000,0.000118,0.001068,0.417667
brasil bolsonaro,24.000000,0.000945,0.006579,-0.137211
brasil tudo,4.000000,0.000157,0.001378,1.474869
brasil nacional,5.000000,0.000197,0.001679,1.497342
brasil brasilia,8.000000,0.000315,0.002539,1.112654
brasil deputado,4.000000,0.000157,0.001378,-0.242783
brasil federal,3.000000,0.000118,0.001068,-0.857943
brasil eduardo,9.000000,0.000354,0.002814,-0.019956
brasil fala,3.000000,0.000118,0.001068,0.313042
brasil governo,4.000000,0.000157,0.001378,0.045850
brasil tambem,3.000000,0.000118,0.001068,0.319686
brasil sao,3.000000,0.000118,0.001068,-0.339559
brasil lula,3.000000,0.000118,0.001068,-0.343002
brasil hoje,3.000000,0.000118,0.001068,0.911481
brasil todos,3.000000,0.000118,0.001068,0.255148
brasil mundo,7.000000,0.000275,0.002258,1.504790
brasil so,3.000000,0.000118,0.001068,0.797722
brasil gilmar,6.000000,0.000236,0.001972,1.012833
brasil mendes,3.000000,0.000118,0.001068,0.410341
brasil vai,4.000000,0.000157,0.001378,0.329737
brasil partido,22.000000,0.000866,0.006106,2.748041
brasil domingo,11.000000,0.000433,0.003353,1.599167
brasil voce,5.000000,0.000197,0.001679,1.471699
brasil crime,4.000000,0.000157,0.001378,0.864413
brasil leia,5.000000,0.000197,0.001679,1.308548
brasil apos,7.000000,0.000275,0.002258,1.108715
brasil ministro,4.000000,0.000157,0.001378,0.166965
brasil supremo,4.000000,0.000157,0.001378,1.313938
brasil primeiro,5.000000,0.000197,0.001679,1.870855
brasil direita,18.000000,0.000708,0.005138,1.789362
brasil fazer,10.000000,0.000394,0.003086,2.439950
brasil povo,3.000000,0.000118,0.001068,0.948295
brasil senador,3.000000,0.000118,0.001068,1.187187
tambem pode,6.000000,0.000236,0.001972,1.745625
tambem bolsonaro,7.000000,0.000275,0.002258,-0.734543
tambem deputado,13.000000,0.000512,0.003877,1.570684
tambem federal,5.000000,0.000197,0.001679,0.287695
tambem eduardo,6.000000,0.000236,0.001972,0.209391
tambem sobre,3.000000,0.000118,0.001068,0.206231
tambem parlamentar,6.000000,0.000236,0.001972,1.814093
tambem pais,3.000000,0.000118,0.001068,1.113103
tambem pl,3.000000,0.000118,0.001068,0.599157
tambem caso,3.000000,0.000118,0.001068,1.246634
tambem determinou,4.000000,0.000157,0.001378,2.282523
tambem saude,3.000000,0.000118,0.001068,1.522482
tambem conselho,3.000000,0.000118,0.001068,1.421838
tambem outros,3.000000,0.000118,0.001068,1.887596
tambem fazer,7.000000,0.000275,0.002258,2.718086
dino bolsonaro,5.000000,0.000197,0.001679,-0.927915
dino durante,3.000000,0.000118,0.001068,0.785224
dino federal,12.000000,0.000472,0.003617,1.306264
dino eduardo,5.000000,0.000197,0.001679,0.170170
dino fala,5.000000,0.000197,0.001679,1.601780
dino sobre,3.000000,0.000118,0.001068,0.349332
dino pf,34.000000,0.001338,0.008854,3.638142
dino agora,8.000000,0.000315,0.002539,2.370564
dino policia,21.000000,0.000826,0.005867,3.429171
dino investigacao,6.000000,0.000236,0.001972,2.030696
dino vai,8.000000,0.000315,0.002539,1.800796
dino afirmou,10.000000,0.000394,0.003086,2.747859
dino caso,3.000000,0.000118,0.001068,1.389735
dino domingo,3.000000,0.000118,0.001068,1.077796
dino determinou,12.000000,0.000472,0.003617,3.524236
dino redes,9.000000,0.000354,0.002814,2.729509
dino sociais,10.000000,0.000394,0.003086,2.823570
dino analise,10.000000,0.000394,0.003086,3.286855
dino justica,4.000000,0.000157,0.001378,1.283928
dino segundafeira,4.000000,0.000157,0.001378,2.335473
dino nesta,5.000000,0.000197,0.001679,2.249612
pf bolsonaro,18.000000,0.000708,0.005138,0.322714
pf deputado,3.000000,0.000118,0.001068,0.217142
pf federal,5.000000,0.000197,0.001679,0.400490
pf eduardo,15.000000,0.000590,0.004389,1.238477
pf fala,4.000000,0.000157,0.001378,1.348331
pf sobre,5.000000,0.000197,0.001679,0.829852
pf tambem,3.000000,0.000118,0.001068,1.067293
pf sao,3.000000,0.000118,0.001068,0.408048
pf contra,3.000000,0.000118,0.001068,0.263798
pf policia,5.000000,0.000197,0.001679,1.963781
pf neste,4.000000,0.000157,0.001378,1.612020
pf investigacao,8.000000,0.000315,0.002539,2.288073
pf vai,15.000000,0.000590,0.004389,2.399099
pf discurso,6.000000,0.000236,0.001972,1.801262
pf evento,14.000000,0.000551,0.004134,2.594493
pf apos,3.000000,0.000118,0.001068,1.009024
pf vez,4.000000,0.000157,0.001378,2.322559
pf analise,19.000000,0.000748,0.005383,3.898404
pf discursos,27.000000,0.001063,0.007276,4.214710
pf depoimento,4.000000,0.000157,0.001378,2.414367
agora bolsonaro,8.000000,0.000315,0.002539,-0.308875
agora eduardo,9.000000,0.000354,0.002814,0.906992
agora tarcisio,6.000000,0.000236,0.001972,1.593830
agora governo,3.000000,0.000118,0.001068,0.685115
agora brasil,3.000000,0.000118,0.001068,0.611823
agora sera,4.000000,0.000157,0.001378,1.959984
agora todos,9.000000,0.000354,0.002814,2.280708
agora gilmar,4.000000,0.000157,0.001378,1.534316
agora vai,10.000000,0.000394,0.003086,2.172975
agora pgr,3.000000,0.000118,0.001068,1.503679
agora ministro,5.000000,0.000197,0.001679,1.317057
agora cassacao,4.000000,0.000157,0.001378,2.126111
odio bolsonaro,9.000000,0.000354,0.002814,-0.097566
odio eduardo,8.000000,0.000315,0.002539,0.882735
odio escolas,3.000000,0.000118,0.001068,1.908144
odio educacao,11.000000,0.000433,0.003353,2.413637
odio professores,30.000000,0.001181,0.007960,2.361811
odio contra,33.000000,0.001299,0.008632,2.934560
odio evento,3.000000,0.000118,0.001068,1.326915
odio violencia,4.000000,0.000157,0.001378,2.389982
odio direita,3.000000,0.000118,0.001068,1.018077
escolas bolsonaro,6.000000,0.000236,0.001972,-0.320710
escolas eduardo,4.000000,0.000157,0.001378,0.371910
escolas professores,15.000000,0.000590,0.004389,1.850986
escolas contra,4.000000,0.000157,0.001378,1.006669
escolas vai,10.000000,0.000394,0.003086,2.448823
escolas pessoas,3.000000,0.000118,0.001068,2.343462
escolas ter,10.000000,0.000394,0.003086,3.009702
escolas evento,5.000000,0.000197,0.001679,2.020062
escolas doutrinadores,4.000000,0.000157,0.001378,2.166839
escolas onde,3.000000,0.000118,0.001068,2.544133
escolas violencia,3.000000,0.000118,0.001068,2.284622
escolas estao,3.000000,0.000118,0.001068,1.879157
escolas direita,3.000000,0.000118,0.001068,1.200398
sao expresidente,3.000000,0.000118,0.001068,-0.339559
sao bolsonaro,4.000000,0.000157,0.001378,-1.953405
sao deputado,3.000000,0.000118,0.001068,-0.554899
sao traficantes,57.000000,0.002243,0.013684,2.580445
sao tarcisio,23.000000,0.000905,0.006343,1.986183
sao brasil,7.000000,0.000275,0.002258,0.507738
sao educacao,4.000000,0.000157,0.001378,0.357128
sao professores,4.000000,0.000157,0.001378,-0.698000
sao parlamentar,3.000000,0.000118,0.001068,0.461700
sao so,5.000000,0.000197,0.001679,1.284114
sao investigacao,3.000000,0.000118,0.001068,0.535203
sao partido,5.000000,0.000197,0.001679,1.242002
sao piores,60.000000,0.002361,0.014283,4.038940
sao drogas,14.000000,0.000551,0.004134,1.710534
sao pessoas,8.000000,0.000315,0.002539,2.097062
sao crimes,7.000000,0.000275,0.002258,1.452705
sao apos,3.000000,0.000118,0.001068,0.236983
sao ministro,5.000000,0.000197,0.001679,0.365675
sao criminosos,8.000000,0.000315,0.002539,2.243665
sao paulo,88.000000,0.003463,0.019622,4.011783
sao freitas,22.000000,0.000866,0.006106,3.021651
educacao bolsonaro,6.000000,0.000236,0.001972,-1.114501
educacao federal,4.000000,0.000157,0.001378,-0.161256
educacao eduardo,5.000000,0.000197,0.001679,-0.198737
educacao governo,4.000000,0.000157,0.001378,0.454854
educacao brasil,5.000000,0.000197,0.001679,0.604705
educacao pf,3.000000,0.000118,0.001068,0.841487
educacao odio,5.000000,0.000197,0.001679,1.625179
educacao sao,4.000000,0.000157,0.001378,0.357128
educacao professores,10.000000,0.000394,0.003086,0.651730
educacao ser,3.000000,0.000118,0.001068,0.327680
educacao pais,3.000000,0.000118,0.001068,0.887296
educacao pt,7.000000,0.000275,0.002258,2.054025
educacao investigacao,4.000000,0.000157,0.001378,1.256324
educacao publica,4.000000,0.000157,0.001378,2.114985
educacao luiz,9.000000,0.000354,0.002814,2.867647
educacao deve,3.000000,0.000118,0.001068,1.713975
educacao filhos,14.000000,0.000551,0.004134,2.674601
educacao leia,3.000000,0.000118,0.001068,1.206727
educacao saude,15.000000,0.000590,0.004389,2.906113
educacao mauro,9.000000,0.000354,0.002814,2.507205
educacao educadores,8.000000,0.000315,0.002539,2.500648
educacao casa,3.000000,0.000118,0.001068,1.696275
educacao alem,3.000000,0.000118,0.001068,1.344877
educacao sempre,4.000000,0.000157,0.001378,1.483714
professores pode,18.000000,0.000708,0.005138,1.563304
professores expresidente,3.000000,0.000118,0.001068,-0.961248
professores bolsonaro,20.000000,0.000787,0.005626,-0.965655
professores durante,14.000000,0.000551,0.004134,0.901634
professores proarmas,8.000000,0.000315,0.002539,0.759754
professores brasilia,4.000000,0.000157,0.001378,-0.226616
professores deputado,19.000000,0.000748,0.005383,0.669240
professores eduardo,33.000000,0.001299,0.008632,0.633205
professores professor,5.000000,0.000197,0.001679,-0.025331
professores doutrinador,4.000000,0.000157,0.001378,0.044628
professores traficantes,232.000000,0.009131,0.042879,3.362443
professores fala,14.000000,0.000551,0.004134,1.207364
professores diz,3.000000,0.000118,0.001068,0.195563
professores pior,3.000000,0.000118,0.001068,0.289750
professores traficante,4.000000,0.000157,0.001378,0.407533
professores brasil,12.000000,0.000472,0.003617,0.425047
professores dino,4.000000,0.000157,0.001378,0.104347
professores odio,6.000000,0.000236,0.001972,0.752374
professores escolas,7.000000,0.000275,0.002258,1.088846
professores sao,66.000000,0.002598,0.015463,2.105361
professores educacao,13.000000,0.000512,0.003877,0.914094
professores sera,3.000000,0.000118,0.001068,0.099232
professores contra,7.000000,0.000275,0.002258,-0.282633
professores ser,6.000000,0.000236,0.001972,-0.034300
professores lula,4.000000,0.000157,0.001378,-0.701442
professores so,3.000000,0.000118,0.001068,0.151600
professores presidente,4.000000,0.000157,0.001378,-0.259227
professores discurso,10.000000,0.000394,0.003086,0.918359
professores vamos,11.000000,0.000433,0.003353,1.809095
professores piores,48.000000,0.001889,0.011848,3.194108
professores drogas,69.000000,0.002716,0.016046,2.683895
professores deve,4.000000,0.000157,0.001378,0.946530
professores evento,8.000000,0.000315,0.002539,0.641148
professores doutrinadores,99.000000,0.003896,0.021615,3.526746
professores crime,4.000000,0.000157,0.001378,0.218291
professores filho,5.000000,0.000197,0.001679,0.476526
professores violencia,4.000000,0.000157,0.001378,0.723386
professores mandato,7.000000,0.000275,0.002258,1.174788
professores ministro,6.000000,0.000236,0.001972,-0.073692
professores ato,3.000000,0.000118,0.001068,0.049470
professores primeiro,3.000000,0.000118,0.001068,0.713907
professores estao,3.000000,0.000118,0.001068,0.030239
professores justica,4.000000,0.000157,0.001378,-0.140106
professores criminosos,5.000000,0.000197,0.001679,1.151974
professores comparar,3.000000,0.000118,0.001068,0.606662
professores educadores,11.000000,0.000433,0.003353,1.763974
professores diferenca,7.000000,0.000275,0.002258,1.149470
professores sequestrar,4.000000,0.000157,0.001378,0.641148
professores alem,5.000000,0.000197,0.001679,0.800576
professores processo,4.000000,0.000157,0.001378,0.407533
professores estado,3.000000,0.000118,0.001068,0.557065
pra bolsonaro,3.000000,0.000118,0.001068,-0.953232
pra tarcisio,4.000000,0.000157,0.001378,1.524838
pra agora,3.000000,0.000118,0.001068,1.875243
pra ser,3.000000,0.000118,0.001068,1.182096
pra lula,3.000000,0.000118,0.001068,0.920418
pra direita,5.000000,0.000197,0.001679,1.771849
sera expresidente,8.000000,0.000315,0.002539,1.726183
sera bolsonaro,12.000000,0.000472,0.003617,0.230121
sera deputado,3.000000,0.000118,0.001068,0.530015
sera federal,5.000000,0.000197,0.001679,0.713362
sera sobre,3.000000,0.000118,0.001068,0.631899
sera pl,4.000000,0.000157,0.001378,1.312507
sera jair,3.000000,0.000118,0.001068,0.799814
sera vez,3.000000,0.000118,0.001068,2.347750
sera nesta,5.000000,0.000197,0.001679,2.532179
sera sempre,3.000000,0.000118,0.001068,1.847506
sera depoimento,4.000000,0.000157,0.001378,2.727239
tribunal federal,59.000000,0.002322,0.014084,3.396982
tribunal gilmar,10.000000,0.000394,0.003086,2.799658
tribunal stf,42.000000,0.001653,0.010588,4.214940
tribunal determinou,11.000000,0.000433,0.003353,3.935312
tribunal justica,4.000000,0.000157,0.001378,1.782015
contra pode,8.000000,0.000315,0.002539,1.229812
contra expresidente,10.000000,0.000394,0.003086,0.720164
contra bolsonaro,90.000000,0.003542,0.019988,1.015861
contra durante,3.000000,0.000118,0.001068,-0.161372
contra deputado,25.000000,0.000984,0.006813,1.421115
contra eduardo,51.000000,0.002007,0.012467,1.545962
contra fala,12.000000,0.000472,0.003617,1.530652
contra tarcisio,3.000000,0.000118,0.001068,-0.194948
contra governo,4.000000,0.000157,0.001378,-0.122834
contra brasil,3.000000,0.000118,0.001068,-0.483809
contra tambem,5.000000,0.000197,0.001679,0.661828
contra odio,4.000000,0.000157,0.001378,0.824347
contra escolas,14.000000,0.000551,0.004134,2.259432
contra educacao,5.000000,0.000197,0.001679,0.436021
contra professores,73.000000,0.002873,0.016814,2.061916
contra lula,7.000000,0.000275,0.002258,0.335612
contra neste,3.000000,0.000118,0.001068,0.408048
contra presidente,3.000000,0.000118,0.001068,-0.069471
contra caso,4.000000,0.000157,0.001378,0.730821
contra filho,6.000000,0.000236,0.001972,1.136286
contra jair,6.000000,0.000236,0.001972,0.263798
contra omissao,9.000000,0.000354,0.002814,2.165906
contra pandemia,13.000000,0.000512,0.003877,1.686332
contra violencia,3.000000,0.000118,0.001068,0.913143
contra conselho,10.000000,0.000394,0.003086,1.822316
contra etica,5.000000,0.000197,0.001679,1.315755
contra reforma,8.000000,0.000315,0.002539,0.994973
contra comparar,3.000000,0.000118,0.001068,1.084100
contra educadores,4.000000,0.000157,0.001378,1.229812
contra tributaria,8.000000,0.000315,0.002539,1.306185
contra alem,3.000000,0.000118,0.001068,0.767189
contra povo,3.000000,0.000118,0.001068,0.779611
familia bolsonaro,18.000000,0.000708,0.005138,0.930094
familia eduardo,4.000000,0.000157,0.001378,0.524102
familia ser,7.000000,0.000275,0.002258,2.120961
ser pode,3.000000,0.000118,0.001068,0.651467
ser bolsonaro,6.000000,0.000236,0.001972,-1.289705
ser eduardo,4.000000,0.000157,0.001378,-0.597085
ser ainda,3.000000,0.000118,0.001068,0.587389
ser pior,3.000000,0.000118,0.001068,1.169673
ser traficante,3.000000,0.000118,0.001068,0.999774
ser brasil,4.000000,0.000157,0.001378,0.206357
ser odio,4.000000,0.000157,0.001378,1.226832
ser acao,9.000000,0.000354,0.002814,2.488347
ser pais,7.000000,0.000275,0.002258,1.559390
ser presidente,12.000000,0.000472,0.003617,1.719308
ser discurso,4.000000,0.000157,0.001378,0.881991
ser crimes,3.000000,0.000118,0.001068,0.863642
ser supremo,3.000000,0.000118,0.001068,1.260057
ser justica,4.000000,0.000157,0.001378,0.739817
ser direita,3.000000,0.000118,0.001068,0.231404
ser tao,4.000000,0.000157,0.001378,1.351995
acao expresidente,8.000000,0.000315,0.002539,2.136763
acao bolsonaro,23.000000,0.000905,0.006343,1.291289
acao eduardo,3.000000,0.000118,0.001068,0.352492
acao sobre,4.000000,0.000157,0.001378,1.330161
acao contra,26.000000,0.001023,0.007045,3.146735
acao hoje,8.000000,0.000315,0.002539,3.363370
acao gilmar,8.000000,0.000315,0.002539,2.771575
acao pgr,6.000000,0.000236,0.001972,2.740938
acao republica,4.000000,0.000157,0.001378,2.473943
acao filho,5.000000,0.000197,0.001679,2.593708
acao jair,5.000000,0.000197,0.001679,1.721220
acao pandemia,4.000000,0.000157,0.001378,2.147421
parlamentares pl,6.000000,0.000236,0.001972,2.295606
parlamentares discurso,5.000000,0.000197,0.001679,2.509447
parlamentares esquerda,4.000000,0.000157,0.001378,2.671150
parlamentares ministro,3.000000,0.000118,0.001068,1.517397
parlamentares reforma,3.000000,0.000118,0.001068,1.820941
parlamentares ano,4.000000,0.000157,0.001378,2.993437
camara bolsonaro,6.000000,0.000236,0.001972,-0.805312
camara deputado,5.000000,0.000197,0.001679,0.698554
camara federal,3.000000,0.000118,0.001068,-0.139749
camara eduardo,12.000000,0.000472,0.003617,0.985920
camara fala,3.000000,0.000118,0.001068,1.031235
camara tarcisio,3.000000,0.000118,0.001068,0.691928
camara sao,3.000000,0.000118,0.001068,0.378634
camara contra,17.000000,0.000669,0.004891,1.968985
camara pl,3.000000,0.000118,0.001068,0.682539
camara partido,5.000000,0.000197,0.001679,1.984629
camara vamos,4.000000,0.000157,0.001378,2.161809
camara apos,3.000000,0.000118,0.001068,0.979610
camara deputados,68.000000,0.002676,0.015852,4.271570
camara nesta,6.000000,0.000236,0.001972,2.372214
camara paulo,4.000000,0.000157,0.001378,1.663368
policia federal,96.000000,0.003778,0.021077,3.628267
policia pf,29.000000,0.001141,0.007733,3.721639
policia sao,3.000000,0.000118,0.001068,0.680915
policia gilmar,3.000000,0.000118,0.001068,1.340160
policia vai,11.000000,0.000433,0.003353,2.361811
policia discurso,8.000000,0.000315,0.002539,2.361811
policia analise,14.000000,0.000551,0.004134,3.865889
policia discursos,8.000000,0.000315,0.002539,3.271182
policia novo,3.000000,0.000118,0.001068,2.074129
parlamentar bolsonaro,4.000000,0.000157,0.001378,-1.127711
parlamentar durante,11.000000,0.000433,0.003353,2.107854
parlamentar federal,3.000000,0.000118,0.001068,-0.056683
parlamentar eduardo,5.000000,0.000197,0.001679,0.193518
parlamentar comparou,6.000000,0.000236,0.001972,2.302940
parlamentar tarcisio,4.000000,0.000157,0.001378,1.062677
parlamentar tambem,5.000000,0.000197,0.001679,1.631772
parlamentar camara,6.000000,0.000236,0.001972,1.897475
parlamentar afirmou,3.000000,0.000118,0.001068,1.567233
parlamentar caso,5.000000,0.000197,0.001679,1.923908
parlamentar voce,5.000000,0.000197,0.001679,2.272959
parlamentar onde,4.000000,0.000157,0.001378,2.430279
parlamentar leia,3.000000,0.000118,0.001068,1.598982
parlamentar mandato,5.000000,0.000197,0.001679,2.285698
parlamentar conselho,6.000000,0.000236,0.001972,2.281434
parlamentar etica,5.000000,0.000197,0.001679,2.285698
parlamentar ato,3.000000,0.000118,0.001068,1.496852
parlamentar segundo,4.000000,0.000157,0.001378,2.324919
parlamentar comparar,3.000000,0.000118,0.001068,2.054044
parlamentar cpi,3.000000,0.000118,0.001068,2.180338
lula expresidente,3.000000,0.000118,0.001068,-0.343002
lula bolsonaro,34.000000,0.001338,0.008854,0.183219
lula ainda,3.000000,0.000118,0.001068,0.325711
lula tarcisio,3.000000,0.000118,0.001068,-0.054141
lula sobre,6.000000,0.000236,0.001972,0.236690
lula governo,4.000000,0.000157,0.001378,0.017973
lula tambem,3.000000,0.000118,0.001068,0.291810
lula pf,3.000000,0.000118,0.001068,0.404605
lula ser,3.000000,0.000118,0.001068,-0.109201
lula todos,12.000000,0.000472,0.003617,1.613566
lula so,4.000000,0.000157,0.001378,1.057528
lula decisao,3.000000,0.000118,0.001068,0.667716
lula pt,26.000000,0.001023,0.007045,2.929330
lula presidente,6.000000,0.000236,0.001972,0.764484
lula noticias,4.000000,0.000157,0.001378,1.233418
lula republica,3.000000,0.000118,0.001068,0.687325
lula jair,4.000000,0.000157,0.001378,-0.000860
lula politica,4.000000,0.000157,0.001378,0.490261
lula apos,3.000000,0.000118,0.001068,0.233541
lula sendo,5.000000,0.000197,0.001679,1.842979
lula reforma,3.000000,0.000118,0.001068,0.154951
lula direita,3.000000,0.000118,0.001068,-0.030274
lula janeiro,3.000000,0.000118,0.001068,1.128058
lula silva,26.000000,0.001023,0.007045,3.287542
pais bolsonaro,3.000000,0.000118,0.001068,-1.423236
pais traficantes,6.000000,0.000236,0.001972,1.147004
pais brasil,3.000000,0.000118,0.001068,0.478291
pais educacao,3.000000,0.000118,0.001068,0.887296
pais contra,4.000000,0.000157,0.001378,0.597290
pais familia,3.000000,0.000118,0.001068,1.833279
pais lula,3.000000,0.000118,0.001068,0.450415
pais drogas,6.000000,0.000236,0.001972,1.681087
pais filhos,6.000000,0.000236,0.001972,2.211715
pais diferenca,5.000000,0.000197,0.001679,2.252537
hoje pode,4.000000,0.000157,0.001378,1.931955
hoje bolsonaro,7.000000,0.000275,0.002258,-0.142749
