Number of pairs,982579.000000
Number of unique pairs,24910
Average pair frequency,39.445163
Pair entropy,9.349716

Pair,Frequency,Proportion,Entropy Term,Mutual Information
hoje paulo,12.000000,0.000012,0.000138,1.076295
hoje seguranca,14.000000,0.000014,0.000159,0.260818
hoje frente,11.000000,0.000011,0.000128,0.846036
hoje pessoas,13.000000,0.000013,0.000149,0.491079
hoje supremo,14.000000,0.000014,0.000159,0.427000
hoje tribunal,11.000000,0.000011,0.000128,-0.029988
hoje ministro,23.000000,0.000023,0.000250,0.629004
hoje dia,41.000000,0.000042,0.000421,1.274634
hoje alexandre,14.000000,0.000014,0.000159,0.674451
hoje moraes,14.000000,0.000014,0.000159,0.313056
hoje brasileiro,10.000000,0.000010,0.000117,0.809624
hoje governo,23.000000,0.000023,0.000250,0.047558
hoje ainda,13.000000,0.000013,0.000149,0.403408
hoje distrito,16.000000,0.000016,0.000180,0.701550
hoje sigilo,11.000000,0.000011,0.000128,0.673133
hoje vai,15.000000,0.000015,0.000169,0.739666
hoje r,19.000000,0.000019,0.000210,-0.126739
hoje intervencao,10.000000,0.000010,0.000117,1.227809
hoje anderson,12.000000,0.000012,0.000138,0.175302
hoje torres,18.000000,0.000018,0.000200,0.134159
hoje disse,13.000000,0.000013,0.000149,0.508193
hoje apoio,11.000000,0.000011,0.000128,1.359089
hoje noticia,19.000000,0.000019,0.000210,2.147663
hoje cartao,12.000000,0.000012,0.000138,0.064594
manha bolsonaro,14.000000,0.000014,0.000159,-1.196539
manha hospital,12.000000,0.000012,0.000138,1.454948
manha estados,13.000000,0.000013,0.000149,1.249900
manha atos,12.000000,0.000012,0.000138,0.276983
manha brasilia,25.000000,0.000025,0.000269,0.773714
manha federal,44.000000,0.000045,0.000448,1.231390
manha fortes,11.000000,0.000011,0.000128,2.458301
manha segundafeira,100.000000,0.000102,0.000936,4.014364
manha segunda,15.000000,0.000015,0.000169,3.185279
manha hoje,26.000000,0.000026,0.000279,2.612097
manha apos,25.000000,0.000025,0.000269,1.360429
manha policia,49.000000,0.000050,0.000494,2.416044
manha desta,131.000000,0.000133,0.001190,4.510483
manha prisao,16.000000,0.000016,0.000180,1.403008
manha domingo,14.000000,0.000014,0.000159,0.892084
manha deste,92.000000,0.000094,0.000869,4.335912
manha seguranca,11.000000,0.000011,0.000128,0.864592
manha frente,10.000000,0.000010,0.000117,1.595663
manha acampamento,11.000000,0.000011,0.000128,2.782934
manha torres,12.000000,0.000012,0.000138,0.573630
manha preso,11.000000,0.000011,0.000128,1.947065
manha tercafeira,13.000000,0.000013,0.000149,2.467983
situacao bolsonaro,95.000000,0.000097,0.000894,0.500814
situacao jair,29.000000,0.000030,0.000308,0.587890
situacao brasil,22.000000,0.000022,0.000240,0.485138
situacao extradicao,11.000000,0.000011,0.000128,2.228589
situacao pais,31.000000,0.000032,0.000327,1.824106
situacao expresidente,33.000000,0.000034,0.000346,0.750464
situacao federal,13.000000,0.000013,0.000149,-0.205317
situacao exministro,28.000000,0.000028,0.000298,1.759510
situacao presidente,12.000000,0.000012,0.000138,0.135882
situacao apos,28.000000,0.000028,0.000298,1.256290
situacao ha,10.000000,0.000010,0.000117,1.131127
situacao agora,16.000000,0.000016,0.000180,1.524473
situacao ser,12.000000,0.000012,0.000138,0.357594
situacao pode,10.000000,0.000010,0.000117,1.327093
situacao fazer,10.000000,0.000010,0.000117,1.743487
situacao ministro,10.000000,0.000010,0.000117,0.423565
situacao nesse,11.000000,0.000011,0.000128,2.534696
situacao governo,18.000000,0.000018,0.000200,0.429905
situacao fato,10.000000,0.000010,0.000117,2.549963
situacao ainda,12.000000,0.000012,0.000138,0.950835
situacao globo,16.000000,0.000016,0.000180,2.559625
situacao momento,11.000000,0.000011,0.000128,2.004229
situacao anderson,11.000000,0.000011,0.000128,0.715761
situacao torres,21.000000,0.000021,0.000230,0.915779
situacao disse,10.000000,0.000010,0.000117,0.873298
situacao jornal,17.000000,0.000017,0.000190,2.278245
situacao entrevista,17.000000,0.000017,0.000190,3.023775
sao lula,64.000000,0.000065,0.000628,-0.308303
sao bolsonaro,134.000000,0.000136,0.001214,-0.778605
sao crime,18.000000,0.000018,0.000200,1.081587
sao michelle,12.000000,0.000012,0.000138,-0.043615
sao jair,36.000000,0.000037,0.000374,-0.819269
sao facada,12.000000,0.000012,0.000138,0.824302
sao brasil,46.000000,0.000047,0.000467,-0.400645
sao deputados,11.000000,0.000011,0.000128,0.359997
sao sobre,20.000000,0.000020,0.000220,-0.671407
sao noticias,58.000000,0.000059,0.000575,1.377354
sao outras,10.000000,0.000010,0.000117,0.603383
sao redes,14.000000,0.000014,0.000159,-0.238628
sao manifestantes,18.000000,0.000018,0.000200,0.598693
sao nada,10.000000,0.000010,0.000117,0.310149
sao pais,39.000000,0.000040,0.000402,0.430299
sao golpista,15.000000,0.000015,0.000169,0.540796
sao pra,11.000000,0.000011,0.000128,-0.107026
sao todos,74.000000,0.000075,0.000715,0.851315
sao terroristas,38.000000,0.000039,0.000393,0.280262
sao contra,47.000000,0.000048,0.000476,0.409425
sao democracia,34.000000,0.000035,0.000355,0.237060
sao todo,18.000000,0.000018,0.000200,0.324650
sao lei,24.000000,0.000024,0.000259,0.737870
sao sempre,12.000000,0.000012,0.000138,0.232153
sao direitos,11.000000,0.000011,0.000128,0.696469
sao povo,18.000000,0.000018,0.000200,0.305178
sao dois,34.000000,0.000035,0.000355,1.289091
sao expresidente,52.000000,0.000053,0.000521,-0.418182
sao atos,68.000000,0.000069,0.000663,0.170735
sao criminosos,30.000000,0.000031,0.000317,1.385772
sao brasilia,37.000000,0.000038,0.000384,-0.675093
sao cnn,11.000000,0.000011,0.000128,0.834455
sao deputado,10.000000,0.000010,0.000117,0.462363
sao federal,38.000000,0.000039,0.000393,-0.756062
sao defesa,10.000000,0.000010,0.000117,-0.453540
sao tres,10.000000,0.000010,0.000117,-1.032430
sao presidente,27.000000,0.000027,0.000289,-0.676569
sao nesta,18.000000,0.000018,0.000200,-0.144885
sao segundafeira,10.000000,0.000010,0.000117,-0.129070
sao desde,17.000000,0.000017,0.000190,0.077088
sao aqui,16.000000,0.000016,0.000180,0.810509
sao bolsonaristas,23.000000,0.000023,0.000250,0.096730
sao janeiro,12.000000,0.000012,0.000138,-0.506058
sao hoje,19.000000,0.000019,0.000210,0.457590
sao tentativa,11.000000,0.000011,0.000128,0.573268
sao cerca,16.000000,0.000016,0.000180,1.159387
sao golpistas,29.000000,0.000030,0.000308,0.148547
sao acesso,11.000000,0.000011,0.000128,0.659387
sao tambem,34.000000,0.000035,0.000355,0.039118
sao apos,27.000000,0.000027,0.000289,-0.403459
sao terrorismo,26.000000,0.000026,0.000279,0.997689
sao policia,21.000000,0.000021,0.000230,-0.272103
sao grande,18.000000,0.000018,0.000200,0.805953
sao desta,12.000000,0.000012,0.000138,0.279344
sao ha,18.000000,0.000018,0.000200,0.095532
sao durante,21.000000,0.000021,0.000230,-0.171787
sao quatro,10.000000,0.000010,0.000117,0.111897
sao anos,30.000000,0.000031,0.000317,-0.038744
sao outros,19.000000,0.000019,0.000210,0.507445
sao agora,21.000000,0.000021,0.000230,0.173025
sao golpe,13.000000,0.000013,0.000149,-0.360252
sao ser,33.000000,0.000034,0.000346,-0.254188
sao so,19.000000,0.000019,0.000210,0.169148
sao vandalos,35.000000,0.000036,0.000365,2.108097
sao esquerda,11.000000,0.000011,0.000128,0.172398
sao manifestacoes,19.000000,0.000019,0.000210,0.565543
sao estao,16.000000,0.000016,0.000180,0.064016
sao stf,14.000000,0.000014,0.000159,-1.031189
sao poder,20.000000,0.000020,0.000220,0.615708
sao estado,34.000000,0.000035,0.000355,0.150541
sao ato,15.000000,0.000015,0.000169,0.583537
sao exercito,10.000000,0.000010,0.000117,0.065315
sao tudo,19.000000,0.000019,0.000210,0.352838
sao tarcisio,85.000000,0.000087,0.000809,3.057459
sao antidemocraticos,11.000000,0.000011,0.000128,0.095193
sao deste,11.000000,0.000011,0.000128,0.371170
sao governador,18.000000,0.000018,0.000200,0.288784
sao paulo,625.000000,0.000636,0.004682,4.033228
sao seguranca,27.000000,0.000027,0.000289,-0.078315
sao frente,10.000000,0.000010,0.000117,-0.245186
sao pessoas,55.000000,0.000056,0.000548,0.937550
sao apoiadores,17.000000,0.000017,0.000190,-0.040351
sao luiz,11.000000,0.000011,0.000128,-0.298428
sao presidencia,14.000000,0.000014,0.000159,0.067733
sao republica,10.000000,0.000010,0.000117,-0.885484
sao acao,22.000000,0.000022,0.000240,1.070758
sao alguns,10.000000,0.000010,0.000117,0.728992
sao politicos,13.000000,0.000013,0.000149,0.807353
sao fazer,12.000000,0.000012,0.000138,0.302427
sao ministro,19.000000,0.000019,0.000210,-0.557964
sao dia,30.000000,0.000031,0.000317,-0.033653
sao sera,16.000000,0.000016,0.000180,0.408474
sao politica,19.000000,0.000019,0.000210,0.021855
sao direita,20.000000,0.000020,0.000220,0.835476
sao invasao,11.000000,0.000011,0.000128,-0.447754
sao moraes,13.000000,0.000013,0.000149,-0.756965
sao diz,13.000000,0.000013,0.000149,-0.184186
sao publico,17.000000,0.000017,0.000190,0.225322
sao brasileiro,15.000000,0.000015,0.000169,0.219177
sao menos,20.000000,0.000020,0.000220,0.573760
sao governo,50.000000,0.000051,0.000503,-0.171826
sao apenas,32.000000,0.000033,0.000336,1.331085
sao politico,14.000000,0.000014,0.000159,0.726110
sao parte,12.000000,0.000012,0.000138,-0.092914
sao ainda,23.000000,0.000023,0.000250,-0.021960
sao primeiro,60.000000,0.000061,0.000593,1.778333
sao crimes,21.000000,0.000021,0.000230,0.966183
sao segundo,14.000000,0.000014,0.000159,-0.453098
sao sigilo,14.000000,0.000014,0.000159,-0.081617
sao presos,26.000000,0.000026,0.000279,1.210719
sao nacional,10.000000,0.000010,0.000117,-0.664850
sao diante,11.000000,0.000011,0.000128,0.962172
sao responsaveis,31.000000,0.000032,0.000327,1.643330
sao leia,10.000000,0.000010,0.000117,-0.041864
sao imprensa,14.000000,0.000014,0.000159,1.244760
sao globo,18.000000,0.000018,0.000200,1.054026
sao onde,16.000000,0.000016,0.000180,0.221011
sao porque,31.000000,0.000032,0.000327,1.074465
sao vai,12.000000,0.000012,0.000138,-0.479390
sao forcas,10.000000,0.000010,0.000117,-0.201341
sao qualquer,12.000000,0.000012,0.000138,0.527977
sao manifestacao,10.000000,0.000010,0.000117,0.716445
sao agencia,20.000000,0.000020,0.000220,1.252951
sao r,59.000000,0.000060,0.000584,0.010447
sao intervencao,11.000000,0.000011,0.000128,0.327207
sao praca,28.000000,0.000028,0.000298,1.222354
sao predios,14.000000,0.000014,0.000159,0.153222
sao campanha,13.000000,0.000013,0.000149,0.635945
sao sendo,13.000000,0.000013,0.000149,0.397695
sao financiadores,16.000000,0.000016,0.000180,1.229767
sao disse,11.000000,0.000011,0.000128,-0.654774
sao apoio,11.000000,0.000011,0.000128,0.363176
sao decreto,11.000000,0.000011,0.000128,-0.005528
sao destruicao,19.000000,0.000019,0.000210,1.286152
sao jornal,24.000000,0.000024,0.000259,0.999703
sao onibus,16.000000,0.000016,0.000180,1.232375
sao inquerito,11.000000,0.000011,0.000128,0.305929
sao causa,11.000000,0.000011,0.000128,0.944930
sao militares,14.000000,0.000014,0.000159,0.485848
sao muitos,11.000000,0.000011,0.000128,0.922394
sao cartao,20.000000,0.000020,0.000220,-0.420493
sao corporativo,12.000000,0.000012,0.000138,-0.718125
sao gente,10.000000,0.000010,0.000117,0.230362
sao milhoes,24.000000,0.000024,0.000259,0.058081
sao ver,19.000000,0.000019,0.000210,1.031492
sao carlos,11.000000,0.000011,0.000128,0.799363
sao fonte,18.000000,0.000018,0.000200,1.085587
sao publicacao,11.000000,0.000011,0.000128,1.098606
sao mil,50.000000,0.000051,0.000503,0.718942
sao medidas,10.000000,0.000010,0.000117,0.616836
sao enquanto,13.000000,0.000013,0.000149,0.554406
sao outra,24.000000,0.000024,0.000259,1.872142
sao gastos,46.000000,0.000047,0.000467,0.547091
sao dados,30.000000,0.000031,0.000317,1.307729
sao objetivo,11.000000,0.000011,0.000128,0.611311
sao reais,19.000000,0.000019,0.000210,1.293137
sao valor,12.000000,0.000012,0.000138,0.107140
sao maioria,30.000000,0.000031,0.000317,2.012961
sao valores,10.000000,0.000010,0.000117,0.534539
sao minimo,21.000000,0.000021,0.000230,0.834941
sao dilma,51.000000,0.000052,0.000512,1.732997
sao despesas,33.000000,0.000034,0.000346,1.616470
sao inflacao,10.000000,0.000010,0.000117,0.596724
tentativa lula,16.000000,0.000016,0.000180,-0.036463
tentativa bolsonaro,53.000000,0.000054,0.000530,-0.048019
tentativa jair,16.000000,0.000016,0.000180,0.027936
tentativa brasil,30.000000,0.000031,0.000317,0.830046
tentativa direito,20.000000,0.000020,0.000220,2.554410
tentativa pais,26.000000,0.000026,0.000279,1.682968
tentativa golpista,10.000000,0.000010,0.000117,1.793465
tentativa terroristas,11.000000,0.000011,0.000128,0.698706
tentativa democracia,14.000000,0.000014,0.000159,1.007892
tentativa expresidente,19.000000,0.000019,0.000210,0.233148
tentativa brasilia,25.000000,0.000025,0.000269,0.591000
tentativa bolsonaristas,15.000000,0.000015,0.000169,1.327421
tentativa janeiro,10.000000,0.000010,0.000117,0.969755
tentativa golpe,313.000000,0.000319,0.002565,4.479136
tentativa ser,17.000000,0.000017,0.000190,0.740653
tentativa estao,11.000000,0.000011,0.000128,1.347457
tentativa estado,135.000000,0.000137,0.001222,3.187590
tentativa domingo,18.000000,0.000018,0.000200,0.960684
tentativa via,11.000000,0.000011,0.000128,1.809698
tentativa dia,15.000000,0.000015,0.000169,0.931334
tentativa invasao,10.000000,0.000010,0.000117,1.115070
tentativa ultimo,18.000000,0.000018,0.000200,1.975322
tentativa governo,12.000000,0.000012,0.000138,0.059192
tentativa democratico,18.000000,0.000018,0.000200,3.070223
tentativa resultado,11.000000,0.000011,0.000128,1.408538
cerca bolsonaro,23.000000,0.000023,0.000250,-0.671392
cerca atos,13.000000,0.000013,0.000149,0.385736
cerca brasilia,10.000000,0.000010,0.000117,-0.113867
cerca tres,18.000000,0.000018,0.000200,1.424916
cerca policia,13.000000,0.000013,0.000149,1.117883
cerca quatro,15.000000,0.000015,0.000169,2.386922
cerca anos,10.000000,0.000010,0.000117,0.732203
cerca pessoas,74.000000,0.000075,0.000715,3.103841
cerca dia,11.000000,0.000011,0.000128,0.832604
cerca mandato,47.000000,0.000048,0.000476,3.132678
cerca menos,10.000000,0.000010,0.000117,1.750172
cerca primeiro,45.000000,0.000046,0.000458,3.360210
cerca presos,16.000000,0.000016,0.000180,2.594771
cerca r,128.000000,0.000130,0.001165,2.654499
cerca onibus,14.000000,0.000014,0.000159,2.968403
cerca quase,31.000000,0.000032,0.000327,3.735017
cerca milhoes,75.000000,0.000076,0.000724,3.067074
cerca horas,16.000000,0.000016,0.000180,2.857607
cerca mil,100.000000,0.000102,0.000936,3.281648
cerca reais,21.000000,0.000021,0.000230,3.262780
cerca bilhoes,19.000000,0.000019,0.000210,3.366747
cerca visitas,10.000000,0.000010,0.000117,2.862938
golpistas lula,55.000000,0.000056,0.000548,-0.195841
golpistas bolsonaro,313.000000,0.000319,0.002565,0.333770
golpistas pl,39.000000,0.000040,0.000402,0.419317
golpistas confira,14.000000,0.000014,0.000159,1.215066
golpistas jair,99.000000,0.000101,0.000927,0.456345
golpistas brasil,65.000000,0.000066,0.000637,0.209113
golpistas eua,15.000000,0.000015,0.000169,-0.009680
golpistas sobre,27.000000,0.000027,0.000289,-0.107290
golpistas noticias,17.000000,0.000017,0.000190,0.414137
golpistas redes,18.000000,0.000018,0.000200,0.276699
golpistas sociais,19.000000,0.000019,0.000210,0.301720
golpistas instagram,10.000000,0.000010,0.000117,0.832381
golpistas twitter,21.000000,0.000021,0.000230,1.497756
golpistas manifestantes,16.000000,0.000016,0.000180,0.744922
golpistas congresso,49.000000,0.000050,0.000494,0.966759
golpistas pais,24.000000,0.000024,0.000259,0.208803
golpistas todos,24.000000,0.000024,0.000259,-0.010683
golpistas terroristas,82.000000,0.000083,0.000784,1.313408
golpistas contra,58.000000,0.000059,0.000575,0.883733
golpistas democracia,68.000000,0.000069,0.000663,1.194220
golpistas deve,13.000000,0.000013,0.000149,0.555928
golpistas todo,14.000000,0.000014,0.000159,0.337348
golpistas lei,11.000000,0.000011,0.000128,0.221723
golpistas quer,23.000000,0.000023,0.000250,1.569003
golpistas povo,14.000000,0.000014,0.000159,0.317876
golpistas estados,14.000000,0.000014,0.000159,-0.252829
golpistas expresidente,99.000000,0.000101,0.000927,0.489706
golpistas atos,47.000000,0.000048,0.000476,0.065388
golpistas criminosos,24.000000,0.000024,0.000259,1.426640
golpistas brasilia,313.000000,0.000319,0.002565,1.724205
golpistas federal,56.000000,0.000057,0.000557,-0.104284
golpistas exministro,21.000000,0.000021,0.000230,0.112458
golpistas defesa,22.000000,0.000022,0.000240,0.598929
golpistas ataques,24.000000,0.000024,0.000259,0.636856
golpistas sedes,61.000000,0.000062,0.000601,2.049305
golpistas tres,117.000000,0.000119,0.001076,1.691171
golpistas poderes,109.000000,0.000111,0.001010,1.691355
golpistas urgente,11.000000,0.000011,0.000128,0.625598
golpistas presidente,25.000000,0.000025,0.000269,-0.489518
golpistas nesta,12.000000,0.000012,0.000138,-0.286338
golpistas segundafeira,10.000000,0.000010,0.000117,0.134942
golpistas desde,17.000000,0.000017,0.000190,0.341100
golpistas bolsonaristas,49.000000,0.000050,0.000494,1.117069
golpistas segunda,14.000000,0.000014,0.000159,1.539450
golpistas janeiro,46.000000,0.000047,0.000467,1.101689
golpistas hoje,21.000000,0.000021,0.000230,0.821686
golpistas sao,29.000000,0.000030,0.000308,0.148547
golpistas tambem,54.000000,0.000055,0.000539,0.765754
golpistas apos,47.000000,0.000048,0.000476,0.414864
golpistas terrorismo,55.000000,0.000056,0.000548,2.010938
golpistas policia,17.000000,0.000017,0.000190,-0.219400
golpistas ha,12.000000,0.000012,0.000138,-0.045921
golpistas durante,15.000000,0.000015,0.000169,-0.244247
golpistas grupos,11.000000,0.000011,0.000128,1.186406
golpistas agora,14.000000,0.000014,0.000159,0.031572
golpistas golpe,27.000000,0.000027,0.000289,0.634647
golpistas militar,14.000000,0.000014,0.000159,0.340161
golpistas ser,25.000000,0.000025,0.000269,-0.267807
golpistas anistia,16.000000,0.000016,0.000180,1.330740
golpistas vandalos,13.000000,0.000013,0.000149,1.381711
golpistas manifestacoes,12.000000,0.000012,0.000138,0.370023
golpistas estao,44.000000,0.000045,0.000448,1.339629
golpistas stf,39.000000,0.000040,0.000402,0.257327
golpistas estado,22.000000,0.000022,0.000240,-0.020765
golpistas prisao,39.000000,0.000040,0.000402,0.717144
golpistas ato,14.000000,0.000014,0.000159,0.778557
golpistas exercito,19.000000,0.000019,0.000210,0.971182
golpistas domingo,176.000000,0.000179,0.001545,1.846674
golpistas tarde,13.000000,0.000013,0.000149,1.075576
golpistas seguranca,22.000000,0.000022,0.000240,-0.019097
golpistas frente,39.000000,0.000040,0.000402,1.379803
golpistas pessoas,14.000000,0.000014,0.000159,-0.166713
golpistas apoiadores,69.000000,0.000070,0.000672,1.624554
golpistas republica,16.000000,0.000016,0.000180,-0.151468
golpistas via,16.000000,0.000016,0.000180,0.790270
golpistas acao,17.000000,0.000017,0.000190,1.076942
golpistas serao,56.000000,0.000057,0.000557,2.938283
golpistas sede,16.000000,0.000016,0.000180,1.064300
golpistas pf,20.000000,0.000020,0.000220,0.802718
golpistas supremo,25.000000,0.000025,0.000269,0.274918
golpistas tribunal,15.000000,0.000015,0.000169,-0.451734
golpistas ontem,22.000000,0.000022,0.000240,1.339629
golpistas afirmou,10.000000,0.000010,0.000117,0.022646
golpistas extremistas,11.000000,0.000011,0.000128,1.017640
golpistas senador,11.000000,0.000011,0.000128,0.873285
golpistas ministro,35.000000,0.000036,0.000365,0.316958
golpistas justica,13.000000,0.000013,0.000149,-0.496025
golpistas dia,28.000000,0.000028,0.000298,0.161367
golpistas sera,12.000000,0.000012,0.000138,0.384805
golpistas politica,13.000000,0.000013,0.000149,-0.093622
golpistas direita,10.000000,0.000010,0.000117,0.406341
golpistas invasao,37.000000,0.000038,0.000384,1.029281
golpistas palacio,30.000000,0.000031,0.000317,0.699657
golpistas planalto,23.000000,0.000023,0.000250,0.452965
golpistas alexandre,20.000000,0.000020,0.000220,0.299226
golpistas moraes,30.000000,0.000031,0.000317,0.343296
golpistas diz,18.000000,0.000018,0.000200,0.405249
golpistas dentro,12.000000,0.000012,0.000138,1.040848
golpistas depredacao,30.000000,0.000031,0.000317,1.792635
golpistas ocorridos,22.000000,0.000022,0.000240,1.890758
golpistas ultimo,73.000000,0.000074,0.000706,1.981287
golpistas brasileiro,11.000000,0.000011,0.000128,0.173034
golpistas governo,57.000000,0.000058,0.000566,0.223215
golpistas politico,11.000000,0.000011,0.000128,0.748960
golpistas parte,10.000000,0.000010,0.000117,-0.011223
golpistas ainda,25.000000,0.000025,0.000269,0.325434
golpistas df,26.000000,0.000026,0.000279,0.536052
golpistas crimes,22.000000,0.000022,0.000240,1.276715
golpistas distrito,21.000000,0.000021,0.000230,0.241584
golpistas segundo,19.000000,0.000019,0.000210,0.116296
golpistas presos,53.000000,0.000054,0.000530,2.186927
golpistas nacional,25.000000,0.000025,0.000269,0.515454
golpistas publicos,12.000000,0.000012,0.000138,0.371152
golpistas neste,22.000000,0.000022,0.000240,0.972779
golpistas leia,16.000000,0.000016,0.000180,0.692152
golpistas vamos,12.000000,0.000012,0.000138,0.891439
golpistas porque,10.000000,0.000010,0.000117,0.207075
golpistas vai,15.000000,0.000015,0.000169,0.007766
golpistas forcas,23.000000,0.000023,0.000250,0.895580
golpistas dezembro,12.000000,0.000012,0.000138,0.514253
golpistas toda,14.000000,0.000014,0.000159,1.533238
golpistas capital,17.000000,0.000017,0.000190,1.280488
golpistas intervencao,12.000000,0.000012,0.000138,0.678231
golpistas invadiram,55.000000,0.000056,0.000548,2.382057
golpistas praca,15.000000,0.000015,0.000169,0.862212
golpistas predios,36.000000,0.000037,0.000374,1.361696
golpistas dias,18.000000,0.000018,0.000200,0.519919
golpistas alem,16.000000,0.000016,0.000180,0.681693
golpistas pedido,15.000000,0.000015,0.000169,0.087547
golpistas anderson,21.000000,0.000021,0.000230,0.003018
golpistas torres,30.000000,0.000031,0.000317,-0.086916
golpistas sendo,23.000000,0.000023,0.000250,1.232252
golpistas financiadores,52.000000,0.000053,0.000521,2.672435
golpistas disse,13.000000,0.000013,0.000149,-0.223707
golpistas investigacao,50.000000,0.000051,0.000503,1.947910
golpistas foto,11.000000,0.000011,0.000128,0.603584
golpistas depredaram,34.000000,0.000035,0.000355,2.433003
golpistas cadeia,10.000000,0.000010,0.000117,1.063622
golpistas terrorista,13.000000,0.000013,0.000149,1.242821
golpistas casa,14.000000,0.000014,0.000159,-0.023439
golpistas comando,10.000000,0.000010,0.000117,0.887644
golpistas omissao,11.000000,0.000011,0.000128,1.295177
golpistas desse,12.000000,0.000012,0.000138,1.439712
golpistas minuta,17.000000,0.000017,0.000190,0.752776
acesso bolsonaro,38.000000,0.000039,0.000393,-0.294606
acesso todos,12.000000,0.000012,0.000138,0.776410
acesso expresidente,10.000000,0.000010,0.000117,-0.322588
acesso presidente,16.000000,0.000016,0.000180,0.544436
acesso tambem,18.000000,0.000018,0.000200,1.147383
acesso apos,32.000000,0.000033,0.000336,1.510693
acesso durante,11.000000,0.000011,0.000128,0.925839
acesso link,11.000000,0.000011,0.000128,2.355564
acesso presidencia,10.000000,0.000010,0.000117,1.475514
acesso tribunal,10.000000,0.000010,0.000117,0.623042
acesso informacoes,41.000000,0.000042,0.000421,2.936130
acesso governo,24.000000,0.000024,0.000259,0.838458
acesso agencia,38.000000,0.000039,0.000393,3.639058
acesso r,12.000000,0.000012,0.000138,0.162069
acesso dezembro,14.000000,0.000014,0.000159,2.148645
acesso pedido,12.000000,0.000012,0.000138,1.344644
acesso cartao,16.000000,0.000016,0.000180,1.100617
acesso milhoes,13.000000,0.000013,0.000149,1.189230
acesso informacao,257.000000,0.000262,0.002158,4.907684
acesso lista,14.000000,0.000014,0.000159,2.711199
acesso publicas,28.000000,0.000028,0.000298,3.760694
acesso gastos,42.000000,0.000043,0.000430,2.200373
acesso dados,31.000000,0.000032,0.000327,3.084772
acesso valores,10.000000,0.000010,0.000117,2.278792
acesso gastou,15.000000,0.000015,0.000169,1.616612
tambem lula,69.000000,0.000070,0.000672,-0.237561
tambem pt,12.000000,0.000012,0.000138,-0.483871
tambem nunca,13.000000,0.000013,0.000149,0.784141
tambem bolsonaro,199.000000,0.000203,0.001722,-0.387621
tambem pl,10.000000,0.000010,0.000117,-1.210153
tambem todas,10.000000,0.000010,0.000117,0.684902
tambem michelle,19.000000,0.000019,0.000210,0.411436
tambem jair,63.000000,0.000064,0.000619,-0.264134
tambem brasil,35.000000,0.000036,0.000365,-0.678419
tambem deputados,10.000000,0.000010,0.000117,0.260205
tambem eua,15.000000,0.000015,0.000169,-0.278174
tambem extradicao,13.000000,0.000013,0.000149,0.767780
tambem sobre,38.000000,0.000039,0.000393,-0.034034
tambem noticias,11.000000,0.000011,0.000128,-0.289674
tambem site,23.000000,0.000023,0.000250,1.449790
tambem outras,16.000000,0.000016,0.000180,1.068906
tambem redes,21.000000,0.000021,0.000230,0.162356
tambem sociais,15.000000,0.000015,0.000169,-0.203162
tambem twitter,36.000000,0.000037,0.000374,1.768259
tambem manifestantes,15.000000,0.000015,0.000169,0.411890
tambem pais,18.000000,0.000018,0.000200,-0.347372
tambem todos,32.000000,0.000033,0.000336,0.008505
tambem terroristas,14.000000,0.000014,0.000159,-0.722747
tambem contra,49.000000,0.000050,0.000494,0.446617
tambem democracia,12.000000,0.000012,0.000138,-0.808874
tambem deve,30.000000,0.000031,0.000317,1.123683
tambem todo,10.000000,0.000010,0.000117,-0.267618
tambem faz,23.000000,0.000023,0.000250,1.180992
tambem quer,18.000000,0.000018,0.000200,1.055387
tambem povo,10.000000,0.000010,0.000117,-0.287090
tambem dois,11.000000,0.000011,0.000128,0.156145
tambem estados,21.000000,0.000021,0.000230,-0.115857
tambem expresidente,97.000000,0.000099,0.000911,0.200804
tambem atos,70.000000,0.000071,0.000680,0.195242
tambem brasilia,50.000000,0.000051,0.000503,-0.378469
tambem deputado,13.000000,0.000013,0.000149,0.720247
tambem federal,69.000000,0.000070,0.000672,-0.164023
tambem exministro,34.000000,0.000035,0.000355,0.325803
tambem defesa,10.000000,0.000010,0.000117,-0.458021
tambem culpa,48.000000,0.000049,0.000485,2.487644
tambem ataques,17.000000,0.000017,0.000190,0.023522
tambem tres,17.000000,0.000017,0.000190,-0.506282
tambem poderes,12.000000,0.000012,0.000138,-0.783580
tambem presidente,57.000000,0.000058,0.000566,0.066164
tambem nesta,15.000000,0.000015,0.000169,-0.331688
tambem desde,15.000000,0.000015,0.000169,-0.052556
tambem bolsonaristas,21.000000,0.000021,0.000230,0.001278
tambem janeiro,15.000000,0.000015,0.000169,-0.287396
tambem sao,42.000000,0.000043,0.000430,0.250427
tambem golpistas,20.000000,0.000020,0.000220,-0.227498
tambem apos,33.000000,0.000034,0.000346,-0.207270
tambem local,16.000000,0.000016,0.000180,0.747824
tambem policia,40.000000,0.000041,0.000412,0.367773
tambem ha,43.000000,0.000044,0.000439,0.961879
tambem acoes,26.000000,0.000026,0.000279,1.266175
tambem durante,31.000000,0.000032,0.000327,0.213197
tambem grupos,11.000000,0.000011,0.000128,0.917913
tambem outros,54.000000,0.000055,0.000539,1.547509
tambem militar,23.000000,0.000023,0.000250,0.568104
tambem ser,61.000000,0.000062,0.000601,0.355698
tambem so,13.000000,0.000013,0.000149,-0.214822
tambem pedir,11.000000,0.000011,0.000128,1.042334
