Number of pairs,760091.000000
Number of unique pairs,17869
Average pair frequency,42.536852
Pair entropy,8.913081

Pair,Frequency,Proportion,Entropy Term,Mutual Information
anos hora,11.000000,0.000014,0.000161,0.846141
anos reeleito,19.000000,0.000025,0.000265,1.784727
anos quase,12.000000,0.000016,0.000175,1.374985
anos freitas,10.000000,0.000013,0.000148,0.703696
anos partido,18.000000,0.000024,0.000252,1.087303
anos presidencia,20.000000,0.000026,0.000277,0.824939
anos deu,18.000000,0.000024,0.000252,1.640557
anos importante,10.000000,0.000013,0.000148,0.999391
anos cargo,26.000000,0.000034,0.000352,2.157225
anos acima,20.000000,0.000026,0.000277,1.595879
anos real,23.000000,0.000030,0.000315,2.093922
anos urnas,19.000000,0.000025,0.000265,0.309637
anos aumento,23.000000,0.000030,0.000315,1.740145
melhor lula,79.000000,0.000104,0.000953,0.300186
melhor debate,43.000000,0.000057,0.000553,1.730564
melhor presidente,82.000000,0.000108,0.000985,0.635551
melhor bolsonaro,158.000000,0.000208,0.001762,0.308055
melhor brasil,184.000000,0.000242,0.002016,1.866654
melhor jair,29.000000,0.000038,0.000388,0.114238
melhor messias,11.000000,0.000014,0.000161,0.885603
melhor pais,45.000000,0.000059,0.000576,1.524296
melhor voto,19.000000,0.000025,0.000265,0.789206
melhor voce,14.000000,0.000018,0.000201,0.706732
melhor pra,14.000000,0.000018,0.000201,1.167101
melhor agora,10.000000,0.000013,0.000148,0.515497
melhor candidato,10.000000,0.000013,0.000148,-0.162866
melhor domingo,15.000000,0.000020,0.000214,0.459527
melhor futuro,15.000000,0.000020,0.000214,1.753803
melhor governador,16.000000,0.000021,0.000227,0.972615
melhor votar,13.000000,0.000017,0.000188,0.743641
melhor historia,13.000000,0.000017,0.000188,1.542442
melhor governo,21.000000,0.000028,0.000290,0.819510
melhor dia,18.000000,0.000024,0.000252,0.483405
melhor escolha,35.000000,0.000046,0.000460,3.334285
melhor amanha,10.000000,0.000013,0.000148,1.297830
melhor vote,18.000000,0.000024,0.000252,1.394384
melhor mundo,17.000000,0.000022,0.000239,1.864936
melhor bem,10.000000,0.000013,0.000148,0.768959
melhor povo,11.000000,0.000014,0.000161,0.696268
melhor ainda,10.000000,0.000013,0.000148,0.657548
melhor globo,16.000000,0.000021,0.000227,1.045272
melhor parte,11.000000,0.000014,0.000161,1.420373
melhor momento,12.000000,0.000016,0.000175,1.374045
melhor votos,15.000000,0.000020,0.000214,-0.339862
melhor estado,18.000000,0.000024,0.000252,1.257207
melhor vamos,21.000000,0.000028,0.000290,0.984883
melhor todos,40.000000,0.000053,0.000518,1.590000
melhor juntos,15.000000,0.000020,0.000214,1.727465
melhor vai,17.000000,0.000022,0.000239,0.671389
melhor hoje,51.000000,0.000067,0.000645,1.968693
melhor nacao,19.000000,0.000025,0.000265,2.478254
melhor sera,40.000000,0.000053,0.000518,2.009050
melhor deus,10.000000,0.000013,0.000148,0.555182
melhor tarcisio,13.000000,0.000017,0.000188,0.767674
melhor tarde,37.000000,0.000049,0.000483,3.202644
melhor economia,15.000000,0.000020,0.000214,2.221611
saiba lula,153.000000,0.000201,0.001713,1.434429
saiba debate,10.000000,0.000013,0.000148,0.745201
saiba presidente,16.000000,0.000021,0.000227,-0.525327
saiba bolsonaro,105.000000,0.000138,0.001228,0.372672
saiba brasil,10.000000,0.000013,0.000148,-0.572445
saiba via,10.000000,0.000013,0.000148,1.655623
saiba link,28.000000,0.000037,0.000376,3.134193
saiba eleicoes,48.000000,0.000063,0.000611,1.815265
saiba aqui,98.000000,0.000129,0.001155,3.710616
saiba governo,12.000000,0.000016,0.000175,0.733146
saiba turno,128.000000,0.000168,0.001463,2.480688
saiba segundo,106.000000,0.000139,0.001238,2.438102
saiba sobre,24.000000,0.000032,0.000327,1.293258
saiba site,10.000000,0.000013,0.000148,2.233354
porque lula,46.000000,0.000061,0.000588,-0.258035
porque presidente,30.000000,0.000039,0.000400,-0.387386
porque bolsonaro,89.000000,0.000117,0.001060,-0.283319
porque tudo,12.000000,0.000016,0.000175,1.099961
porque fez,17.000000,0.000022,0.000239,1.692928
porque contra,12.000000,0.000016,0.000175,0.060892
porque brasil,31.000000,0.000041,0.000412,0.068290
porque jair,15.000000,0.000020,0.000214,-0.562422
porque pais,29.000000,0.000038,0.000388,1.067514
porque melhor,13.000000,0.000017,0.000188,1.443407
porque voce,25.000000,0.000033,0.000340,1.269135
porque pode,11.000000,0.000014,0.000161,0.959374
porque ter,14.000000,0.000018,0.000201,1.042456
porque pra,12.000000,0.000016,0.000175,0.995535
porque gente,12.000000,0.000016,0.000175,1.400533
porque aqui,15.000000,0.000020,0.000214,1.343031
porque votar,15.000000,0.000020,0.000214,0.869327
porque assim,14.000000,0.000018,0.000201,1.648732
porque governo,10.000000,0.000013,0.000148,0.060157
porque dia,10.000000,0.000013,0.000148,-0.121797
porque sao,16.000000,0.000021,0.000227,0.287301
porque povo,24.000000,0.000032,0.000327,1.459012
porque afirmou,10.000000,0.000013,0.000148,1.312260
porque ser,28.000000,0.000037,0.000376,1.143159
porque so,25.000000,0.000033,0.000340,1.541586
porque segundo,10.000000,0.000013,0.000148,-0.413419
porque ainda,12.000000,0.000016,0.000175,0.822455
porque menos,16.000000,0.000021,0.000227,1.312645
porque eleicao,11.000000,0.000014,0.000161,0.418493
porque nada,12.000000,0.000016,0.000175,1.953857
porque vai,34.000000,0.000045,0.000448,1.347121
porque hoje,17.000000,0.000022,0.000239,0.852665
porque sera,10.000000,0.000013,0.000148,0.605340
porque deus,28.000000,0.000037,0.000376,1.567386
porque salario,22.000000,0.000029,0.000302,1.116811
porque ha,11.000000,0.000014,0.000161,1.346311
porque sabe,26.000000,0.000034,0.000352,2.739317
porque crime,10.000000,0.000013,0.000148,1.622275
porque deve,18.000000,0.000024,0.000252,2.309371
porque coisa,16.000000,0.000021,0.000227,2.374374
porque inflacao,11.000000,0.000014,0.000161,2.146430
porque valor,11.000000,0.000014,0.000161,2.152903
rede lula,19.000000,0.000025,0.000265,-0.367497
rede presidente,23.000000,0.000030,0.000315,0.121651
rede bolsonaro,44.000000,0.000058,0.000565,-0.213025
rede brasil,10.000000,0.000013,0.000148,-0.288371
rede canal,11.000000,0.000014,0.000161,2.671291
rede globo,123.000000,0.000162,0.001413,3.842193
rede hoje,16.000000,0.000021,0.000227,1.566781
rede amigos,10.000000,0.000013,0.000148,2.468863
rede nacional,15.000000,0.000020,0.000214,2.821569
rede sextafeira,11.000000,0.000014,0.000161,2.498648
voce lula,149.000000,0.000196,0.001674,0.106487
voce debate,31.000000,0.000041,0.000412,0.575153
voce video,35.000000,0.000046,0.000460,1.036739
voce presidente,76.000000,0.000100,0.000921,-0.268633
voce bolsonaro,305.000000,0.000401,0.003138,0.137574
voce pt,20.000000,0.000026,0.000277,-0.704881
voce fez,11.000000,0.000014,0.000161,0.446828
voce contra,19.000000,0.000025,0.000265,-0.290359
voce brasil,97.000000,0.000128,0.001144,0.398231
voce quer,88.000000,0.000116,0.001049,2.555881
voce verdade,17.000000,0.000022,0.000239,1.122344
voce jair,36.000000,0.000047,0.000472,-0.497736
voce messias,10.000000,0.000013,0.000148,-0.037905
voce dias,11.000000,0.000014,0.000161,0.047571
voce eleitoral,13.000000,0.000017,0.000188,-0.718253
voce pais,30.000000,0.000039,0.000400,0.290633
voce voto,45.000000,0.000059,0.000576,0.823232
voce anos,10.000000,0.000013,0.000148,-0.434042
voce melhor,10.000000,0.000013,0.000148,0.370260
voce porque,28.000000,0.000037,0.000376,1.382464
voce pode,107.000000,0.000141,0.001248,2.423525
voce ter,26.000000,0.000034,0.000352,0.850713
voce nunca,10.000000,0.000013,0.000148,0.437324
voce pra,32.000000,0.000042,0.000424,1.165582
voce agora,18.000000,0.000024,0.000252,0.275086
voce eleicoes,20.000000,0.000026,0.000277,-0.361653
voce vivo,10.000000,0.000013,0.000148,0.837025
voce candidato,12.000000,0.000016,0.000175,-0.808742
voce domingo,19.000000,0.000025,0.000265,-0.132281
voce poder,18.000000,0.000024,0.000252,1.284301
voce futuro,31.000000,0.000041,0.000412,1.651542
voce governador,14.000000,0.000018,0.000201,0.010886
voce tambem,70.000000,0.000092,0.000856,1.489153
voce gente,12.000000,0.000016,0.000175,0.589750
voce aqui,29.000000,0.000038,0.000388,1.191494
voce votar,96.000000,0.000126,0.001134,1.914842
voce assim,13.000000,0.000017,0.000188,0.763841
voce brasileiro,13.000000,0.000017,0.000188,0.766928
voce governo,20.000000,0.000026,0.000277,-0.057478
voce dia,55.000000,0.000072,0.000690,0.772168
voce escolha,13.000000,0.000017,0.000188,1.515689
voce sao,15.000000,0.000020,0.000214,-0.588020
voce amanha,25.000000,0.000033,0.000340,1.385923
voce casa,14.000000,0.000018,0.000201,1.441264
voce vote,51.000000,0.000067,0.000645,1.607641
voce bem,28.000000,0.000037,0.000376,0.970381
voce pesquisa,13.000000,0.000017,0.000188,-0.445050
voce primeiro,13.000000,0.000017,0.000188,0.007264
voce turno,16.000000,0.000021,0.000227,-0.900203
voce povo,21.000000,0.000028,0.000290,0.514698
voce vida,11.000000,0.000014,0.000161,0.676958
voce roberto,11.000000,0.000014,0.000161,0.157489
voce jefferson,12.000000,0.000016,0.000175,0.112584
voce todas,11.000000,0.000014,0.000161,1.121577
voce politica,15.000000,0.000020,0.000214,0.244302
voce outro,10.000000,0.000013,0.000148,0.965643
voce ser,55.000000,0.000072,0.000690,1.007505
voce so,42.000000,0.000055,0.000542,1.249597
voce faz,21.000000,0.000028,0.000290,1.302115
voce favor,18.000000,0.000024,0.000252,1.510257
voce vota,19.000000,0.000025,0.000265,1.478879
voce ainda,34.000000,0.000045,0.000448,1.053126
voce globo,18.000000,0.000024,0.000252,0.334858
voce parte,22.000000,0.000029,0.000302,1.285323
voce ai,12.000000,0.000016,0.000175,1.452121
voce sobre,18.000000,0.000024,0.000252,-0.295874
voce volta,11.000000,0.000014,0.000161,0.705750
voce falar,13.000000,0.000017,0.000188,1.535492
voce votos,13.000000,0.000017,0.000188,-1.311160
voce r,14.000000,0.000018,0.000201,0.665694
voce grande,21.000000,0.000028,0.000290,0.763255
voce familia,44.000000,0.000058,0.000565,1.621182
voce fazer,50.000000,0.000066,0.000633,1.858916
voce vamos,24.000000,0.000032,0.000327,0.290217
voce ta,10.000000,0.000013,0.000148,1.010763
voce diz,21.000000,0.000028,0.000290,0.666992
voce todos,14.000000,0.000018,0.000201,-0.288020
voce juntos,13.000000,0.000017,0.000188,0.756167
voce ver,17.000000,0.000022,0.000239,1.511086
voce tv,27.000000,0.000036,0.000364,1.216724
voce vai,167.000000,0.000220,0.001851,2.127972
voce dizer,15.000000,0.000020,0.000214,1.604723
voce hoje,23.000000,0.000030,0.000315,0.344164
voce sera,15.000000,0.000020,0.000214,0.200023
voce deus,14.000000,0.000018,0.000201,0.063456
voce site,19.000000,0.000025,0.000265,1.573758
voce salario,17.000000,0.000022,0.000239,0.048199
voce sabe,40.000000,0.000053,0.000518,2.359317
voce tarcisio,17.000000,0.000022,0.000239,0.207741
voce amigos,13.000000,0.000017,0.000188,1.145704
voce liberdade,19.000000,0.000025,0.000265,0.771821
voce capitao,12.000000,0.000016,0.000175,1.043339
voce minimo,15.000000,0.000020,0.000214,0.648973
voce deve,12.000000,0.000016,0.000175,1.093123
voce precisa,49.000000,0.000064,0.000622,2.516412
voce veja,33.000000,0.000043,0.000436,1.046354
voce votou,34.000000,0.000045,0.000448,2.389544
voce vitoria,16.000000,0.000021,0.000227,0.239054
voce resultado,13.000000,0.000017,0.000188,0.278926
voce urnas,10.000000,0.000013,0.000148,-0.356113
voce debatenaglobo,24.000000,0.000032,0.000327,2.003054
pode lula,67.000000,0.000088,0.000823,-0.181547
pode vez,10.000000,0.000013,0.000148,0.546939
pode debate,10.000000,0.000013,0.000148,-0.045030
pode presidente,64.000000,0.000084,0.000790,0.070736
pode bolsonaro,92.000000,0.000121,0.001092,-0.549730
pode tudo,10.000000,0.000013,0.000148,0.618076
pode pt,23.000000,0.000030,0.000315,-0.053900
pode brasil,58.000000,0.000076,0.000723,0.395183
pode campanha,17.000000,0.000022,0.000239,0.017737
pode jair,21.000000,0.000028,0.000290,-0.525514
pode dias,11.000000,0.000014,0.000161,0.558790
pode eleitoral,24.000000,0.000032,0.000327,0.406070
pode pais,17.000000,0.000022,0.000239,0.233868
pode voto,23.000000,0.000030,0.000315,0.663283
pode caso,15.000000,0.000020,0.000214,1.248503
pode porque,11.000000,0.000014,0.000161,0.959374
pode voce,26.000000,0.000034,0.000352,1.008793
pode ter,96.000000,0.000126,0.001134,2.668184
pode eleicoes,10.000000,0.000013,0.000148,-0.543581
pode candidato,11.000000,0.000014,0.000161,-0.384534
pode proximo,11.000000,0.000014,0.000161,1.205013
pode domingo,12.000000,0.000016,0.000175,-0.080595
pode votar,27.000000,0.000036,0.000364,1.157550
pode novo,42.000000,0.000055,0.000542,2.181513
pode dia,20.000000,0.000026,0.000277,0.271787
pode sao,15.000000,0.000020,0.000214,-0.076801
pode tse,12.000000,0.000016,0.000175,-0.122724
pode vote,10.000000,0.000013,0.000148,0.489619
pode turno,10.000000,0.000013,0.000148,-0.858987
pode povo,13.000000,0.000017,0.000188,0.546344
pode vida,14.000000,0.000018,0.000201,1.429340
pode preso,13.000000,0.000017,0.000188,1.558131
pode politica,10.000000,0.000013,0.000148,0.350056
pode ser,235.000000,0.000309,0.002499,2.970977
pode ainda,10.000000,0.000013,0.000148,0.340570
pode parte,23.000000,0.000030,0.000315,1.840994
pode falar,10.000000,0.000013,0.000148,1.784347
pode votos,13.000000,0.000017,0.000188,-0.799941
pode fazer,74.000000,0.000097,0.000899,2.762177
pode vamos,12.000000,0.000016,0.000175,0.108289
pode eleicao,13.000000,0.000017,0.000188,0.285983
pode presidencial,12.000000,0.000016,0.000175,1.240731
pode diz,14.000000,0.000018,0.000201,0.772746
pode todos,14.000000,0.000018,0.000201,0.223199
pode tv,24.000000,0.000032,0.000327,1.610160
pode vai,18.000000,0.000024,0.000252,0.411569
pode hoje,10.000000,0.000013,0.000148,0.022474
pode site,20.000000,0.000026,0.000277,2.136271
pode crime,13.000000,0.000017,0.000188,1.585075
pode estar,27.000000,0.000036,0.000364,2.757796
ter lula,68.000000,0.000089,0.000834,-0.324812
ter presidente,61.000000,0.000080,0.000757,-0.135353
ter bolsonaro,107.000000,0.000141,0.001248,-0.556770
ter pt,19.000000,0.000025,0.000265,-0.403035
ter contra,29.000000,0.000038,0.000388,0.485638
ter brasil,19.000000,0.000025,0.000265,-0.878901
ter ministro,14.000000,0.000018,0.000201,0.574779
ter insercoes,61.000000,0.000080,0.000757,2.000265
ter campanha,18.000000,0.000024,0.000252,-0.083184
ter jair,24.000000,0.000032,0.000327,-0.550062
ter disse,12.000000,0.000016,0.000175,0.387892
ter eleitoral,15.000000,0.000020,0.000214,-0.222013
ter pais,22.000000,0.000029,0.000302,0.333617
ter tribunal,26.000000,0.000034,0.000352,1.253819
ter voto,18.000000,0.000024,0.000252,0.260080
ter radio,22.000000,0.000029,0.000302,1.474717
ter caso,10.000000,0.000013,0.000148,0.684958
ter anos,13.000000,0.000017,0.000188,0.181461
ter melhor,12.000000,0.000016,0.000175,0.905720
ter voce,16.000000,0.000021,0.000227,0.365205
ter candidato,18.000000,0.000024,0.000252,-0.050137
ter apoio,21.000000,0.000028,0.000290,0.847233
ter domingo,10.000000,0.000013,0.000148,-0.420996
ter dois,12.000000,0.000016,0.000175,0.470959
ter governo,14.000000,0.000018,0.000201,-0.061014
ter dia,10.000000,0.000013,0.000148,-0.579440
ter tse,18.000000,0.000024,0.000252,0.124661
ter primeiro,10.000000,0.000013,0.000148,0.098039
ter turno,10.000000,0.000013,0.000148,-1.017067
ter lado,13.000000,0.000017,0.000188,0.925457
ter apos,14.000000,0.000018,0.000201,0.293775
ter prisao,10.000000,0.000013,0.000148,1.348635
ter outro,15.000000,0.000020,0.000214,1.724247
ter ser,36.000000,0.000047,0.000472,0.936830
ter radios,35.000000,0.000046,0.000460,1.818927
ter segundo,14.000000,0.000018,0.000201,-0.534590
ter momento,10.000000,0.000013,0.000148,0.716665
ter democracia,12.000000,0.000016,0.000175,0.787337
ter direito,46.000000,0.000061,0.000588,2.288027
ter sobre,27.000000,0.000036,0.000364,0.462730
ter corrupcao,11.000000,0.000014,0.000161,1.131940
ter votos,21.000000,0.000028,0.000290,-0.478448
ter provas,10.000000,0.000013,0.000148,1.501103
ter eleicao,11.000000,0.000014,0.000161,-0.039151
ter vai,19.000000,0.000025,0.000265,0.307556
ter fim,10.000000,0.000013,0.000148,1.277960
ter chefe,11.000000,0.000014,0.000161,1.446473
ter sera,14.000000,0.000018,0.000201,0.484169
ter justica,11.000000,0.000014,0.000161,0.953013
ter salario,52.000000,0.000068,0.000656,1.519369
ter sido,156.000000,0.000205,0.001743,4.020536
ter minimo,17.000000,0.000022,0.000239,1.127275
ter deve,16.000000,0.000021,0.000227,1.733945
ter vitoria,12.000000,0.000016,0.000175,0.304511
ter feito,21.000000,0.000028,0.000290,2.055829
ter aumento,37.000000,0.000049,0.000483,2.544812
ter quarto,36.000000,0.000047,0.000472,2.657740
ter decimo,36.000000,0.000047,0.000472,2.649978
nunca lula,37.000000,0.000049,0.000483,-0.391279
nunca presidente,37.000000,0.000049,0.000483,-0.093186
nunca bolsonaro,95.000000,0.000125,0.001123,-0.133599
nunca pt,103.000000,0.000136,0.001207,1.829377
nunca fez,15.000000,0.000020,0.000214,1.652244
nunca contra,10.000000,0.000013,0.000148,-0.036950
nunca brasil,39.000000,0.000051,0.000507,0.382344
nunca quer,10.000000,0.000013,0.000148,1.276391
nunca jair,14.000000,0.000018,0.000201,-0.546936
nunca pais,18.000000,0.000024,0.000252,0.675069
nunca voto,12.000000,0.000016,0.000175,0.396738
nunca ter,18.000000,0.000024,0.000252,1.378250
nunca agora,13.000000,0.000017,0.000188,0.844925
nunca historia,14.000000,0.000018,0.000201,1.683614
nunca brasileiro,10.000000,0.000013,0.000148,1.399825
nunca governo,13.000000,0.000017,0.000188,0.407001
nunca dia,13.000000,0.000017,0.000188,0.225046
nunca pessoas,11.000000,0.000014,0.000161,0.887455
nunca bem,11.000000,0.000014,0.000161,0.931333
nunca sempre,47.000000,0.000062,0.000599,2.985188
nunca lado,23.000000,0.000030,0.000315,2.038124
nunca povo,15.000000,0.000020,0.000214,1.073488
nunca ser,39.000000,0.000051,0.000507,1.558995
nunca so,13.000000,0.000017,0.000188,0.972138
nunca antes,19.000000,0.000025,0.000265,1.850893
nunca vamos,17.000000,0.000022,0.000239,0.840638
nunca eleicao,10.000000,0.000013,0.000148,0.407662
nunca nada,17.000000,0.000022,0.000239,2.386643
nunca vai,27.000000,0.000036,0.000364,1.201077
nunca sera,19.000000,0.000025,0.000265,1.331673
pra lula,83.000000,0.000109,0.000996,-0.018250
pra debate,15.000000,0.000020,0.000214,0.309585
pra presidente,73.000000,0.000096,0.000888,0.151462
pra bolsonaro,193.000000,0.000254,0.002102,0.140321
pra tudo,11.000000,0.000014,0.000161,0.662536
pra brasil,75.000000,0.000099,0.000910,0.601378
pra jair,24.000000,0.000032,0.000327,-0.442832
pra pais,17.000000,0.000022,0.000239,0.183018
pra voto,23.000000,0.000030,0.000315,0.612433
pra melhor,13.000000,0.000017,0.000188,1.092993
pra porque,15.000000,0.000020,0.000214,1.218679
pra voce,54.000000,0.000071,0.000679,1.688830
pra ter,20.000000,0.000026,0.000277,1.048717
pra la,13.000000,0.000017,0.000188,1.786140
pra domingo,12.000000,0.000016,0.000175,-0.131445
pra futuro,11.000000,0.000014,0.000161,1.075819
pra governador,27.000000,0.000036,0.000364,1.128034
pra gente,31.000000,0.000041,0.000412,1.999199
pra aqui,21.000000,0.000028,0.000290,1.329090
pra votar,32.000000,0.000042,0.000424,1.276599
pra todo,21.000000,0.000028,0.000290,1.381276
pra governo,15.000000,0.000020,0.000214,0.115209
pra dia,29.000000,0.000038,0.000388,0.592500
pra sao,13.000000,0.000017,0.000188,-0.270752
pra amanha,17.000000,0.000022,0.000239,1.460629
pra frente,44.000000,0.000058,0.000565,2.004152
pra pessoas,10.000000,0.000013,0.000148,0.357252
pra casa,10.000000,0.000013,0.000148,1.565161
pra vote,11.000000,0.000014,0.000161,0.534079
pra mundo,20.000000,0.000026,0.000277,1.659626
pra primeiro,10.000000,0.000013,0.000148,0.205268
pra turno,13.000000,0.000017,0.000188,-0.647473
pra povo,27.000000,0.000036,0.000364,1.226381
pra vida,19.000000,0.000025,0.000265,1.683871
pra ser,30.000000,0.000039,0.000400,0.861738
pra so,23.000000,0.000030,0.000315,1.107790
pra cada,11.000000,0.000014,0.000161,1.176481
pra vota,10.000000,0.000013,0.000148,1.297394
pra segundo,11.000000,0.000014,0.000161,-0.668523
pra ainda,12.000000,0.000016,0.000175,0.472041
pra sobre,10.000000,0.000013,0.000148,-0.423292
pra falar,11.000000,0.000014,0.000161,1.828806
pra familia,19.000000,0.000025,0.000265,1.241800
pra fazer,17.000000,0.000022,0.000239,1.240475
pra vamos,34.000000,0.000045,0.000448,1.098893
pra voces,17.000000,0.000022,0.000239,1.968970
pra eleicao,14.000000,0.000018,0.000201,0.309241
pra todos,23.000000,0.000030,0.000315,0.668786
pra ver,25.000000,0.000033,0.000340,2.357117
pra vai,39.000000,0.000051,0.000507,1.133909
pra hoje,21.000000,0.000028,0.000290,0.713561
pra deus,16.000000,0.000021,0.000227,0.657357
pra tarcisio,14.000000,0.000018,0.000201,0.473954
pra capitao,12.000000,0.000016,0.000175,1.503708
pra veja,13.000000,0.000017,0.000188,0.575165
pra vitoria,11.000000,0.000014,0.000161,0.324729
agora lula,168.000000,0.000221,0.001860,0.371742
agora vez,12.000000,0.000016,0.000175,0.363279
agora debate,14.000000,0.000018,0.000201,-0.074539
agora presidente,107.000000,0.000141,0.001248,0.218700
agora bolsonaro,220.000000,0.000289,0.002358,-0.043873
agora tudo,18.000000,0.000024,0.000252,0.839880
agora pt,12.000000,0.000016,0.000175,-1.070469
agora contra,11.000000,0.000014,0.000161,-0.691665
agora brasil,57.000000,0.000075,0.000712,0.011809
agora quer,31.000000,0.000041,0.000412,1.657769
agora campanha,23.000000,0.000030,0.000315,-0.045964
agora jair,46.000000,0.000061,0.000588,-0.107377
agora eleitoral,13.000000,0.000017,0.000188,-0.573016
agora pais,17.000000,0.000022,0.000239,-0.132114
agora voto,29.000000,0.000038,0.000388,0.529103
agora melhor,10.000000,0.000013,0.000148,0.515497
agora saiba,107.000000,0.000141,0.001248,3.358993
agora porque,14.000000,0.000018,0.000201,0.834554
agora voce,19.000000,0.000025,0.000265,0.329153
agora pode,12.000000,0.000016,0.000175,0.380840
agora ter,15.000000,0.000020,0.000214,0.445904
agora nunca,12.000000,0.000016,0.000175,0.764883
agora pra,21.000000,0.000028,0.000290,0.889606
agora la,12.000000,0.000016,0.000175,1.390966
agora eleicoes,26.000000,0.000034,0.000352,0.045948
agora candidato,24.000000,0.000032,0.000327,0.029643
agora reeleicao,13.000000,0.000017,0.000188,-0.108806
agora carreata,11.000000,0.000014,0.000161,0.719175
agora domingo,13.000000,0.000017,0.000188,-0.366534
agora governador,14.000000,0.000018,0.000201,0.156123
agora aqui,108.000000,0.000142,0.001259,2.651567
agora votar,12.000000,0.000016,0.000175,-0.019362
agora governo,11.000000,0.000014,0.000161,-0.510078
agora novo,40.000000,0.000053,0.000518,1.766741
agora dia,22.000000,0.000029,0.000302,0.001115
agora sao,21.000000,0.000028,0.000290,-0.106310
agora frente,11.000000,0.000014,0.000161,0.302726
agora tse,31.000000,0.000041,0.000412,0.460375
agora rio,18.000000,0.000024,0.000252,0.723367
agora pesquisa,14.000000,0.000018,0.000201,-0.225705
agora turno,130.000000,0.000171,0.001483,1.339980
agora povo,16.000000,0.000021,0.000227,0.388001
agora ser,33.000000,0.000043,0.000436,0.641917
agora so,30.000000,0.000039,0.000400,1.058362
agora expresidente,13.000000,0.000017,0.000188,0.181106
agora luiz,13.000000,0.000017,0.000188,-0.093658
agora inacio,12.000000,0.000016,0.000175,-0.199923
agora segundo,129.000000,0.000170,0.001473,1.478263
agora ainda,11.000000,0.000014,0.000161,0.069898
agora instagram,84.000000,0.000111,0.001007,3.143356
agora momento,11.000000,0.000014,0.000161,0.604073
agora menos,11.000000,0.000014,0.000161,0.272406
agora volta,15.000000,0.000020,0.000214,1.161142
agora votos,51.000000,0.000067,0.000645,0.200953
agora validos,12.000000,0.000016,0.000175,-0.156597
agora primeira,43.000000,0.000057,0.000553,2.519305
agora grande,16.000000,0.000021,0.000227,0.636558
agora fazer,17.000000,0.000022,0.000239,0.925344
agora vamos,37.000000,0.000049,0.000483,0.868318
agora voces,11.000000,0.000014,0.000161,1.218521
agora neste,12.000000,0.000016,0.000175,-0.118503
agora ta,10.000000,0.000013,0.000148,1.156000
agora eleicao,17.000000,0.000022,0.000239,0.188266
agora diz,12.000000,0.000016,0.000175,0.252613
agora todos,58.000000,0.000076,0.000723,1.278603
agora vai,85.000000,0.000112,0.001017,1.597867
agora twitter,82.000000,0.000108,0.000985,3.029837
agora sera,12.000000,0.000016,0.000175,0.122117
agora deus,17.000000,0.000022,0.000239,0.402850
agora dar,11.000000,0.000014,0.000161,1.312095
agora salario,31.000000,0.000041,0.000412,0.794210
agora ha,10.000000,0.000013,0.000148,0.585456
agora tarcisio,12.000000,0.000016,0.000175,0.004671
agora noite,10.000000,0.000013,0.000148,0.937998
agora eleito,15.000000,0.000020,0.000214,0.099279
agora hora,33.000000,0.000043,0.000436,2.066094
agora minimo,15.000000,0.000020,0.000214,0.794210
agora veja,11.000000,0.000014,0.000161,0.092979
agora vitoria,14.000000,0.000018,0.000201,0.250760
agora pouco,16.000000,0.000021,0.000227,1.603189
agora resultado,15.000000,0.000020,0.000214,0.567265
agora valor,24.000000,0.000032,0.000327,2.267516
agora urnas,12.000000,0.000016,0.000175,-0.028554
agora aumento,27.000000,0.000036,0.000364,2.021829
siga lula,13.000000,0.000017,0.000188,-0.662853
siga presidente,12.000000,0.000016,0.000175,-0.444803
siga bolsonaro,21.000000,0.000028,0.000290,-0.868559
siga canal,14.000000,0.000018,0.000201,2.996587
siga eleicoes,14.000000,0.000018,0.000201,0.951328
siga tambem,17.000000,0.000022,0.000239,1.743528
siga gente,15.000000,0.000020,0.000214,2.482550
siga redes,24.000000,0.000032,0.000327,2.905970
siga sociais,21.000000,0.000028,0.000290,2.755185
siga acesse,84.000000,0.000111,0.001007,4.756205
siga instagram,131.000000,0.000172,0.001494,5.112156
siga tv,84.000000,0.000111,0.001007,4.021360
siga twitter,189.000000,0.000249,0.002064,5.389284
la lula,29.000000,0.000038,0.000388,-0.008819
la presidente,20.000000,0.000026,0.000277,-0.082289
la bolsonaro,66.000000,0.000087,0.000812,0.128262
la brasil,24.000000,0.000032,0.000327,0.522919
la jair,15.000000,0.000020,0.000214,0.148140
la tambem,12.000000,0.000016,0.000175,1.246910
la aqui,17.000000,0.000022,0.000239,2.178757
la bem,11.000000,0.000014,0.000161,1.557416
la vamos,16.000000,0.000021,0.000227,1.406097
la vai,16.000000,0.000021,0.000227,1.303912
eleicoes lula,541.000000,0.000712,0.005159,0.799098
eleicoes vez,31.000000,0.000041,0.000412,0.570259
eleicoes debate,31.000000,0.000041,0.000412,-0.021709
eleicoes video,26.000000,0.000034,0.000352,0.142625
eleicoes presidente,284.000000,0.000374,0.002949,0.452746
eleicoes bolsonaro,654.000000,0.000860,0.006073,0.303507
eleicoes tudo,16.000000,0.000021,0.000227,-0.020002
eleicoes pt,95.000000,0.000125,0.001123,0.256401
eleicoes fez,13.000000,0.000017,0.000188,0.017019
eleicoes contra,36.000000,0.000047,0.000472,-0.248141
eleicoes brasil,266.000000,0.000350,0.002785,0.810154
eleicoes quer,14.000000,0.000018,0.000201,0.120739
