Number of pairs,760091.000000
Number of unique pairs,17869
Average pair frequency,42.536852
Pair entropy,8.913081

Pair,Frequency,Proportion,Entropy Term,Mutual Information
lula sendo,49.000000,0.000064,0.000622,0.110241
lula rio,47.000000,0.000062,0.000599,-0.599030
lula pessoas,77.000000,0.000101,0.000932,-0.198832
lula casa,13.000000,0.000017,0.000188,-0.769780
lula vote,53.000000,0.000070,0.000667,-0.490829
lula meio,11.000000,0.000014,0.000161,-1.100198
lula mundo,21.000000,0.000028,0.000290,-0.888888
lula superior,31.000000,0.000041,0.000412,-0.817596
lula mulheres,29.000000,0.000038,0.000388,-0.289721
lula bem,55.000000,0.000072,0.000690,-0.491427
lula pesquisa,389.000000,0.000512,0.003878,0.816644
lula primeiro,190.000000,0.000250,0.002073,0.552402
lula turno,580.000000,0.000763,0.005477,0.553300
lula enquanto,120.000000,0.000158,0.001382,0.761025
lula sempre,57.000000,0.000075,0.000712,0.145893
lula lado,45.000000,0.000059,0.000576,-0.322906
lula povo,111.000000,0.000146,0.001290,0.042770
lula vida,26.000000,0.000034,0.000352,-0.599776
lula policia,23.000000,0.000030,0.000315,-0.849210
lula federal,45.000000,0.000059,0.000576,-1.009671
lula redes,43.000000,0.000057,0.000553,-0.317476
lula sociais,32.000000,0.000042,0.000424,-0.630194
lula deputado,38.000000,0.000050,0.000495,-0.248272
lula roberto,46.000000,0.000061,0.000588,-0.548701
lula jefferson,42.000000,0.000055,0.000542,-0.771589
lula preso,55.000000,0.000072,0.000690,0.352359
lula pl,403.000000,0.000530,0.003999,0.332200
lula onde,16.000000,0.000021,0.000227,-1.096903
lula afirma,32.000000,0.000042,0.000424,0.228573
lula todas,25.000000,0.000033,0.000340,-0.194378
lula afirmou,69.000000,0.000091,0.000845,0.296062
lula apos,138.000000,0.000182,0.001564,0.091896
lula decisao,36.000000,0.000047,0.000472,-0.212372
lula alexandre,23.000000,0.000030,0.000315,-0.924263
lula moraes,29.000000,0.000038,0.000388,-0.852248
lula acesse,19.000000,0.000025,0.000265,-0.536766
lula materia,23.000000,0.000030,0.000315,-0.150163
lula politica,100.000000,0.000132,0.001176,0.004486
lula brasileira,21.000000,0.000028,0.000290,-0.312492
lula prisao,24.000000,0.000032,0.000327,-0.265972
lula mostra,39.000000,0.000051,0.000507,-0.244770
lula outro,34.000000,0.000045,0.000448,0.052482
lula sp,16.000000,0.000021,0.000227,-0.461464
lula leia,57.000000,0.000075,0.000712,-0.000199
lula esquerda,46.000000,0.000061,0.000588,0.181881
lula ser,234.000000,0.000308,0.002489,0.318557
lula eleitorais,14.000000,0.000018,0.000201,-0.750480
lula radios,41.000000,0.000054,0.000530,-0.512924
lula so,118.000000,0.000155,0.001362,0.145676
lula faz,50.000000,0.000066,0.000633,0.032679
lula apoiadores,44.000000,0.000058,0.000565,-0.161529
lula evento,10.000000,0.000013,0.000148,-1.043349
lula antes,72.000000,0.000095,0.000878,0.150922
lula favor,25.000000,0.000033,0.000340,-0.298175
lula petista,164.000000,0.000216,0.001821,0.316067
lula fonte,86.000000,0.000113,0.001028,1.251943
lula cada,31.000000,0.000041,0.000412,-0.384732
lula vota,42.000000,0.000055,0.000542,0.135174
lula expresidente,87.000000,0.000114,0.001039,-0.200109
lula luiz,122.000000,0.000161,0.001402,-0.136760
lula inacio,87.000000,0.000114,0.001039,-0.501095
lula silva,1965.000000,0.002585,0.015403,2.465719
lula intencoes,191.000000,0.000251,0.002083,1.680414
lula segundo,579.000000,0.000762,0.005469,0.697579
lula brancos,108.000000,0.000142,0.001259,0.942876
lula nulos,104.000000,0.000137,0.001217,0.825672
lula outros,25.000000,0.000033,0.000340,-0.398594
lula ainda,76.000000,0.000100,0.000921,-0.279437
lula vao,31.000000,0.000041,0.000412,0.136565
lula globo,183.000000,0.000241,0.002006,0.517036
lula parte,39.000000,0.000051,0.000507,-0.279094
lula grupo,11.000000,0.000014,0.000161,-0.845460
lula ai,21.000000,0.000028,0.000290,-0.125199
lula qualquer,12.000000,0.000016,0.000175,-0.933542
lula forma,19.000000,0.000025,0.000265,-0.489434
lula publico,18.000000,0.000024,0.000252,-0.558692
lula imprensa,21.000000,0.000028,0.000290,-0.220207
lula instagram,16.000000,0.000021,0.000227,-0.797046
lula bolsonaropresidente,36.000000,0.000047,0.000472,0.371515
lula violencia,11.000000,0.000014,0.000161,-0.908261
lula apenas,59.000000,0.000078,0.000735,0.198194
lula adversario,50.000000,0.000066,0.000633,0.681091
lula chegou,40.000000,0.000053,0.000518,0.079939
lula resultados,44.000000,0.000058,0.000565,0.325126
lula intencao,81.000000,0.000107,0.000975,1.042960
lula momento,64.000000,0.000084,0.000790,0.082888
lula outubro,80.000000,0.000105,0.000964,-0.239099
lula numero,40.000000,0.000053,0.000518,-0.168994
lula menos,63.000000,0.000083,0.000779,-0.264528
lula democracia,69.000000,0.000091,0.000845,0.046462
lula direito,58.000000,0.000076,0.000723,0.029754
lula sobre,269.000000,0.000354,0.002812,0.271529
lula informacoes,26.000000,0.000034,0.000352,-0.165520
lula volta,105.000000,0.000138,0.001228,0.824879
lula falar,23.000000,0.000030,0.000315,-0.030900
lula durante,88.000000,0.000116,0.001049,0.199085
lula ultimas,27.000000,0.000036,0.000364,0.119493
lula noticias,75.000000,0.000099,0.000910,-0.116792
lula corrupcao,48.000000,0.000063,0.000611,0.115170
lula divulgada,44.000000,0.000058,0.000565,-0.081996
lula nesta,100.000000,0.000132,0.001176,-0.110912
lula segundafeira,16.000000,0.000021,0.000227,-0.686475
lula votos,1700.000000,0.002237,0.013649,1.425338
lula validos,623.000000,0.000820,0.005825,1.510870
lula levantamento,118.000000,0.000155,0.001362,0.584241
lula provas,10.000000,0.000013,0.000148,-0.988972
lula possivel,28.000000,0.000037,0.000376,0.046547
lula final,59.000000,0.000078,0.000735,-0.055840
lula ultima,58.000000,0.000076,0.000723,0.361462
lula semana,49.000000,0.000064,0.000622,0.181166
lula r,35.000000,0.000046,0.000460,-0.554952
lula primeira,47.000000,0.000062,0.000599,0.326079
lula grande,59.000000,0.000078,0.000735,-0.340667
lula bom,30.000000,0.000039,0.000400,0.127445
lula aliado,12.000000,0.000016,0.000175,-0.684815
lula familia,24.000000,0.000032,0.000327,-1.121890
lula fazer,55.000000,0.000072,0.000690,-0.182710
lula maioria,31.000000,0.000041,0.000412,0.225173
lula estado,58.000000,0.000076,0.000723,-0.537856
lula acaba,117.000000,0.000154,0.001351,1.595780
lula foto,34.000000,0.000045,0.000448,-0.073978
lula tres,40.000000,0.000053,0.000518,0.351337
lula vamos,101.000000,0.000133,0.001186,-0.409652
lula voces,32.000000,0.000042,0.000424,0.004188
lula bolsonarista,24.000000,0.000032,0.000327,-0.268494
lula palacio,20.000000,0.000026,0.000277,-0.352983
lula completa,16.000000,0.000021,0.000227,-0.603526
lula direita,20.000000,0.000026,0.000277,-0.562704
lula neste,177.000000,0.000233,0.001948,0.290567
lula ladrao,43.000000,0.000057,0.000553,0.154403
lula fala,55.000000,0.000072,0.000690,0.360573
lula relacao,61.000000,0.000080,0.000757,0.825217
lula ta,34.000000,0.000045,0.000448,0.097602
lula eleicao,197.000000,0.000259,0.002140,0.356083
lula presidencial,79.000000,0.000104,0.000953,0.477117
lula aparece,210.000000,0.000276,0.002264,1.816071
lula margem,72.000000,0.000095,0.000878,0.284636
lula erro,39.000000,0.000051,0.000507,-0.328469
lula pontos,136.000000,0.000179,0.001544,0.665586
lula percentuais,49.000000,0.000064,0.000622,0.064458
lula eleitores,116.000000,0.000153,0.001341,0.261006
lula diz,155.000000,0.000204,0.001733,0.528958
lula todos,145.000000,0.000191,0.001634,-0.087280
lula juntos,17.000000,0.000022,0.000239,-1.112505
lula reta,46.000000,0.000061,0.000588,0.241347
lula ver,18.000000,0.000024,0.000252,-0.568692
lula indecisos,50.000000,0.000066,0.000633,0.423546
lula tv,58.000000,0.000076,0.000723,-0.155606
lula nada,38.000000,0.000050,0.000495,0.158818
lula vai,267.000000,0.000351,0.002794,0.460291
lula nova,96.000000,0.000126,0.001134,0.635592
lula pois,26.000000,0.000034,0.000352,-0.139409
lula dizer,39.000000,0.000051,0.000507,0.423298
lula twitter,21.000000,0.000028,0.000290,-0.614533
lula feita,29.000000,0.000038,0.000388,0.155291
lula atual,145.000000,0.000191,0.001634,0.428221
lula fim,31.000000,0.000041,0.000412,-0.080713
lula pesquisas,99.000000,0.000130,0.001165,0.544958
lula estao,88.000000,0.000116,0.001049,0.123100
lula propaganda,38.000000,0.000050,0.000495,-0.246647
lula vem,38.000000,0.000050,0.000495,0.277821
lula hoje,154.000000,0.000203,0.001723,0.108686
lula chefe,28.000000,0.000037,0.000376,-0.109293
lula ato,33.000000,0.000043,0.000436,0.125813
lula sera,159.000000,0.000209,0.001772,0.423941
lula deus,59.000000,0.000078,0.000735,-0.634999
lula republica,228.000000,0.000300,0.002433,0.854407
lula politico,33.000000,0.000043,0.000436,-0.114572
lula justica,57.000000,0.000075,0.000712,0.108094
lula dar,17.000000,0.000022,0.000239,-0.534760
lula populacao,10.000000,0.000013,0.000148,-1.181050
lula salario,52.000000,0.000068,0.000656,-0.970707
lula acordo,63.000000,0.000083,0.000779,0.494315
lula candidatos,68.000000,0.000089,0.000834,-0.025296
lula instituto,65.000000,0.000086,0.000801,0.231731
lula alem,34.000000,0.000045,0.000448,-0.114195
lula sob,23.000000,0.000030,0.000315,-0.269917
lula segunda,30.000000,0.000039,0.000400,0.164034
lula x,217.000000,0.000285,0.002330,2.100175
lula uol,48.000000,0.000063,0.000611,0.283906
lula programa,18.000000,0.000024,0.000252,-0.321633
lula sul,40.000000,0.000053,0.000518,0.130444
lula jairbolsonaro,77.000000,0.000101,0.000932,0.862601
lula ha,45.000000,0.000059,0.000576,-0.192640
lula jornal,23.000000,0.000030,0.000315,-0.227014
lula guedes,11.000000,0.000014,0.000161,-0.961870
lula horas,22.000000,0.000029,0.000302,-0.435354
lula fraude,10.000000,0.000013,0.000148,-0.863809
lula sabe,48.000000,0.000063,0.000611,0.404703
lula ruas,26.000000,0.000034,0.000352,-0.136760
lula regiao,35.000000,0.000046,0.000460,-0.023155
lula crime,33.000000,0.000043,0.000436,-0.131522
lula tarcisio,63.000000,0.000083,0.000779,-0.619274
lula amigos,14.000000,0.000018,0.000201,-0.917124
lula fake,29.000000,0.000038,0.000388,0.058246
lula mandato,63.000000,0.000083,0.000779,0.459933
lula amor,21.000000,0.000028,0.000290,-0.151430
lula alguns,21.000000,0.000028,0.000290,-0.170662
lula liberdade,17.000000,0.000022,0.000239,-1.476341
lula vantagem,119.000000,0.000157,0.001372,1.355507
lula apuracao,92.000000,0.000121,0.001092,0.596148
lula educacao,17.000000,0.000022,0.000239,-0.564292
lula capitao,17.000000,0.000022,0.000239,-0.745290
lula vencer,60.000000,0.000079,0.000746,0.723650
lula aponta,52.000000,0.000068,0.000656,0.410990
lula noite,35.000000,0.000046,0.000460,-0.091412
lula minas,52.000000,0.000068,0.000656,0.195213
lula gerais,45.000000,0.000059,0.000576,0.347599
lula local,13.000000,0.000017,0.000188,-0.690676
lula dentro,26.000000,0.000034,0.000352,0.020934
lula janeiro,44.000000,0.000058,0.000565,-0.197569
lula sido,19.000000,0.000025,0.000265,-0.574956
lula eleito,897.000000,0.001180,0.007957,1.908111
lula desta,30.000000,0.000039,0.000400,-0.352983
lula disputa,126.000000,0.000166,0.001443,0.798595
lula hora,37.000000,0.000049,0.000483,-0.101669
lula reeleito,19.000000,0.000025,0.000265,-0.376106
lula quase,37.000000,0.000049,0.000483,0.340164
lula minimo,41.000000,0.000054,0.000530,-0.482441
lula deve,67.000000,0.000088,0.000823,0.675973
lula executivo,17.000000,0.000022,0.000239,-0.446509
lula renda,14.000000,0.000018,0.000201,-0.533981
lula parana,32.000000,0.000042,0.000424,-0.088185
lula precisa,27.000000,0.000036,0.000364,-0.216508
lula veja,235.000000,0.000309,0.002499,0.872496
lula conta,32.000000,0.000042,0.000424,-0.085920
lula votou,49.000000,0.000064,0.000622,0.618068
lula ficou,91.000000,0.000120,0.001081,1.142886
lula freitas,11.000000,0.000014,0.000161,-1.361825
lula prefeito,21.000000,0.000028,0.000290,-0.304193
lula sabado,31.000000,0.000041,0.000412,-0.687918
lula partido,73.000000,0.000096,0.000888,0.326558
lula presidencia,190.000000,0.000250,0.002073,0.915398
lula stf,103.000000,0.000136,0.001207,0.707529
lula vitoria,123.000000,0.000162,0.001413,0.141713
lula deu,35.000000,0.000046,0.000460,0.144702
lula noticia,22.000000,0.000029,0.000302,-0.111362
lula coisa,26.000000,0.000034,0.000352,-0.087837
lula tempo,49.000000,0.000064,0.000622,0.038968
lula ultimos,13.000000,0.000017,0.000188,-0.729544
lula onyx,20.000000,0.000026,0.000277,-0.256839
lula pouco,46.000000,0.000061,0.000588,0.377069
lula dados,33.000000,0.000043,0.000436,0.080653
lula importante,27.000000,0.000036,0.000364,-0.168189
lula venceu,235.000000,0.000309,0.002499,1.699865
lula feito,17.000000,0.000022,0.000239,-0.645555
lula nome,22.000000,0.000029,0.000302,-0.206380
lula diferenca,80.000000,0.000105,0.000964,0.737330
lula duas,31.000000,0.000041,0.000412,0.119173
lula cargo,38.000000,0.000050,0.000495,0.375882
lula municipios,16.000000,0.000021,0.000227,-0.442595
lula saude,11.000000,0.000014,0.000161,-0.970078
lula nacional,32.000000,0.000042,0.000424,-0.143205
lula brasileiros,45.000000,0.000059,0.000576,-0.164718
lula estar,30.000000,0.000039,0.000400,0.215001
lula acima,13.000000,0.000017,0.000188,-0.995736
lula sextafeira,35.000000,0.000046,0.000460,-0.066359
lula quintafeira,19.000000,0.000025,0.000265,-0.565545
lula resultado,95.000000,0.000125,0.001123,0.130918
lula quatro,58.000000,0.000076,0.000723,0.529406
lula real,25.000000,0.000033,0.000340,0.016472
lula manha,27.000000,0.000036,0.000364,-0.230560
lula fernando,26.000000,0.000034,0.000352,-0.139409
lula tarde,11.000000,0.000014,0.000161,-0.975513
lula homem,14.000000,0.000018,0.000201,-0.649554
lula votacao,58.000000,0.000076,0.000723,-0.141505
lula forabolsonaro,193.000000,0.000254,0.002102,1.936448
lula urnas,204.000000,0.000268,0.002207,0.522486
lula economia,31.000000,0.000041,0.000412,-0.017586
lula partir,44.000000,0.000058,0.000565,0.276573
lula aumento,31.000000,0.000041,0.000412,-0.122194
lula recebeu,77.000000,0.000101,0.000932,1.106643
lula datafolha,80.000000,0.000105,0.000964,0.727053
lula haddad,94.000000,0.000124,0.001113,0.898599
lula quarto,33.000000,0.000043,0.000436,0.080653
lula apuradas,108.000000,0.000142,0.001259,0.671301
lula debatenaglobo,107.000000,0.000141,0.001248,1.360893
lula prf,24.000000,0.000032,0.000327,-0.142491
vez lula,129.000000,0.000170,0.001473,0.456011
vez debate,18.000000,0.000024,0.000252,0.525195
vez presidente,168.000000,0.000221,0.001860,1.018256
vez bolsonaro,178.000000,0.000234,0.001958,0.092703
vez pt,35.000000,0.000046,0.000460,0.348392
vez contra,14.000000,0.000018,0.000201,-0.102082
vez brasil,80.000000,0.000105,0.000964,0.699205
vez jair,56.000000,0.000074,0.000701,0.437754
vez dias,11.000000,0.000014,0.000161,0.541229
vez eleitoral,24.000000,0.000032,0.000327,0.388509
vez pais,28.000000,0.000037,0.000376,0.715298
vez anos,29.000000,0.000038,0.000388,1.124326
vez melhor,12.000000,0.000016,0.000175,1.046239
vez voce,10.000000,0.000013,0.000148,0.035720
vez pode,17.000000,0.000022,0.000239,1.077567
vez eleicoes,20.000000,0.000026,0.000277,0.132004
vez candidato,24.000000,0.000032,0.000327,0.378063
vez reeleicao,15.000000,0.000020,0.000214,0.382715
vez apoio,15.000000,0.000020,0.000214,0.651279
vez domingo,27.000000,0.000036,0.000364,0.712774
vez governador,12.000000,0.000016,0.000175,0.350393
vez historia,32.000000,0.000042,0.000424,2.108689
vez dois,17.000000,0.000022,0.000239,0.959784
vez desde,19.000000,0.000025,0.000265,1.710504
vez dia,11.000000,0.000014,0.000161,-0.343612
vez sao,12.000000,0.000016,0.000175,-0.317506
vez tse,12.000000,0.000016,0.000175,-0.140285
vez pessoas,11.000000,0.000014,0.000161,0.485851
vez primeiro,36.000000,0.000047,0.000472,1.519491
vez turno,63.000000,0.000083,0.000779,0.964001
vez povo,16.000000,0.000021,0.000227,0.736422
vez roberto,11.000000,0.000014,0.000161,0.651147
vez jefferson,10.000000,0.000013,0.000148,0.423920
vez pl,23.000000,0.000030,0.000315,0.099352
vez todas,11.000000,0.000014,0.000161,1.615235
vez apos,14.000000,0.000018,0.000201,0.434293
vez ser,17.000000,0.000022,0.000239,0.327043
vez antes,16.000000,0.000021,0.000227,1.277439
vez petista,45.000000,0.000059,0.000576,1.653456
vez expresidente,20.000000,0.000026,0.000277,0.960309
vez luiz,31.000000,0.000041,0.000412,1.123800
vez inacio,29.000000,0.000038,0.000388,1.030887
vez silva,20.000000,0.000026,0.000277,0.508798
vez segundo,59.000000,0.000078,0.000735,1.044408
vez volta,12.000000,0.000016,0.000175,1.286419
vez nesta,14.000000,0.000018,0.000201,0.553569
vez votos,55.000000,0.000072,0.000690,0.624881
vez validos,10.000000,0.000013,0.000148,0.009502
vez levantamento,15.000000,0.000020,0.000214,1.152200
vez estado,11.000000,0.000014,0.000161,0.430190
vez vamos,12.000000,0.000016,0.000175,0.090728
vez neste,34.000000,0.000045,0.000448,1.271372
vez eleicao,18.000000,0.000024,0.000252,0.593844
vez todos,12.000000,0.000016,0.000175,0.051487
vez vai,10.000000,0.000013,0.000148,-0.193779
vez atual,23.000000,0.000030,0.000315,1.217575
vez sera,24.000000,0.000032,0.000327,1.163684
vez republica,33.000000,0.000043,0.000436,1.552163
vez mandato,12.000000,0.000016,0.000175,1.432299
vez eleito,25.000000,0.000033,0.000340,0.958525
vez reeleito,10.000000,0.000013,0.000148,1.612634
vez executivo,13.000000,0.000017,0.000188,1.915821
vez partido,11.000000,0.000014,0.000161,1.064588
vez presidencia,19.000000,0.000025,0.000265,1.243407
vez venceu,12.000000,0.000016,0.000175,1.355780
vez cargo,20.000000,0.000026,0.000277,2.364622
vez urnas,16.000000,0.000021,0.000227,0.607548
debate lula,528.000000,0.000695,0.005052,1.273326
debate presidente,91.000000,0.000120,0.001081,-0.186817
debate bolsonaro,601.000000,0.000791,0.005648,0.717546
debate pt,35.000000,0.000046,0.000460,-0.243576
debate fez,18.000000,0.000024,0.000252,0.840993
debate contra,25.000000,0.000033,0.000340,-0.114233
debate brasil,52.000000,0.000068,0.000656,-0.323547
debate verdade,13.000000,0.000017,0.000188,0.755769
debate via,12.000000,0.000016,0.000175,0.438184
debate campanha,26.000000,0.000034,0.000352,-0.166910
debate jair,68.000000,0.000089,0.000834,0.039941
debate disse,11.000000,0.000014,0.000161,-0.150569
debate eleitoral,19.000000,0.000025,0.000265,-0.437075
debate resposta,10.000000,0.000013,0.000148,0.970516
debate melhor,10.000000,0.000013,0.000148,0.271949
debate porque,14.000000,0.000018,0.000201,0.591006
debate rede,62.000000,0.000082,0.000768,2.853823
debate voce,23.000000,0.000030,0.000315,0.276660
debate agora,18.000000,0.000024,0.000252,0.176775
debate eleicoes,82.000000,0.000108,0.000985,0.951023
debate vivo,102.000000,0.000134,0.001197,3.061102
debate entrevista,14.000000,0.000018,0.000201,0.982623
debate candidato,45.000000,0.000059,0.000576,0.414703
debate domingo,14.000000,0.000018,0.000201,-0.535974
debate tambem,11.000000,0.000014,0.000161,-0.459758
debate gente,10.000000,0.000013,0.000148,0.309117
debate ultimo,48.000000,0.000063,0.000611,1.900429
debate dois,27.000000,0.000036,0.000364,0.830439
debate governo,18.000000,0.000024,0.000252,-0.261150
debate dia,22.000000,0.000029,0.000302,-0.242433
debate sao,13.000000,0.000017,0.000188,-0.829432
debate paulo,10.000000,0.000013,0.000148,-0.460289
debate pesquisa,18.000000,0.000024,0.000252,-0.217939
debate primeiro,14.000000,0.000018,0.000201,-0.016939
debate turno,129.000000,0.000170,0.001473,1.088710
debate sempre,10.000000,0.000013,0.000148,0.444052
debate pl,33.000000,0.000043,0.000436,-0.131604
debate apos,10.000000,0.000013,0.000148,-0.494148
debate politica,14.000000,0.000018,0.000201,0.076998
debate ser,14.000000,0.000018,0.000201,-0.459082
debate so,19.000000,0.000025,0.000265,0.358055
debate faz,12.000000,0.000016,0.000175,0.644188
debate antes,104.000000,0.000137,0.001217,2.557272
debate petista,21.000000,0.000028,0.000290,0.299348
debate cada,10.000000,0.000013,0.000148,0.522491
debate expresidente,31.000000,0.000041,0.000412,0.806595
debate luiz,23.000000,0.000030,0.000315,0.233338
debate inacio,18.000000,0.000024,0.000252,-0.038006
debate silva,16.000000,0.000021,0.000227,-0.306315
debate segundo,133.000000,0.000175,0.001514,1.265251
debate globo,675.000000,0.000888,0.006240,3.860888
debate sobre,47.000000,0.000062,0.000599,0.565591
debate durante,10.000000,0.000013,0.000148,0.062959
debate noticias,15.000000,0.000020,0.000214,0.312395
debate nesta,65.000000,0.000086,0.000801,1.496931
debate votos,14.000000,0.000018,0.000201,-1.335363
debate final,30.000000,0.000039,0.000400,1.306445
debate acaba,11.000000,0.000014,0.000161,1.270127
debate vamos,11.000000,0.000014,0.000161,-0.588253
debate neste,10.000000,0.000013,0.000148,-0.544372
debate fala,11.000000,0.000014,0.000161,0.789760
debate eleicao,31.000000,0.000041,0.000412,0.545491
debate presidencial,101.000000,0.000133,0.001186,2.761415
debate diz,23.000000,0.000030,0.000315,0.659652
debate tv,197.000000,0.000259,0.002140,3.105780
debate nada,10.000000,0.000013,0.000148,0.862442
debate vai,41.000000,0.000054,0.000530,0.625239
debate pois,10.000000,0.000013,0.000148,0.943705
debate atual,12.000000,0.000016,0.000175,-0.024981
debate pesquisas,11.000000,0.000014,0.000161,0.386359
debate hoje,37.000000,0.000049,0.000483,0.721276
debate sera,25.000000,0.000033,0.000340,0.612537
debate deus,16.000000,0.000021,0.000227,0.098677
debate republica,27.000000,0.000036,0.000364,0.759523
debate politico,11.000000,0.000014,0.000161,0.825441
debate acordo,12.000000,0.000016,0.000175,0.874712
debate candidatos,90.000000,0.000118,0.001071,2.293631
debate x,29.000000,0.000038,0.000388,2.126198
debate uol,10.000000,0.000013,0.000148,0.753915
debate tarcisio,10.000000,0.000013,0.000148,-0.421199
debate capitao,14.000000,0.000018,0.000201,1.099179
debate noite,51.000000,0.000067,0.000645,2.323691
debate desta,59.000000,0.000078,0.000735,2.361982
debate deve,13.000000,0.000017,0.000188,1.074855
debate veja,14.000000,0.000018,0.000201,0.090593
debate presidencia,48.000000,0.000063,0.000611,1.578200
debate vitoria,10.000000,0.000013,0.000148,-0.329261
